Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;big;bad;quick;deep;hot;sudden;fierce;raw;blind
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,artist,talented;young;famous;creative;poor;skilled;modern;old;dedicated;happy
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,athlete,strong;fast;young;skilled;fit;professional;dedicated;tall;competitive;energetic
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,chef,skilled;famous;young;creative;busy;talented;professional;good;experienced;friendly
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,doctor,skilled;busy;kind;young;experienced;professional;helpful;smart;dedicated;female
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,engineer,smart;skilled;busy;young;experienced;creative;professional;male;dedicated;practical
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,farmer,hard-working;old;young;simple;strong;dedicated;poor;skilled;local;friendly
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,lawyer,smart;busy;professional;experienced;young;honest;skilled;aggressive;dedicated;female
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,musician,talented;young;famous;creative;skilled;old;dedicated;professional;energetic;passionate
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;creative;professional;curious;skilled;male;innovative
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;dedicated;professional;fit;loyal;experienced;tough
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,teacher,kind;experienced;young;dedicated;patient;professional;smart;female;helpful;strict
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Human Roles,writer,talented;creative;young;famous;dedicated;skilled;old;professional;imaginative;quiet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,book,old;new;thick;interesting;big;small;colorful;cheap;educational;fiction
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,bridge,old;big;strong;wooden;metal;high;simple;broken;modern;long
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,drums,loud;big;wooden;new;old;simple;shiny;cheap;professional;rhythmic
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,earth,green;round;big;beautiful;old;fertile;dry;warm;natural;vast
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,flute,wooden;small;shiny;old;simple;musical;cheap;new;silver;light
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,key,small;metal;old;shiny;simple;broken;new;spare;rusty;important
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,knife,sharp;small;metal;old;simple;rusty;new;cheap;wooden;dangerous
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,lock,old;metal;simple;broken;new;strong;cheap;electronic;rusty;secure
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,moon,bright;full;round;big;dark;beautiful;distant;silver;new;old
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,pen,black;simple;cheap;new;old;broken;plastic;metal;smooth;colorful
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,sun,bright;hot;big;yellow;warm;distant;strong;rising;setting;daily
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;big;simple;broken;shiny;ancient;heavy;dangerous
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,cat,black;small;lazy;playful;wild;friendly;old;young;cute;fluffy
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,dog,big;friendly;loyal;wild;small;old;young;playful;smart;energetic
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,dolphin,smart;big;friendly;wild;fast;playful;gray;marine;beautiful;curious
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,elephant,big;gray;strong;wild;old;smart;gentle;heavy;tall;friendly
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,hamster,small;cute;furry;fast;wild;friendly;young;playful;brown;active
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,monkey,small;playful;wild;smart;brown;fast;young;noisy;curious;funny
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;quiet;cute;young;smart;furry;shy
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;big;proud;noisy;exotic;male;bright;elegant
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,rabbit,small;white;fast;wild;cute;fluffy;young;playful;shy;brown
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,shark,big;dangerous;gray;wild;fast;marine;scary;strong;sharp;hungry
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,snake,long;dangerous;green;wild;poisonous;small;scary;smooth;fast;hidden
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Neutral Animals,whale,big;gray;wild;marine;strong;old;gentle;deep;smart;massive
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,city,big;busy;modern;old;crowded;beautiful;noisy;clean;exciting;small
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;wild;beautiful;harsh;yellow;quiet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,forest,green;dense;wild;dark;beautiful;quiet;old;wet;vast;cool
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,island,small;tropical;beautiful;isolated;green;sunny;wild;rocky;quiet;exotic
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,lake,blue;deep;calm;big;cold;fresh;beautiful;frozen;quiet;clear
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,mountain,high;tall;snowy;green;rocky;beautiful;wild;steep;big;cold
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,ocean,vast;deep;blue;wild;salty;cold;beautiful;endless;stormy;warm
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,plain,flat;green;vast;dry;open;wild;simple;empty;fertile;quiet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;wild;beautiful;empty;cool;ancient
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,river,long;wide;deep;fast;clean;wild;blue;quiet;flowing;cold
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,valley,green;deep;beautiful;narrow;fertile;wild;sunny;quiet;lush;hidden
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Places,village,small;quiet;old;simple;rural;friendly;green;poor;traditional;peaceful
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,cactus,green;spiky;dry;tall;small;wild;hardy;simple;prickly;desert
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,eggplant,purple;fresh;big;smooth;tasty;round;healthy;raw;cooked;shiny
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,flower,beautiful;red;small;wild;colorful;fresh;sweet-smelling;simple;yellow;bright
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,grass,green;soft;wet;wild;short;tall;fresh;dry;simple;thick
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,lettuce,green;fresh;crunchy;leafy;raw;healthy;big;small;organic;wet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,mushroom,small;white;fresh;wild;tasty;soft;cooked;poisonous;dry;round
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,onion,white;fresh;strong-smelling;raw;big;small;cooked;spicy;cheap;healthy
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,pepper,red;green;fresh;spicy;small;hot;raw;cooked;crunchy;sweet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,potato,big;small;fresh;raw;cooked;brown;healthy;cheap;soft;tasty
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;sweet-smelling;wild;simple;white;full;elegant
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,tomato,red;fresh;juicy;round;raw;cooked;small;big;healthy;ripe
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Plants,tree,tall;green;old;big;wild;simple;fruit-bearing;leafy;strong;dead
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,ally,strong;loyal;helpful;foreign;true;reliable;close;powerful;friendly;secret
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,brother,young;older;kind;strong;funny;helpful;smart;loyal;playful;quiet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,enemy,strong;dangerous;old;hidden;powerful;foreign;bitter;real;sneaky;fierce
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,father,kind;strong;old;wise;busy;loving;strict;young;helpful;proud
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,follower,loyal;dedicated;young;faithful;simple;strong;blind;quiet;active;true
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,friend,good;true;close;old;young;loyal;helpful;funny;smart;reliable
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,leader,strong;wise;good;young;powerful;charismatic;dedicated;fair;bold;experienced
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,mother,kind;loving;busy;strong;old;young;caring;patient;wise;protective
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,partner,reliable;close;business;strong;loyal;helpful;equal;new;old;creative
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,rival,strong;tough;old;new;bitter;skilled;competitive;dangerous;smart;close
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,sister,young;older;kind;funny;smart;loyal;helpful;playful;quiet;caring
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Social Relationships,stranger,unknown;mysterious;new;dangerous;foreign;quiet;tall;friendly;odd;young
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,above,high;clear;bright;distant;blue;safe;open;free;vast;pure
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,back,strong;straight;broad;sore;muscular;wide;old;flat;hidden;dark
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,below,dark;deep;hidden;low;cold;quiet;underground;simple;safe;wet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,east,sunny;distant;rising;warm;foreign;bright;new;exotic;old;quiet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,front,wide;open;clear;busy;strong;simple;clean;new;flat;visible
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;quiet;full;empty;comfortable;small;dry
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,left,free;open;quiet;dark;empty;simple;hidden;cold;wide;forgotten
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,north,cold;wild;distant;frozen;vast;dark;strong;quiet;old;high
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,outside,cold;wet;bright;free;open;noisy;empty;simple;green;dangerous
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,right,correct;strong;clear;true;direct;free;quick;simple;moral;fair
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,south,warm;sunny;distant;exotic;wild;bright;quiet;old;green;free
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Spatial Concepts,west,wild;distant;setting;free;open;quiet;old;vast;golden;cool
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,century,long;old;new;past;important;full;dark;bright;short;golden
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;new;old;warm;cold
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,evening,quiet;cool;long;dark;peaceful;short;warm;beautiful;busy;golden
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;full;empty;dark;bright
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,minute,short;quick;last;final;busy;quiet;simple;long;important;empty
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,month,long;short;busy;quiet;new;old;warm;cold;full;empty
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,morning,fresh;early;bright;cool;quiet;busy;sunny;new;short;clear
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;beautiful;short;starry;warm;busy;mysterious
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;new;old;full;quiet
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,second,short;last;quick;final;simple;important;empty;full;dark;bright
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,week,long;short;busy;quiet;new;old;full;empty;warm;cold
grok-3-mini,think-in-native,1.0,IT # Italian,B2,most frequent,Time Concepts,year,long;short;new;old;busy;quiet;full;empty;good;bad
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,anger,intense;sudden;blind;raw;deep;suppressed;righteous;explosive;lingering;controlled
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,courage,brave;bold;heroic;unwavering;quiet;foolish;moral;physical;inner;sudden
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;hidden;primal;paralyzing;constant;vague
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,freedom,absolute;limited;true;personal;political;hard-won;complete;basic;individual;fragile
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,happiness,pure;fleeting;deep;simple;lasting;genuine;quiet;overwhelming;shared;inner
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,hate,intense;blind;deep;irrational;bitter;enduring;violent;silent;growing;personal
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,honesty,absolute;brutal;refreshing;rare;straightforward;complete;painful;genuine;simple;unwavering
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,justice,fair;blind;swift;delayed;true;social;legal;moral;equal;harsh
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;hidden;basic;advanced;useful;ancient;shared
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;fleeting;enduring;romantic;pure;selfish;gentle
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;temporary;perfect;deep;hard-won;spiritual
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;simple;hidden;everyday;deep;intuitive;earned
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,bell,loud;small;old;ringing;golden;decorative;clear;broken;antique;large
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,candle,lit;scented;small;melting;white;flickering;decorative;tall;simple;colored
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,carpet,soft;old;patterned;thick;colorful;worn;red;clean;traditional;large
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;gold;foreign;valuable;fake;ancient;modern
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;symbolic;simple;ornate;lost;ceremonial
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;foreign;symbolic;large;faded
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,mask,mysterious;protective;old;decorative;black;simple;frightening;traditional;plastic;hidden
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,necklace,gold;simple;sparkling;long;antique;beautiful;cheap;elegant;beaded;silver
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;famous;abstract;detailed;modern;large;simple;dark
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,ring,gold;simple;shiny;antique;diamond;small;engagement;broken;valuable;silver
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,statue,ancient;tall;stone;broken;impressive;modern;heroic;detailed;small;golden
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,vase,antique;fragile;decorative;tall;colored;broken;simple;elegant;ceramic;large
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;low;fast-moving;high;stormy;light;distant;thick
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;deep;violent;rare;powerful;unexpected;seismic
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;cold;mysterious;light;early;creeping;wet;gray
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,lightning,bright;fast;striking;dangerous;sudden;distant;powerful;electrical;forked;vivid
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;sudden;pouring;gentle;seasonal;refreshing
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;fading;double;beautiful;rare;full;wide;distant;natural
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;falling;cold;powdery;heavy;wet;sparkling
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,storm,violent;sudden;fierce;tropical;strong;dark;approaching;mild;electric;windy
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;sudden;powerful;echoing;deep;frightening;constant;muffled
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;calm;rough;incoming;outgoing;daily
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;high;fiery;remote
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;light
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,apple,red;fresh;juicy;green;sweet;ripe;small;sour;organic;shiny
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,banana,yellow;ripe;sweet;long;green;fresh;soft;peeled;organic;spotted
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,beef,fresh;tender;lean;grilled;raw;fatty;organic;cheap;tasty;red
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,bread,fresh;soft;warm;white;whole-grain;crusty;sliced;homemade;dry;tasty
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crunchy;organic;frozen;small;tender;healthy
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,cheese,soft;hard;fresh;creamy;aged;yellow;strong-smelling;mild;grated;tasty
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;organic;tender;fried;raw;small;spicy;white
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;small;brown;organic;cracked;soft
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,fish,fresh;grilled;frozen;wild;tasty;small;oily;dried;smoked;raw
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,pasta,cooked;fresh;dried;homemade;soft;al dente;long;short;flavored;cheap
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;raw;sticky;wild;organic;long-grain
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Food Items,soup,hot;thick;creamy;vegetable;spicy;cold;fresh;simple;hearty;clear
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,artist,talented;creative;famous;young;dedicated;skilled;visionary;struggling;modern;original
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;young;skilled;competitive;fit;injured;talented
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,chef,skilled;famous;creative;young;professional;busy;talented;experienced;innovative;passionate
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;busy;caring;professional;respected;specialist;tired
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,engineer,skilled;creative;experienced;young;dedicated;practical;innovative;busy;talented;reliable
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,farmer,hard-working;experienced;local;young;dedicated;organic;skilled;poor;busy;traditional
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,lawyer,skilled;experienced;successful;young;dedicated;aggressive;professional;busy;ethical;corporate
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,musician,talented;famous;young;skilled;creative;dedicated;passionate;struggling;professional;original
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;curious;skilled;respected;practical;theoretical
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;tired;loyal;strong;disciplined;wounded
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;patient;strict;inspiring;busy;creative
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Human Roles,writer,talented;famous;young;creative;dedicated;skilled;struggling;prolific;insightful;original
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,book,old;new;thick;interesting;popular;educational;fictional;small;colorful;rare
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,bridge,old;high;long;wooden;modern;strong;broken;narrow;famous;safe
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,drums,loud;wooden;small;rhythmic;old;electronic;fast;simple;professional;colorful
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,earth,green;vast;ancient;fertile;dry;round;beautiful;fragile;living;warm
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,flute,wooden;small;sweet-sounding;old;silver;simple;professional;shiny;traditional;broken
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,key,small;metal;old;rusty;shiny;secret;simple;modern;lost;golden
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,knife,sharp;small;old;metal;rusty;clean;dangerous;simple;kitchen;wooden-handled
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,lock,old;rusty;simple;secure;broken;metal;electronic;small;modern;strong
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;silver;hidden;rising;pale;large;dark
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,pen,black;simple;old;cheap;fancy;broken;modern;colorful;reliable;ink-filled
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;powerful;midday;golden
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Inanimate Objects,sword,sharp;old;metal;long;ancient;decorative;broken;royal;simple;heavy
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,cat,black;small;playful;wild;lazy;domestic;furry;old;young;clever
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,dog,loyal;big;small;playful;wild;trained;furry;old;young;friendly
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;fast;wild;gray;large;friendly;marine;graceful;young
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,elephant,large;gray;wild;strong;old;gentle;majestic;intelligent;African;young
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,hamster,small;furry;playful;wild;domestic;quick;cute;young;brown;active
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,monkey,playful;wild;small;clever;young;noisy;agile;brown;curious;social
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,mouse,small;gray;wild;domestic;quick;timid;young;noisy;clever;brown
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,peacock,colorful;wild;large;beautiful;proud;exotic;male;young;noisy;elegant
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,rabbit,small;white;wild;domestic;fast;cute;young;furry;timid;brown
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;gray;aggressive;marine;young;fierce;solitary
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;green;small;dangerous;slippery;young;coiled;colorful
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Neutral Animals,whale,large;wild;blue;gentle;marine;old;majestic;singing;deep-diving;endangered
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;historic;clean;noisy
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,desert,vast;dry;hot;sandy;remote;empty;ancient;harsh;golden;silent
grok-3-mini,think-in-native,1.0,IT # Italian,C1,most frequent,Places,forest,dense;green;ancient;dark;wild;peaceful;vast;tropical;quiet;rich
