Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,strong;sudden;bad;hot;deep;quick;dangerous;blind;bitter;raw
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Food Items,pasta,cooked;hot;simple;cheesy;spicy;dry;fresh;Italian;soft;quick
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Food Items,rice,white;cooked;hot;sticky;brown;dry;fluffy;simple;steamed;cheap
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Food Items,soup,hot;thick;tasty;vegetable;chicken;cold;spicy;fresh;simple;creamy
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,artist,talented;young;famous;creative;skilled;poor;modern;dedicated;local;inspired
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,athlete,strong;fast;young;skilled;professional;dedicated;fit;competitive;famous;injured
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,chef,skilled;famous;young;creative;busy;talented;professional;local;quick;experienced
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,doctor,skilled;busy;young;experienced;kind;professional;local;famous;tired;helpful
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,engineer,skilled;young;creative;professional;busy;experienced;local;smart;dedicated;technical
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,farmer,hard-working;local;old;young;poor;dedicated;simple;experienced;rural;strong
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,lawyer,smart;busy;professional;experienced;young;famous;skilled;local;honest;tough
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;creative;local;dedicated;professional;energetic;poor
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;creative;professional;famous;local;curious;busy
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;dedicated;professional;tired;experienced;local;loyal
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,teacher,kind;experienced;young;dedicated;professional;patient;local;strict;helpful;smart
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Human Roles,writer,creative;famous;young;dedicated;talented;professional;local;experienced;quiet;imaginative
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,book,old;new;thick;interesting;boring;popular;small;colorful;educational;cheap
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,bridge,old;long;strong;wooden;metal;high;broken;new;simple;wide
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,drums,loud;big;wooden;new;old;shiny;electronic;simple;fast;rhythmic
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,earth,green;big;round;ancient;beautiful;dry;wet;rich;vast;living
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,flute,wooden;small;old;shiny;simple;musical;new;sweet-sounding;light;traditional
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,key,small;metal;old;shiny;simple;rusty;new;important;locked;spare
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,knife,sharp;small;old;metal;rusty;new;simple;dangerous;clean;wooden-handled
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,lock,old;metal;strong;simple;broken;new;rusty;small;electronic;secure
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,moon,bright;full;dark;round;beautiful;distant;silver;new;old;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,pen,black;simple;new;old;cheap;fine;broken;colorful;metal;plastic
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;strong;daily;clear;burning
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;shiny;ancient;heavy;simple;broken;golden
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,cat,black;small;lazy;playful;wild;domestic;furry;old;young;clever
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,dog,big;friendly;loyal;wild;small;playful;old;young;strong;barking
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,dolphin,smart;fast;playful;wild;big;friendly;aquatic;gray;young;jumping
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;old;young;gentle;heavy;intelligent;trunked
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,hamster,small;furry;cute;fast;wild;domestic;young;playful;brown;active
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,monkey,small;wild;playful;clever;young;noisy;brown;fast;tree-living;funny
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;domestic;shy;young;noisy;clever;quick
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;proud;big;noisy;young;exotic;feathered;royal
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,rabbit,white;small;fast;wild;domestic;fluffy;young;playful;cute;hopping
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,shark,big;dangerous;wild;fast;gray;sharp-toothed;deep-sea;young;hungry;scary
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;poisonous;small;fast;slithery;hidden;cold-blooded
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Neutral Animals,whale,big;wild;gentle;deep-sea;gray;old;young;swimming;massive;singing
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;noisy;historic
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;beautiful;wild;harsh;golden;silent
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,forest,green;dense;wild;dark;beautiful;old;quiet;wet;vast;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,island,small;tropical;beautiful;isolated;green;rocky;sunny;wild;distant;peaceful
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,lake,blue;deep;calm;frozen;clear;big;small;fresh;quiet;scenic
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,mountain,high;snowy;green;rocky;tall;beautiful;steep;old;wild;majestic
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;cold;warm;wild;endless
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,plain,flat;wide;green;dry;empty;vast;simple;fertile;windy;open
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;ancient;wild;elevated;simple
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,river,wide;deep;fast;clean;dirty;long;blue;wild;calm;flowing
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,valley,deep;green;beautiful;narrow;wide;fertile;quiet;hidden;sunny;peaceful
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Places,village,small;quiet;old;rural;simple;friendly;green;poor;traditional;peaceful
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,cactus,green;spiky;tall;small;dry;wild;thorny;hardy;desert;simple
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,eggplant,purple;fresh;big;small;juicy;cooked;raw;shiny;healthy;soft
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,flower,beautiful;colorful;fresh;small;wild;red;sweet-smelling;simple;blooming;delicate
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,grass,green;soft;wet;dry;tall;short;wild;fresh;thick;simple
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,lettuce,green;fresh;crisp;raw;big;small;healthy;wet;leafy;organic
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,mushroom,small;wild;fresh;brown;cooked;poisonous;edible;soft;tasty;hidden
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,onion,white;fresh;big;small;strong-smelling;raw;cooked;spicy;organic;dry
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,pepper,red;green;fresh;hot;small;spicy;raw;cooked;crunchy;sweet
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,potato,big;small;fresh;cooked;raw;brown;organic;soft;dry;tasty
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;sweet-smelling;wild;simple;full;delicate;blooming
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,tomato,red;fresh;juicy;small;big;raw;cooked;ripe;organic;soft
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Plants,tree,tall;green;old;young;strong;fruit-bearing;leafy;wild;simple;shady
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,ally,strong;faithful;helpful;close;reliable;new;old;trusted;loyal;foreign
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,brother,young;old;close;protective;fun;helpful;strong;smart;loyal;caring
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,enemy,dangerous;strong;old;hidden;bitter;powerful;foreign;fierce;sneaky;hated
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,father,strong;kind;old;young;wise;caring;strict;loving;busy;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,follower,loyal;dedicated;young;faithful;strong;simple;active;trusted;enthusiastic;blind
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,friend,close;loyal;fun;old;new;helpful;true;kind;reliable;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,leader,strong;wise;charismatic;young;experienced;popular;effective;respected;brave;inspiring
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,mother,loving;kind;busy;strong;caring;wise;patient;young;old;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,partner,reliable;close;business;strong;helpful;equal;trusted;new;old;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,rival,strong;tough;bitter;competitive;old;new;fierce;skilled;dangerous;smart
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,sister,young;old;close;caring;fun;helpful;smart;protective;loyal;kind
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;new;odd;quiet;tall;short;foreign
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,above,high;clear;bright;distant;safe;open;free;empty;vast;blue
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,back,strong;sore;straight;wide;muscular;injured;hidden;dark;cool;empty
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,below,dark;deep;hidden;low;wet;cold;dangerous;quiet;empty;vast
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,east,sunny;distant;rising;warm;flat;green;coastal;ancient;modern;busy
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,front,clean;wide;open;busy;simple;hidden;strong;dark;empty;clear
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;empty;full;quiet;hidden;cool;bright;messy
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,left,free;open;weak;strong;hidden;dark;empty;clear;quiet;simple
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,north,cold;windy;vast;green;snowy;remote;ancient;modern;busy;flat
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,outside,cold;warm;wet;dry;open;empty;noisy;quiet;bright;dark
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,right,correct;strong;clear;free;open;hidden;simple;direct;proper;true
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,south,warm;sunny;flat;green;coastal;ancient;modern;busy;dry;remote
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Spatial Concepts,west,wild;open;distant;golden;coastal;ancient;modern;busy;dry;windy
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,century,long;past;modern;ancient;golden;dark;peaceful;busy;full;short
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;clear;dark
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,evening,quiet;cool;long;short;dark;peaceful;busy;warm;relaxing;golden
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;dark;bright;full;empty
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,minute,short;long;quick;slow;last;first;busy;quiet;final;early
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;full;empty;new;old
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,morning,fresh;early;bright;cool;busy;quiet;sunny;foggy;peaceful;new
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;starry;busy;warm;short;mysterious;peaceful
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;beautiful;harsh;changing;full
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,second,short;quick;last;final;first;busy;quiet;long;important;simple
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,week,long;short;busy;quiet;full;empty;new;old;working;relaxing
grok-3-mini,think-in-native,1.0,FA # Persian,B2,most frequent,Time Concepts,year,long;short;new;old;busy;quiet;full;empty;successful;challenging
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,anger,intense;sudden;blind;raw;deep;suppressed;violent;quiet;righteous;explosive
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,courage,brave;heroic;bold;unwavering;quiet;moral;physical;intellectual;foolish;innate
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,fear,deep;sudden;irrational;overwhelming;hidden;primal;intense;paralyzing;constant;dark
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,freedom,absolute;true;limited;personal;political;hard-won;fleeting;universal;basic;joyful
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;inner;genuine;fleeting;overwhelming;shared;quiet;radiant
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,hate,bitter;intense;blind;deep-rooted;irrational;burning;mutual;hidden;fierce;cold
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,honesty,brutal;complete;simple;refreshing;painful;rare;straightforward;absolute;gentle;unwavering
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,justice,fair;swift;blind;social;poetic;harsh;divine;equal;delayed;true
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,knowledge,vast;practical;theoretical;ancient;secret;basic;profound;shared;limited;essential
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,love,true;passionate;eternal;unrequited;deep;gentle;forbidden;pure;romantic;familial
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;true;temporary;spiritual;hard-won;perfect
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;deep;hidden;simple;earned;intuitive;rare
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,bell,loud;old;ringing;small;golden;church;alarm;decorative;cracked;electronic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;lit;decorative;small;birthday;melting;emergency
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;Persian;woven;dirty;antique;modern;rolled;patterned
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;metal;foreign;lucky;counterfeit;small;gold;ancient
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;heavy;ceremonial;ancient;fake;simple;symbolic;imperial
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;symbolic;foreign;proud;small;faded;victorious
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,mask,protective;decorative;scary;facial;ancient;theatrical;hidden;plastic;cultural;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,necklace,shiny;pearl;gold;simple;antique;long;cheap;elegant;beaded;broken
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,painting,beautiful;abstract;famous;old;colorful;detailed;modern;landscape;portrait;ruined
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,ring,golden;engagement;small;antique;simple;diamond;lost;wedding;silver;magical
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,statue,tall;stone;ancient;heroic;modern;broken;marble;public;forgotten;impressive
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,vase,fragile;decorative;antique;glass;floral;tall;broken;simple;painted;ceramic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;white;stormy;low;high;rainy;beautiful;thin
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,earthquake,violent;sudden;devastating;minor;strong;underground;rare;predicted;destructive;shallow
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;cold;rolling;light;coastal;eerie;persistent
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;striking;dangerous;forked;distant;electric;fast;nighttime;powerful
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;seasonal;gentle;tropical;acidic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;arched;double;faint;beautiful;rare;wet;natural;spectacular
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,snow,fresh;deep;light;melting;white;powdery;heavy;seasonal;cold;drifting
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,storm,fierce;approaching;violent;tropical;sudden;rainy;windy;massive;electric;winter
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;sudden;ominous;echoing;powerful;nighttime;faint
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;coastal;daily;gentle;dangerous;incoming
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;ancient;smoking;fiery;remote;dangerous;towering
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;coastal;dry;shifting
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,apple,red;juicy;fresh;green;ripe;sour;sweet;small;rotten;organic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;soft;long;peeled;fresh;spotted;tropical
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,beef,fresh;grilled;lean;tough;ground;rare;cooked;organic;fatty;tender
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-wheat;stale;crusty;homemade;white;toasted
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;bitter;healthy;boiled
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,cheese,sharp;soft;hard;melted;creamy;aged;mild;grated;imported;flavorful
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;organic;tender;spicy;frozen;boneless;wild
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,egg,fresh;boiled;fried;raw;cracked;brown;white;organic;large;scrambled
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,fish,fresh;grilled;salty;frozen;wild;cooked;oily;smoked;small;exotic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;cheesy;spicy;simple;homemade;Italian;wheat
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,rice,cooked;steamed;white;brown;fluffy;sticky;wild;boiled;spiced;long-grain
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Food Items,soup,hot;creamy;vegetable;spicy;thick;clear;homemade;cold;hearty;flavored
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,artist,talented;creative;famous;struggling;dedicated;modern;visionary;local;skilled;inspired
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;injured;young;competitive;skilled;Olympic;fit
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,chef,skilled;famous;creative;busy;professional;talented;young;innovative;experienced;passionate
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,doctor,skilled;busy;caring;experienced;young;specialist;dedicated;hospital;private;respected
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,engineer,skilled;innovative;experienced;mechanical;young;dedicated;electrical;creative;professional;practical
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,farmer,hardworking;local;experienced;organic;young;dedicated;rural;skilled;independent;traditional
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;young;dedicated;criminal;ethical;successful;busy;respected
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,musician,talented;famous;young;dedicated;classical;rock;skilled;passionate;touring;independent
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;environmental;medical;theoretical;respected;curious
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;disciplined;heroic;elite;wounded;loyal;active
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;patient;strict;creative;knowledgeable;respected;effective
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Human Roles,writer,talented;famous;young;dedicated;fictional;journalistic;skilled;passionate;unknown;prolific
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,book,old;new;thick;interesting;fictional;educational;popular;hardcover;rare;borrowed
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,bridge,old;strong;wooden;modern;high;broken;suspension;stone;long;arched
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;small;electronic;traditional;broken;shiny;handmade;professional
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,earth,green;vast;round;fertile;dry;spinning;ancient;blue;damaged;solid
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;small;ancient;modern;handmade;shiny;broken;professional
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,key,small;metal;old;rusty;modern;spare;electronic;locked;golden;lost
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,knife,sharp;old;metal;kitchen;rusty;pocket;wooden-handled;dull;surgical;ceremonial
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,lock,old;secure;broken;metal;electronic;simple;rusty;modern;padlock;door
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;silver;glowing;dark;waxing;waning;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,pen,black;ink;cheap;fancy;broken;metal;plastic;fountain;ballpoint;lost
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;burning;midday;distant;powerful
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Inanimate Objects,sword,sharp;ancient;metal;ceremonial;broken;wooden;shiny;long;magical;knightly
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,cat,black;fluffy;wild;domestic;lazy;playful;stray;old;young;curious
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;old;young;barking;energetic
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;marine;gray;fast;social;captive;young;graceful
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;old;young;intelligent;captive;majestic;endangered
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,hamster,small;furry;playful;caged;brown;fast;tame;young;nocturnal;cute
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;noisy;young;captive;agile;curious;brown
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,mouse,small;gray;fast;wild;timid;caged;nocturnal;young;sneaky;common
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;exotic;large;feathered;captive;beautiful;noisy;royal
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,rabbit,white;fluffy;wild;fast;tame;young;hopping;furry;small;pet
grok-3-mini,think-in-native,1.0,FA # Persian,C1,most frequent,Neutral Animals,shark,dangerous;large;wild;gray;fast;marine;hungry;endangered;solitary;fierce
