Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,HE # Hebrew,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;hard;red;new;other;same;different
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,soldier,good;new;young;old;brave;strong;professional;American;British;Russian
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,teacher,good;new;young;old;local;school;important;great;primary;high
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,writer,good;new;young;old;famous;great;talented;professional;best;local
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,book,new;old;good;big;small;long;short;interesting;important;school
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,bridge,big;long;new;old;stone;wood;metal;famous;important;high
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,drums,loud;big;small;new;old;electric;acoustic;good;bad;broken
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,earth,big;round;flat;new;old;small;good;bad;dry;wet
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,flute,long;silver;new;old;small;big;good;bad;broken;wood
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,key,new;old;small;big;important;gold;silver;broken;spare;house
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,knife,sharp;new;old;small;big;kitchen;good;bad;metal;long
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,lock,new;old;small;big;strong;good;bad;broken;simple;hard
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,moon,big;small;new;full;bright;dark;round;half;silver;yellow
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,pen,new;old;small;big;blue;black;red;good;cheap;expensive
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,sun,big;small;new;old;bright;hot;yellow;good;bad;dangerous
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,sword,long;sharp;new;old;small;big;metal;good;bad;broken
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,cat,small;big;black;white;new;old;good;bad;stray;wild
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,dog,big;small;black;white;new;old;good;bad;stray;wild
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,dolphin,big;small;new;old;good;bad;wild;gray;playful;intelligent
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,elephant,big;gray;new;old;good;bad;wild;African;Asian;small
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,hamster,small;new;young;old;good;bad;brown;white;pet;cute
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,monkey,small;big;new;old;good;bad;wild;brown;black;funny
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,mouse,small;new;young;old;good;bad;gray;white;wild;pet
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,peacock,beautiful;big;new;old;good;bad;wild;blue;green;colorful
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,rabbit,small;new;young;old;good;bad;white;brown;wild;pet
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,shark,big;dangerous;new;old;good;bad;wild;gray;white;small
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,snake,long;thin;new;old;good;bad;wild;green;brown;dangerous
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,whale,big;new;old;good;bad;wild;blue;gray;small;long
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,city,big;new;old;important;capital;small;modern;ancient;beautiful;industrial
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,desert,big;hot;dry;new;old;sandy;small;rocky;empty;beautiful
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,forest,big;green;new;old;dark;deep;small;dense;beautiful;wild
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,island,big;small;new;old;tropical;desert;beautiful;green;remote;volcanic
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,lake,big;small;new;old;deep;blue;clear;fresh;salt;beautiful
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,mountain,big;high;new;old;snow;green;small;rocky;beautiful;dangerous
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,ocean,big;deep;blue;new;old;salt;cold;warm;small;pacific
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,plain,big;green;new;old;flat;small;empty;beautiful;fertile;grassy
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,plateau,high;flat;new;old;big;small;dry;rocky;desert;grassy
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,river,big;long;new;old;small;deep;blue;wide;clear;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,valley,big;green;new;old;small;deep;beautiful;narrow;wide;fertile
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Places,village,small;new;old;quiet;beautiful;peaceful;big;rural;historic;traditional
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,cactus,big;green;new;old;small;spiky;desert;tall;short;prickly
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,eggplant,big;purple;new;old;small;long;round;fresh;cooked;raw
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,flower,beautiful;new;red;white;yellow;small;big;fresh;wild;garden
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,grass,green;long;short;new;old;wet;dry;soft;hard;fresh
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,lettuce,green;new;old;fresh;good;bad;big;small;long;short
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,mushroom,big;small;new;old;good;bad;wild;fresh;cooked;raw
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,onion,white;yellow;red;new;old;small;big;fresh;cooked;raw
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,pepper,red;green;black;new;old;small;big;hot;sweet;fresh
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,potato,big;new;old;small;white;red;yellow;good;cooked;raw
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,rose,red;white;pink;new;old;beautiful;small;big;fresh;long
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,tomato,red;green;new;old;small;big;fresh;cooked;raw;good
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Plants,tree,big;new;old;small;tall;short;green;dry;dead;strong
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,ally,good;new;old;strong;important;political;military;best;loyal;powerful
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,brother,big;small;new;old;young;good;bad;best;older;younger
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,enemy,big;strong;new;old;bad;political;personal;best;dangerous;common
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,father,good;new;old;young;best;real;step;adoptive;loving;strong
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,follower,new;old;young;loyal;good;bad;many;few;blind;strong
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,friend,good;new;old;young;best;real;close;true;great;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,leader,good;new;old;strong;important;political;great;young;bad;powerful
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,mother,good;new;old;young;best;real;step;adoptive;loving;strong
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,partner,new;old;good;bad;business;life;important;political;strong;equal
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,rival,new;old;big;strong;good;bad;important;political;business;personal
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,sister,big;small;new;old;young;good;bad;best;older;younger
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,stranger,new;old;young;good;bad;strange;dangerous;friendly;tall;short
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,above,far;high;new;old;good;bad;low;near;level;direct
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,back,new;old;good;bad;small;big;strong;weak;far;near
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,below,far;low;new;old;good;bad;high;near;level;direct
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,east,far;new;old;good;bad;north;south;west;near;middle
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,front,new;old;good;bad;small;big;far;near;important;best
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,inside,new;old;good;bad;small;big;safe;warm;cold;dark
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,left,new;old;good;bad;far;near;right;strong;weak;direct
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,north,far;new;old;good;bad;south;east;west;cold;near
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,outside,new;old;good;bad;small;big;safe;warm;cold;dangerous
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,right,new;old;good;bad;far;near;left;strong;weak;direct
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,south,far;new;old;good;bad;north;east;west;warm;near
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,west,far;new;old;good;bad;north;south;east;near;middle
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,century,new;old;big;small;long;short;20th;21st;important;past
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,day,new;old;good;bad;big;small;long;short;sunny;rainy
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,evening,new;old;good;bad;long;short;nice;cool;dark;special
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,hour,new;old;good;bad;long;short;late;early;full;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,minute,new;old;good;bad;long;short;late;early;full;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,month,new;old;good;bad;long;short;January;February;March;April
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,morning,new;old;good;bad;long;short;early;late;bright;dark
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,night,new;old;good;bad;long;short;dark;light;late;early
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,season,new;old;good;bad;long;short;summer;winter;spring;fall
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,second,new;old;good;bad;long;short;late;early;full;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,week,new;old;good;bad;long;short;last;next;full;busy
gemini-2.0-flash,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,year,new;old;good;bad;long;short;last;next;full;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,anger,big;strong;real;bad;hot;cold;silent;sudden;slow;inner
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,courage,real;true;big;small;quiet;loud;moral;physical;strong;new
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,fear,big;real;strong;silent;sudden;irrational;deep;common;primal;initial
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,freedom,real;true;basic;new;political;economic;personal;national;religious;limited
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,happiness,true;real;simple;big;new;pure;lasting;great;shared;inner
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,hate,strong;real;big;bad;deep;irrational;blind;pure;silent;cold
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,honesty,true;real;big;small;brutal;complete;partial;basic;simple;rare
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,justice,true;real;social;criminal;economic;equal;fair;blind;international;restorative
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,knowledge,big;deep;wide;basic;new;old;academic;practical;common;scientific
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,love,true;real;big;strong;deep;new;first;pure;unconditional;romantic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,peace,true;real;big;new;lasting;fragile;inner;world;uneasy;negotiated
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,wisdom,true;real;great;old;inner;common;collective;ancient;practical;spiritual
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,bell,big;small;old;new;church;school;door;loud;silent;golden
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,candle,big;small;wax;white;colorful;new;old;burning;tall;short
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,carpet,big;small;new;old;red;blue;oriental;persian;thick;thin
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,coin,gold;silver;old;new;small;big;rare;common;valuable;fake
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,crown,gold;silver;royal;new;old;big;small;heavy;ceremonial;important
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,flag,big;small;new;old;national;red;white;blue;colorful;waving
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,mask,big;small;new;old;white;black;colorful;scary;protective;theatrical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,necklace,gold;silver;long;short;new;old;beautiful;simple;beaded;delicate
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,painting,big;small;new;old;beautiful;colorful;famous;original;abstract;realistic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,ring,gold;silver;big;small;new;old;diamond;wedding;simple;beautiful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,statue,big;small;new;old;bronze;stone;marble;famous;tall;short
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,vase,big;small;new;old;glass;ceramic;flower;beautiful;simple;colorful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,cloud,big;small;white;dark;grey;rain;storm;puffy;high;low
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;major;minor;recent;past;devastating;unexpected
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,fog,thick;thin;heavy;light;dense;white;grey;morning;evening;sea
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;dangerous;strong;powerful;close;distant;forked;sheet;ball
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,rain,big;small;heavy;light;hard;soft;cold;warm;acid;constant
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,rainbow,big;small;bright;colorful;beautiful;double;faint;complete;partial;perfect
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,snow,big;small;heavy;light;white;deep;fresh;falling;wet;dry
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,storm,big;strong;bad;heavy;violent;electrical;rain;wind;severe;passing
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,thunder,loud;strong;distant;close;rolling;booming;sudden;deep;echoing;frightening
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,tide,high;low;big;small;strong;weak;spring;neap;incoming;outgoing
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,volcano,big;small;active;dormant;extinct;dangerous;erupting;volcanic;hot;new
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,wind,big;strong;cold;warm;light;heavy;north;south;east;west
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,apple,red;green;big;small;sweet;sour;fresh;juicy;crisp;ripe
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,banana,yellow;green;big;small;sweet;ripe;unripe;fresh;soft;hard
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,beef,raw;cooked;big;small;tender;tough;lean;ground;roasted;grilled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,bread,white;brown;wheat;big;small;fresh;stale;soft;hard;toasted
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,broccoli,green;fresh;raw;cooked;steamed;big;small;organic;frozen;healthy
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,cheese,white;yellow;hard;soft;strong;mild;cheddar;swiss;fresh;old
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,chicken,raw;cooked;fried;grilled;roasted;big;small;whole;boneless;skinless
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,egg,white;brown;big;small;raw;cooked;boiled;fried;scrambled;poached
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,fish,fresh;salt;big;small;cooked;raw;fried;grilled;white;oily
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,pasta,white;wheat;long;short;big;small;cooked;dry;fresh;filled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,rice,white;brown;big;small;cooked;raw;long;short;boiled;fried
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,soup,hot;cold;chicken;vegetable;tomato;big;small;creamy;thick;thin
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,artist,good;bad;famous;young;old;talented;local;modern;abstract;skilled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,athlete,good;bad;young;old;professional;amateur;strong;fast;skilled;famous
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,chef,good;bad;famous;young;old;head;executive;skilled;talented;experienced
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,doctor,good;bad;young;old;family;general;specialist;skilled;caring;experienced
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,engineer,good;bad;young;old;civil;mechanical;electrical;skilled;experienced;professional
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,farmer,good;bad;young;old;local;small;big;family;organic;traditional
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,lawyer,good;bad;young;old;criminal;civil;corporate;skilled;experienced;professional
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,musician,good;bad;young;old;famous;talented;skilled;professional;local;classical
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,scientist,good;bad;young;old;famous;skilled;talented;experienced;leading;research
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,soldier,good;bad;young;old;brave;strong;skilled;experienced;professional;regular
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,teacher,good;bad;young;old;experienced;skilled;dedicated;patient;strict;new
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,writer,good;bad;young;old;famous;talented;skilled;experienced;professional;new
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,book,big;small;new;old;good;bad;interesting;boring;long;short
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,bridge,big;small;new;old;long;short;strong;weak;concrete;wooden
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,drums,big;small;new;old;loud;soft;electronic;acoustic;snare;bass
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,earth,big;small;round;flat;new;old;green;blue;dry;wet
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,flute,big;small;new;old;silver;gold;wooden;loud;soft;sweet
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,key,big;small;new;old;gold;silver;metal;house;car;master
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,knife,big;small;new;old;sharp;dull;kitchen;pocket;hunting;butter
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,lock,big;small;new;old;strong;weak;metal;door;bike;combination
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,moon,big;small;new;old;full;half;bright;dark;round;crescent
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,pen,big;small;new;old;black;blue;red;ballpoint;felt;fountain
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,sun,big;small;new;old;hot;bright;yellow;warm;rising;setting
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,sword,big;small;new;old;sharp;long;short;steel;iron;double-edged
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,cat,big;small;black;white;grey;young;old;fat;thin;cute
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,dog,big;small;black;white;brown;young;old;friendly;loyal;playful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,dolphin,big;small;grey;intelligent;playful;young;old;wild;captive;trained
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,elephant,big;grey;african;indian;young;old;wild;captive;strong;gentle
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,hamster,small;brown;white;young;old;cute;fluffy;pet;fast;active
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,monkey,big;small;brown;black;young;old;wild;captive;playful;intelligent
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,mouse,small;grey;white;young;old;wild;domestic;fast;quiet;sneaky
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,peacock,big;colorful;beautiful;young;old;proud;fancy;male;indian;wild
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,rabbit,big;small;white;brown;young;old;wild;domestic;fluffy;cute
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,shark,big;small;grey;white;dangerous;predatory;young;old;wild;marine
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,snake,big;small;long;short;green;brown;dangerous;venomous;young;old
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,whale,big;blue;grey;humpback;orca;young;old;marine;endangered;migratory
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,city,big;small;new;old;modern;ancient;capital;coastal;industrial;crowded
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,desert,big;small;hot;cold;sandy;rocky;dry;arid;empty;vast
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,forest,big;small;new;old;green;dense;dark;deep;wild;national
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,island,big;small;tropical;deserted;volcanic;caribbean;greek;pacific;populated;rocky
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,lake,big;small;deep;shallow;blue;clear;fresh;salt;frozen;scenic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,mountain,big;small;high;low;green;rocky;snow;old;new;active
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,ocean,big;small;deep;blue;cold;warm;salty;pacific;atlantic;arctic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,plain,big;small;flat;open;grassy;empty;vast;fertile;agricultural;coastal
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,plateau,big;small;high;flat;dry;rocky;arid;vast;remote;isolated
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,river,big;small;long;short;deep;shallow;fast;slow;wide;narrow
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,valley,big;small;green;deep;wide;narrow;fertile;hidden;scenic;peaceful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Places,village,big;small;new;old;rural;quiet;peaceful;traditional;charming;remote
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,cactus,big;small;green;spiky;desert;tall;short;flowering;prickly;thorny
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,eggplant,big;small;purple;white;fresh;cooked;grilled;fried;roasted;stuffed
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,flower,big;small;red;white;yellow;beautiful;fragrant;fresh;blooming;colorful
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,grass,big;small;green;long;short;dry;wet;fresh;artificial;lawn
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,lettuce,green;red;fresh;crisp;loose-leaf;romaine;iceberg;big;small;organic
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,mushroom,big;small;white;brown;fresh;wild;cultivated;edible;poisonous;grilled
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,onion,big;small;white;yellow;red;fresh;cooked;raw;sweet;strong
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,pepper,big;small;red;green;yellow;black;hot;sweet;spicy;bell
gemini-2.0-flash,basic,1.0,HE # Hebrew,C1,most frequent,Plants,potato,big;small;white;red;yellow;fresh;cooked;baked;fried;mashed
