Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,anger,big;hot;bad;strong;hard;much;real;true;other;new
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Human Roles,musician,good;bad;big;small;new;old;famous;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Human Roles,scientist,good;bad;big;small;new;old;famous;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Human Roles,soldier,good;bad;big;small;new;old;famous;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Human Roles,teacher,good;bad;big;small;new;old;famous;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Human Roles,writer,good;bad;big;small;new;old;famous;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,book,big;small;new;old;good;bad;important;interesting;different;long
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,bridge,big;small;new;old;long;short;important;different;beautiful;safe
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,drums,big;small;new;old;loud;quiet;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,earth,big;small;new;old;round;important;different;good;bad;flat
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,flute,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,key,big;small;new;old;important;different;good;bad;silver;gold
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,knife,big;small;new;old;sharp;important;different;good;bad;dangerous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,lock,big;small;new;old;important;different;good;bad;safe;strong
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,moon,big;small;new;old;round;important;different;full;bright;dark
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,pen,big;small;new;old;important;different;good;bad;cheap;expensive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,sun,big;small;new;old;round;important;different;bright;hot;good
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,sword,big;small;new;old;sharp;important;different;good;bad;dangerous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,cat,big;small;new;old;black;white;good;bad;cute;fat
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,dog,big;small;new;old;black;white;good;bad;cute;friendly
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,dolphin,big;small;new;old;black;white;good;smart;friendly;beautiful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,elephant,big;small;new;old;grey;good;bad;strong;important;different
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,hamster,big;small;new;old;brown;white;good;bad;cute
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,monkey,big;small;new;old;brown;black;good;bad;cute;smart
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,mouse,big;small;new;old;grey;white;good;bad;cute
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,peacock,big;small;new;old;beautiful;colourful;good;important;different;nice
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,rabbit,big;small;new;old;white;brown;good;bad;cute
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,shark,big;small;new;old;grey;white;good;bad;dangerous;scary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,snake,big;small;new;old;green;brown;good;bad;dangerous;scary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Neutral Animals,whale,big;small;new;old;grey;white;good;bad;important;different
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,city,big;small;new;old;important;different;good;bad;beautiful;modern
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,desert,big;small;new;old;hot;dry;important;different;beautiful;empty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,forest,big;small;new;old;green;important;different;beautiful;dark;scary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,island,big;small;new;old;important;different;beautiful;tropical;green;nice
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,lake,big;small;new;old;important;different;beautiful;deep;blue;clear
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,mountain,big;small;new;old;important;different;beautiful;high;dangerous;rocky
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,ocean,big;small;new;old;important;different;beautiful;deep;blue;dangerous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,plain,big;small;new;old;important;different;beautiful;flat;green;empty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,plateau,big;small;new;old;important;different;beautiful;high;flat;dry
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,river,big;small;new;old;important;different;beautiful;long;deep;clear
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,valley,big;small;new;old;important;different;beautiful;green;deep;narrow
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Places,village,big;small;new;old;important;different;beautiful;quiet;friendly;nice
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,cactus,big;small;new;old;green;important;different;beautiful;prickly;desert
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,eggplant,big;small;new;old;purple;good;bad;fresh;cheap;expensive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,flower,big;small;new;old;red;white;yellow;beautiful;good;nice
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,grass,big;small;new;old;green;good;bad;wet;dry;long
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,lettuce,big;small;new;old;green;good;bad;fresh;cheap;expensive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,mushroom,big;small;new;old;white;brown;good;bad;poisonous;delicious
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,onion,big;small;new;old;white;brown;good;bad;cheap;expensive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,pepper,big;small;new;old;red;green;black;good;bad;spicy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,potato,big;small;new;old;brown;white;good;bad;cheap;expensive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,rose,big;small;new;old;red;white;yellow;beautiful;good;nice
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,tomato,big;small;new;old;red;good;bad;fresh;cheap;expensive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Plants,tree,big;small;new;old;green;tall;short;important;different;strong
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,ally,good;bad;big;small;new;old;important;different;strong;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,brother,good;bad;big;small;new;old;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,enemy,good;bad;big;small;new;old;important;different;strong;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,father,good;bad;big;small;new;old;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,follower,good;bad;big;small;new;old;important;different;strong;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,friend,good;bad;big;small;new;old;important;different;true;best
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,leader,good;bad;big;small;new;old;important;different;strong;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,mother,good;bad;big;small;new;old;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,partner,good;bad;big;small;new;old;important;different;strong;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,rival,good;bad;big;small;new;old;important;different;strong;weak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,sister,good;bad;big;small;new;old;important;different;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Social Relationships,stranger,good;bad;big;small;new;old;important;different;scary;friendly
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,above,far;near;high;low;important;different;good;bad;new;old
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,back,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,below,far;near;high;low;important;different;good;bad;new;old
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,east,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,front,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,inside,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,left,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,north,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,outside,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,right,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,south,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Spatial Concepts,west,far;near;big;small;new;old;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,century,big;small;new;old;important;different;good;bad;long;short
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,day,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,evening,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,hour,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,minute,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,month,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,morning,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,night,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,season,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,second,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,week,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B2,most frequent,Time Concepts,year,big;small;new;old;long;short;important;different;good;bad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,anger,great;bad;sudden;intense;real;silent;deep;cold;righteous;blind
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,courage,great;real;true;moral;blind;physical;quiet;inner;displayed;unwavering
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,fear,great;big;real;true;sudden;irrational;common;deep;paralysing;primal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,freedom,great;true;real;personal;political;economic;basic;limited;relative;guaranteed
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,happiness,great;real;true;simple;pure;infectious;shared;relative;fleeting;inner
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,hate,great;true;real;blind;pure;deep;abiding;strong;intense;irrational
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,honesty,great;true;real;simple;complete;brutal;painful;refreshing;questionable;basic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,justice,true;great;real;social;fair;equal;blind;rough;delayed;ultimate
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,knowledge,great;true;real;deep;broad;practical;working;limited;acquired;useful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,love,great;true;real;deep;first;pure;unconditional;brotherly;maternal;passionate
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,peace,great;true;real;lasting;inner;world;fragile;negotiated;uneasy;relative
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Abstract Concepts,wisdom,great;true;real;deep;ancient;acquired;practical;common;simple;inner
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,bell,big;small;golden;silver;church;warning;school;loud;clear;broken
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,candle,small;big;wax;white;red;scented;burning;dripping;tall;stubby
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,carpet,red;Persian;oriental;thick;thin;woven;patterned;old;new;dirty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,coin,gold;silver;old;new;rare;valuable;fake;lucky;round;shiny
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;silver;heavy;metal;ceremonial;simple;ornate;historical
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,flag,national;red;white;blue;waving;flown;tattered;simple;colourful;historical
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,mask,white;black;painted;simple;scary;surgical;protective;theatrical;traditional;plastic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;simple;long;short;broken;beaded;ornate
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,painting,old;new;abstract;simple;landscape;portrait;colourful;famous;original;framed
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,ring,gold;silver;wedding;diamond;simple;metal;broken;signet;valuable;antique
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,statue,bronze;marble;stone;tall;old;new;religious;historical;simple;imposing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,vase,glass;ceramic;tall;short;simple;broken;antique;flower;decorative;valuable
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,cloud,white;grey;dark;rain;black;stormy;fluffy;low;high;passing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;devastating;recent;unexpected;violent;shallow;deep
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,fog,thick;dense;heavy;pea-soup;white;grey;rolling;morning;coastal;lingering
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;fork;sheet;distant;close;dangerous;summer;powerful;unexpected
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,rain,heavy;light;hard;soft;cold;warm;acid;persistent;gentle;torrential
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,rainbow,bright;colourful;double;faint;arched;full;partial;summer;fleeting;beautiful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,snow,white;heavy;light;falling;fresh;deep;wet;dry;soft;powdery
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,storm,big;strong;bad;electrical;snow;rain;wind;approaching;passing;brewing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rolling;distant;close;sudden;echoing;booming;threatening;continuous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,tide,high;low;spring;neap;incoming;outgoing;strong;weak;rising;falling
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;big;small;erupting;smoking;nearby;distant;dangerous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,wind,strong;light;cold;warm;gusty;easterly;westerly;northerly;southerly;gentle
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,apple,red;green;sweet;sour;ripe;juicy;crunchy;fresh;rotten;sliced
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;soft;mushy;fresh;sliced;organic;imported
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,beef,raw;cooked;ground;roast;sliced;tender;tough;lean;prime;aged
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,bread,white;brown;wholemeal;fresh;stale;sliced;toasted;buttered;crusty;homemade
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,broccoli,green;fresh;cooked;steamed;raw;chopped;frozen;organic;tender;florets
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,cheese,hard;soft;cheddar;parmesan;blue;smelly;grated;melted;sliced;strong
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,chicken,fried;roast;boiled;grilled;cooked;raw;sliced;diced;organic;boneless
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,egg,white;brown;boiled;fried;scrambled;raw;fresh;hard-boiled;soft-boiled;cracked
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,fish,fresh;salt;fried;grilled;cooked;raw;canned;smoked;frozen;bony
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,pasta,long;short;dry;fresh;cooked;boiled;Italian;durum;wholewheat;stuffed
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,rice,white;brown;cooked;boiled;fried;steamed;long-grain;short-grain;sticky;basmati
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Food Items,soup,hot;cold;chicken;vegetable;tomato;thick;thin;creamy;homemade;canned
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,artist,famous;good;great;young;old;talented;local;struggling;working;contemporary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,athlete,young;great;good;fast;strong;Olympic;professional;amateur;injured;local
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,chef,famous;head;sous;good;experienced;talented;local;professional;Michelin-starred;celebrity
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,doctor,good;young;old;local;specialist;general;experienced;qualified;caring;busy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,engineer,civil;mechanical;electrical;software;experienced;young;old;qualified;chartered;project
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,farmer,local;young;old;small;big;organic;dairy;arable;struggling;hardworking
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,lawyer,good;young;old;experienced;local;corporate;family;criminal;qualified;successful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,musician,young;old;talented;local;famous;professional;amateur;struggling;experienced;session
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,scientist,young;old;famous;experienced;leading;local;research;qualified;respected;brilliant
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,soldier,young;old;brave;experienced;injured;serving;decorated;ordinary;conscripted;loyal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,teacher,young;old;good;experienced;local;dedicated;qualified;trainee;supply;enthusiastic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Human Roles,writer,young;old;good;famous;local;published;struggling;aspiring;experienced;freelance
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,book,old;new;good;interesting;long;short;hardback;paperback;fiction;nonfiction
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,bridge,old;new;long;short;wooden;stone;steel;suspension;narrow;busy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,drums,loud;big;small;snare;bass;acoustic;electronic;new;old;broken
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,earth,round;flat;blue;green;dry;wet;barren;fertile;spinning;warming
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,flute,silver;wooden;new;old;broken;simple;professional;concert;piccolo;baroque
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,key,metal;small;big;spare;lost;found;important;front-door;car;office
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,knife,sharp;blunt;kitchen;carving;pocket;folding;butter;bread;steak;old
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,lock,strong;weak;new;old;broken;front-door;combination;simple;secure;rusty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,moon,full;new;bright;dark;silver;crescent;half;gibbous;waning;waxing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,pen,blue;black;red;ballpoint;fountain;new;old;broken;expensive;cheap
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;yellow;summer;winter;morning;afternoon;evening;setting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,sword,long;short;sharp;dull;steel;iron;old;new;ceremonial;rusty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,cat,black;white;grey;tabby;small;big;young;old;stray;domestic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,dog,big;small;black;white;brown;young;old;stray;friendly;loyal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,dolphin,grey;playful;intelligent;wild;captive;trained;bottlenose;common;rare;injured
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,elephant,big;grey;African;Asian;wild;captive;old;young;trained;gentle
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,hamster,small;cute;furry;brown;white;pet;golden;dwarf;syrian;energetic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,monkey,small;big;brown;black;wild;captive;playful;mischievous;trained;intelligent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,mouse,small;grey;white;wild;pet;house;field;brown;scared;squeaky
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,peacock,colourful;beautiful;large;male;female;Indian;green;blue;displaying;strutting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,rabbit,small;brown;white;wild;pet;baby;fluffy;long-eared;domestic;european
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,shark,big;dangerous;great-white;hammerhead;small;grey;blue;wild;predatory;feared
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,snake,long;green;poisonous;venomous;wild;captive;small;brown;black;scary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Neutral Animals,whale,big;blue;grey;humpback;wild;captive;endangered;baleen;toothed;migrating
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,city,big;small;old;new;modern;historic;busy;quiet;clean;dirty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,desert,hot;dry;sandy;barren;empty;vast;arid;remote;rocky;silent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,forest,green;dense;dark;old;new;large;small;quiet;peaceful;ancient
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,island,small;big;tropical;deserted;volcanic;remote;inhabited;uninhabited;rocky;sandy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,lake,big;small;deep;shallow;clear;murky;fresh;salt;frozen;peaceful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,mountain,tall;high;snowy;rocky;green;bare;old;young;volcanic;majestic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,ocean,big;deep;blue;vast;salty;cold;warm;stormy;peaceful;endless
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,plain,flat;wide;open;grassy;barren;empty;rolling;treeless;windy;fertile
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,plateau,high;flat;vast;dry;barren;rocky;windswept;remote;elevated;arid
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,river,long;short;wide;narrow;deep;shallow;fast;slow;clean;dirty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,valley,green;wide;narrow;deep;shallow;fertile;remote;peaceful;hidden;beautiful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Places,village,small;quiet;old;new;rural;remote;peaceful;friendly;traditional;charming
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,cactus,green;tall;short;prickly;desert;flowering;thorny;old;young;succulent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C1,most frequent,Plants,eggplant,purple;long;round;fresh;cooked;raw;fried;grilled;roasted;sliced
