Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;magical;bright;fleeting;arched;stunning;vivid
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;thick;falling;pristine
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;howling;intense;brewing
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;distant;deafening;ominous;deep;startling;powerful;echoing
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;calm;powerful;dangerous;rhythmic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,apple,red;green;crisp;sweet;juicy;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;fresh;tropical;spotted;mushy;healthy
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;stale;sliced;whole-grain;fluffy;toasted
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,broccoli,green;fresh;crisp;tender;steamed;raw;healthy;bitter;vibrant;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,egg,fresh;boiled;scrambled;fried;white;brown;soft;hard;raw;organic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;tender;white;bony
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,pasta,al dente;soft;fresh;homemade;creamy;cheesy;spicy;saucy;long;short
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;plain;fragrant;long-grain;short-grain
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;comforting;thick;homemade;brothy
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;dedicated
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,athlete,strong;fast;agile;dedicated;competitive;disciplined;muscular;skilled;determined;endurance
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;busy;renowned;talented;culinary
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;wise
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;technical;brilliant;dedicated;practical;resourceful
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;early-rising;resilient;rural;tough;resourceful
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,lawyer,sharp;persuasive;knowledgeable;aggressive;ethical;experienced;articulate;cunning;dedicated;professional
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;versatile;charismatic;gifted;soulful
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,scientist,curious;brilliant;analytical;innovative;dedicated;meticulous;logical;groundbreaking;observant;experimental
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;fearless;strong;honorable;resilient;trained
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,teacher,patient;inspiring;knowledgeable;dedicated;caring;strict;supportive;wise;enthusiastic;influential
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Human Roles,writer,creative;imaginative;eloquent;prolific;insightful;passionate;thoughtful;reclusive;talented;expressive
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;hardcover;paperback;engaging;boring;classic;worn
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,bridge,old;sturdy;wooden;steel;long;narrow;iconic;suspended;arched;historic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;deep;resonant;beaten;acoustic;electric;traditional
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rotating;rich;diverse;sacred
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,flute,delicate;melodic;wooden;silver;soft;high-pitched;ancient;elegant;haunting;clear
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,key,old;rusty;shiny;small;golden;important;spare;lost;heavy;antique
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;rusty;dangerous;kitchen;pocket;ceremonial
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,lock,secure;rusty;old;heavy;broken;tight;small;brass;digital;antique
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silver;haunting;serene
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,pen,black;blue;fine;cheap;expensive;leaky;smooth;elegant;ballpoint;fountain
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;rising;setting;hot;radiant;blinding;powerful
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ceremonial;rusty;legendary;forged;ornate
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,cat,fluffy;sleek;curious;lazy;playful;independent;soft;sneaky;affectionate;aloof
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;smart;gentle;eager
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;acrobatic;charming
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,elephant,massive;gentle;wise;gray;powerful;majestic;slow;intelligent;protective;wrinkled
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;shy;small;cuddly;curious;nocturnal;chubby
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;loud;energetic;wild;cheeky
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,mouse,small;tiny;quiet;sneaky;gray;quick;timid;cute;scurrying;delicate
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;hopping;small;white;gentle;alert
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;gray;massive;stealthy
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,snake,slithery;venomous;long;scaly;silent;dangerous;coiled;sleek;deadly;camouflaged
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Neutral Animals,whale,massive;gentle;majestic;blue;enormous;powerful;graceful;deep-diving;singing;migratory
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,city,bustling;crowded;modern;historic;noisy;vibrant;sprawling;urban;busy;cosmopolitan
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,desert,vast;arid;hot;sandy;barren;dry;endless;harsh;quiet;desolate
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,island,tropical;remote;small;beautiful;isolated;sandy;volcanic;lush;uninhabited;exotic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,mountain,tall;rugged;snowy;steep;majestic;rocky;towering;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;salty
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;wide;remote;rugged;scenic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,river,winding;wide;deep;fast;slow;clear;muddy;long;powerful;serene
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;peaceful;charming;tight-knit
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;ripe;tender;versatile
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;soft;vibrant;tiny;elegant
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,grass,green;lush;soft;tall;short;wet;dry;thick;fresh;dewy
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;light;healthy;raw;crunchy;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,mushroom,earthy;soft;white;brown;edible;wild;small;meaty;delicate;poisonous
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,pepper,spicy;hot;red;green;sweet;mild;fresh;roasted;crunchy;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,potato,brown;starchy;firm;soft;baked;mashed;fresh;hearty;versatile;earthy
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;elegant;blooming;romantic;classic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;tangy;round;firm;soft;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Plants,tree,tall;old;sturdy;green;leafy;ancient;bare;thick;majestic;sprawling
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;strong;valuable
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;cunning;relentless;powerful;sneaky;hated;formidable;deceptive
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;hardworking;gentle;proud
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,follower,loyal;dedicated;eager;obedient;supportive;enthusiastic;trusting;devoted;admiring;committed
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trustworthy;caring;reliable;honest;lifelong
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,leader,strong;confident;inspiring;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;supportive;gentle;strong;wise;protective;selfless
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;compatible;loyal;understanding;committed
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,rival,competitive;challenging;fierce;tough;bitter;determined;strong;persistent;formidable;aggressive
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;loyal;sweet;bossy
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Social Relationships,stranger,unknown;mysterious;distant;unfamiliar;suspicious;quiet;odd;random;passing;curious
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;soaring;prominent
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;last;remote;trailing;secondary;supportive
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;bottom;underground;lesser;hidden;deeper
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;cultural;ancient;exotic;far;sunny;historic
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,front,forward;leading;foremost;primary;initial;visible;prominent;main;first;central
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;core
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,left,western;remaining;liberal;odd;stray;abandoned;sideways;awkward;unused;secondary
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,north,cold;polar;upper;distant;rugged;harsh;remote;chilly;northern;wild
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,outside,external;outer;exposed;public;open;distant;foreign;peripheral;surface;visible
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,right,correct;proper;eastern;conservative;just;immediate;direct;moral;fitting;accurate
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;exotic;distant;vibrant;coastal
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Spatial Concepts,west,western;distant;frontier;modern;progressive;wild;setting;cultural;open;expansive
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;long;defining
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,day,long;short;busy;lazy;sunny;rainy;quiet;hectic;special;ordinary
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,evening,quiet;cool;late;dark;peaceful;relaxing;romantic;calm;twilight;pleasant
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;critical;fleeting;precious;rushed
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,minute,quick;brief;fleeting;short;last;crucial;exact;passing;precise;hurried
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,month,long;short;busy;quiet;cold;warm;rainy;dry;special;current
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,morning,early;bright;fresh;cool;quiet;busy;sunny;foggy;crisp;peaceful
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;sleepless;eerie;calm;mysterious
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,season,warm;cold;wet;dry;festive;changing;favorite;harsh;mild;transitional
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,second,quick;brief;fleeting;instant;short;critical;precise;passing;split;momentary
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;stressful;productive;slow;eventful
grok-3,english-monolingual,0.0,UR # Urdu,B2,most frequent,Time Concepts,year,long;short;busy;memorable;tough;successful;challenging;new;past;significant
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;righteous
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;steadfast;valiant;resolute;unwavering;admirable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;constant;hidden;primal;chilling;gripping;haunting
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;precious;liberating;true;personal;boundless;democratic;enduring
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,happiness,pure;genuine;radiant;infectious;lasting;simple;profound;unexpected;blissful;heartfelt
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,hate,intense;bitter;venomous;deep-rooted;blind;consuming;relentless;toxic;unspoken;destructive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;complete;sincere;raw;admirable;rare;consistent;undeniable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,justice,fair;impartial;swift;deserved;blind;true;moral;restorative;hard-fought;equitable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;enduring;genuine;fierce;devoted
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,peace,lasting;inner;serene;fragile;hard-earned;quiet;universal;calming;harmonious;elusive
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Abstract Concepts,wisdom,timeless;profound;practical;hard-earned;ancient;insightful;deep;quiet;invaluable;guiding
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;haunting;cheerful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,candle,flickering;warm;scented;tall;melted;decorative;soft;glowing;romantic;dim
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,carpet,plush;soft;worn;colorful;thick;patterned;luxurious;old;stained;woven
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;valuable;small;tarnished;commemorative;foreign;worn;collectible
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,crown,golden;jeweled;heavy;regal;ancient;ceremonial;ornate;symbolic;majestic;royal
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;symbolic;historic;bold;official;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;painted;hidden;creepy;elaborate;traditional;theatrical
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;silver;expensive;heirloom;simple;dangling;ornate;personalized
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,painting,beautiful;abstract;classic;vibrant;detailed;famous;modern;expressive;haunting;colorful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,ring,gold;diamond;simple;engraved;antique;wedding;shiny;elegant;precious;ornate
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,statue,marble;towering;ancient;detailed;majestic;weathered;bronze;iconic;commemorative;imposing
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Cultural Artifacts,vase,fragile;ceramic;tall;ornate;antique;floral;elegant;cracked;decorative;slender
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;floating;gray;stormy;soft
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;terrifying;destructive;massive;unexpected;violent;catastrophic;seismic
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;heavy;obscuring;silent;creeping;gray
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;dangerous;electric;striking;vivid;blinding;fierce
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;cold;refreshing;torrential;light;drizzling;warm;relentless
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;magical;bright;fleeting;arched;stunning;vivid
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;thick;falling;pristine
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,storm,violent;raging;powerful;dark;fierce;sudden;destructive;thunderous;wild;intense
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;startling;ominous;distant;powerful;echoing;menacing
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;rhythmic;dangerous
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,apple,red;green;crisp;sweet;juicy;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,banana,yellow;ripe;soft;sweet;curved;bruised;fresh;tropical;mushy;peeled
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,beef,tender;juicy;grilled;rare;lean;savory;marbled;cooked;fresh;seasoned
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,bread,fresh;crusty;soft;warm;stale;sliced;homemade;white;wholegrain;toasted
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,broccoli,green;fresh;steamed;tender;crisp;healthy;raw;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,cheese,sharp;creamy;melted;aged;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;fried;spicy;boneless;cooked;savory;marinated
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,egg,boiled;fried;scrambled;fresh;white;brown;cracked;raw;soft;hard-boiled
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,fish,fresh;grilled;raw;flaky;smoked;oily;white;frozen;cooked;salty
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;spicy;saucy;soft;boiled;flavorful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;cooked;plain;seasoned;aromatic;long-grain
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Food Items,soup,hot;creamy;hearty;savory;clear;thick;homemade;spicy;comforting;brothy
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;famous;struggling;inspired
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;powerful;agile;determined;fit
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;famous;meticulous;talented;busy;culinary
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;wise
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;rural;tough;resourceful;traditional;diligent
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;cunning;professional;articulate
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,musician,talented;passionate;creative;skilled;famous;dedicated;expressive;gifted;versatile;inspired
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;knowledgeable;pioneering;focused;experimental
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;heroic;strong;fearless;committed;resilient
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;approachable
grok-3,english-monolingual,0.0,UR # Urdu,C1,most frequent,Human Roles,writer,creative;talented;prolific;insightful;imaginative;passionate;eloquent;dedicated;thoughtful;expressive
