Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;real;new;much;same;other;different
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,farmer,big;small;new;old;good;bad;young;local;poor
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,lawyer,big;small;new;old;famous;good;bad;young;experienced
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,musician,big;small;new;old;famous;good;bad;young;talented
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,scientist,big;small;new;old;famous;good;bad;young;important;experienced
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,soldier,big;small;new;old;young;strong;brave;good;bad
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,teacher,big;small;new;old;good;bad;young;experienced;important
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Human Roles,writer,big;small;new;old;famous;good;bad;young;talented
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,book,big;small;new;old;red;blue;good;bad;long;short
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,bridge,big;small;new;old;long;short;high;low;strong;weak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,drums,big;small;new;old;loud;soft;metal;wooden;African;modern
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,earth,big;small;new;old;round;flat;green;blue;dry;wet
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,flute,big;small;new;old;long;short;wooden;metal;silver;golden
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,key,big;small;new;old;gold;silver;metal;important;spare;lost
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,knife,big;small;new;old;sharp;blunt;metal;wooden;kitchen;pocket
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,lock,big;small;new;old;metal;strong;weak;important;safe;broken
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,moon,big;small;new;old;full;half;bright;dark;round;yellow
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,pen,big;small;new;old;red;blue;black;cheap;expensive;plastic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,sun,big;small;new;old;bright;hot;yellow;strong;far;near
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Inanimate Objects,sword,big;small;new;old;sharp;blunt;metal;long;short;heavy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,cat,big;small;new;old;black;white;grey;young;fat
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,dog,big;small;new;old;black;white;brown;young;friendly
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,dolphin,big;small;new;old;grey;young;fast;smart;playful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,elephant,big;small;new;old;grey;young;strong;heavy;African
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,hamster,big;small;new;old;brown;white;young;cute;furry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,monkey,big;small;new;old;brown;black;young;funny;smart
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,mouse,big;small;new;old;grey;white;young;fast;quiet
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,peacock,big;small;new;old;colorful;beautiful;young;proud;exotic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,rabbit,big;small;new;old;white;brown;young;fast;cute
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,shark,big;small;new;old;grey;white;young;dangerous;fast;strong
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,snake,big;small;new;old;green;brown;long;short;dangerous;poisonous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Neutral Animals,whale,big;small;new;old;grey;blue;young;strong;heavy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,city,big;small;new;old;modern;ancient;important;beautiful;dirty;clean
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,desert,big;small;new;old;hot;dry;sandy;empty;beautiful;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,forest,big;small;new;old;green;dark;dense;beautiful;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,island,big;small;new;old;green;beautiful;tropical;remote;populated;deserted
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,lake,big;small;new;old;blue;deep;shallow;beautiful;clean;dirty
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,mountain,big;small;new;old;high;low;green;rocky;beautiful;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,ocean,big;small;new;old;blue;deep;salty;beautiful;dangerous;wide
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,plain,big;small;new;old;green;flat;wide;empty;beautiful;boring
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,plateau,big;small;new;old;high;flat;wide;empty;beautiful;rocky
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,river,big;small;new;old;blue;long;short;deep;shallow;fast
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,valley,big;small;new;old;green;deep;wide;narrow;beautiful;peaceful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Places,village,big;small;new;old;quiet;peaceful;beautiful;poor;rich
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,cactus,big;small;new;old;green;tall;short;prickly;desert;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,eggplant,big;small;new;old;purple;long;short;fresh;cooked;raw
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,flower,big;small;new;old;red;blue;yellow;beautiful;fragrant;colorful
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,grass,big;small;new;old;green;long;short;wet;dry;soft
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,lettuce,big;small;new;old;green;fresh;crisp;soft;healthy;cheap
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,mushroom,big;small;new;old;white;brown;fresh;cooked;poisonous;edible
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,onion,big;small;new;old;white;yellow;strong;fresh;cooked;raw
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,pepper,big;small;new;old;red;green;hot;sweet;fresh;cooked
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,potato,big;small;new;old;brown;white;fresh;cooked;fried;boiled
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,rose,big;small;new;old;red;white;pink;beautiful;fragrant;thorny
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,tomato,big;small;new;old;red;green;fresh;cooked;raw;juicy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Plants,tree,big;small;new;old;green;tall;short;strong;weak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,ally,big;small;new;old;good;bad;strong;weak;important;loyal
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,brother,big;small;new;old;young;good;bad;strong;weak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,enemy,big;small;new;old;good;bad;strong;weak;important;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,father,big;small;new;old;young;good;bad;strong;weak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,follower,big;small;new;old;good;bad;strong;weak;important;loyal
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,friend,big;small;new;old;good;bad;strong;weak;important;loyal
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,leader,big;small;new;old;good;bad;strong;weak;important;popular
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,mother,big;small;new;old;young;good;bad;strong;weak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,partner,big;small;new;old;good;bad;strong;weak;important;business
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,rival,big;small;new;old;good;bad;strong;weak;important;dangerous
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,sister,big;small;new;old;young;good;bad;strong;weak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Social Relationships,stranger,big;small;new;old;good;bad;young;dangerous;friendly
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,above,high;far;near;new;old;important;clear;dark;light;right
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,back,big;small;new;old;good;bad;strong;weak;important;far
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,below,low;far;near;new;old;important;clear;dark;light;right
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,east,far;near;new;old;important;clear;dark;light;right;left
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,front,big;small;new;old;good;bad;strong;weak;important;far
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,inside,big;small;new;old;good;bad;strong;weak;important;dark
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,left,big;small;new;old;good;bad;strong;weak;important;right
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,north,far;near;new;old;important;clear;dark;light;right;cold
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,outside,big;small;new;old;good;bad;strong;weak;important;far
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,right,big;small;new;old;good;bad;strong;weak;important;left
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,south,far;near;new;old;important;clear;dark;light;right;hot
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Spatial Concepts,west,far;near;new;old;important;clear;dark;light;right;left
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,century,big;small;new;old;long;short;important;past;present;future
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,day,big;small;new;old;long;short;good;bad;sunny;cloudy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,evening,big;small;new;old;long;short;good;bad;dark;light
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,hour,big;small;new;old;long;short;good;bad;important;late
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,minute,big;small;new;old;long;short;good;bad;important;late
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,month,big;small;new;old;long;short;good;bad;important;last
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,morning,big;small;new;old;long;short;good;bad;early;late
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,night,big;small;new;old;long;short;good;bad;dark;light
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,season,big;small;new;old;long;short;good;bad;hot;cold
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,second,big;small;new;old;long;short;good;bad;important;late
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,week,big;small;new;old;long;short;good;bad;important;last
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,B2,most frequent,Time Concepts,year,big;small;new;old;long;short;good;bad;important;last
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,anger,great;bad;hot;real;deep;sudden;blind;cold;silent;slow
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,courage,great;real;true;strong;moral;inner;quiet;blind;false;little
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,fear,great;real;true;strong;deep;sudden;blind;cold;little;dark
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,freedom,great;real;true;strong;political;economic;personal;little;new;basic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,happiness,great;real;true;strong;deep;sudden;simple;pure;little;new
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,hate,great;real;true;strong;deep;sudden;blind;cold;little;new
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,honesty,great;real;true;strong;simple;pure;little;new;open;complete
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,justice,great;real;true;strong;social;economic;criminal;little;new;fair
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,knowledge,great;real;true;strong;deep;practical;little;new;open;complete
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,love,great;real;true;strong;deep;sudden;simple;pure;little;new
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,peace,great;real;true;strong;deep;lasting;little;new;open;fragile
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Abstract Concepts,wisdom,great;real;true;strong;deep;practical;little;new;old;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,bell,big;small;loud;clear;church;school;old;new;broken;golden
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,candle,big;small;white;red;tall;short;old;new;burning;wax
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,carpet,big;small;red;blue;old;new;soft;thick;thin;Persian
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,coin,big;small;gold;silver;old;new;rare;valuable;fake;lucky
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,crown,big;small;gold;silver;royal;old;new;valuable;beautiful;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,flag,big;small;red;blue;national;old;new;white;green;black
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,mask,big;small;red;black;white;old;new;scary;funny;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,necklace,big;small;gold;silver;long;short;old;new;beautiful;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,painting,big;small;red;blue;old;new;beautiful;famous;abstract;simple
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,ring,big;small;gold;silver;old;new;beautiful;simple;wedding;diamond
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,statue,big;small;gold;silver;old;new;beautiful;famous;bronze;stone
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Cultural Artifacts,vase,big;small;red;blue;old;new;beautiful;simple;glass;ceramic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,cloud,big;small;white;grey;dark;black;rain;storm;fluffy;low
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;sudden;unexpected;devastating;major;minor;recent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,fog,thick;thin;white;grey;dense;heavy;light;morning;sea;ground
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;dangerous;powerful;forked;sheet;distant;close;summer;winter
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,rain,heavy;light;hard;soft;cold;warm;acid;constant;gentle;sudden
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;beautiful;double;faint;full;partial;high;low;clear
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,snow,heavy;light;soft;white;fresh;deep;falling;melting;wet;dry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,storm,big;strong;heavy;bad;rain;wind;thunder;lightning;winter;summer
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,thunder,loud;deep;strong;distant;close;rolling;crashing;sudden;summer;winter
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,tide,high;low;strong;weak;spring;neap;incoming;outgoing;daily;monthly
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,volcano,big;small;active;dormant;extinct;dangerous;volcanic;hot;ash;lava
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Environmental Phenomena,wind,strong;weak;cold;warm;hot;light;gentle;north;south;east
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,apple,red;green;big;small;sweet;sour;fresh;ripe;rotten;juicy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,banana,yellow;green;ripe;sweet;soft;long;short;fresh;rotten;small
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,beef,raw;cooked;fresh;frozen;tender;tough;lean;ground;roast;steak
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,bread,white;brown;whole;fresh;stale;hard;soft;sliced;toasted;buttered
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,broccoli,green;fresh;cooked;steamed;raw;frozen;organic;healthy;small;big
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,cheese,hard;soft;white;yellow;old;new;strong;mild;cheddar;swiss
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,chicken,raw;cooked;fried;roasted;grilled;fresh;frozen;whole;boneless;skinless
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,egg,raw;cooked;fried;boiled;scrambled;fresh;old;white;brown;small
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,fish,fresh;salt;raw;cooked;fried;grilled;frozen;small;big;whole
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,pasta,cooked;dry;long;short;white;wheat;fresh;frozen;small;big
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,rice,white;brown;cooked;dry;long;short;fresh;small;big;sticky
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;chicken;tomato;creamy;homemade;canned
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,artist,good;bad;famous;young;old;talented;local;unknown;modern;abstract
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,athlete,good;bad;young;old;professional;amateur;strong;fast;injured;healthy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,chef,good;bad;famous;young;old;talented;local;head;sous;pastry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,doctor,good;bad;young;old;famous;local;head;family;general;specialist
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,engineer,good;bad;young;old;civil;mechanical;electrical;chemical;software;structural
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,farmer,good;bad;young;old;local;small;big;organic;family;dairy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,lawyer,good;bad;young;old;famous;local;criminal;civil;corporate;family
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,musician,good;bad;young;old;famous;local;talented;professional;amateur;classical
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,scientist,good;bad;young;old;famous;local;research;leading;senior;junior
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,soldier,good;bad;young;old;brave;strong;injured;dead;active;retired
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,teacher,good;bad;young;old;experienced;new;local;head;primary;secondary
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Human Roles,writer,good;bad;young;old;famous;local;talented;professional;amateur;freelance
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,book,good;bad;old;new;long;short;interesting;boring;hard;easy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,bridge,big;small;long;short;old;new;strong;weak;wooden;steel
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,drums,big;small;loud;soft;old;new;broken;electronic;acoustic;snare
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,earth,big;small;round;flat;old;new;green;blue;dry;wet
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,flute,long;short;silver;gold;wooden;old;new;loud;soft;broken
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,key,big;small;old;new;metal;gold;silver;spare;lost;broken
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,knife,big;small;sharp;dull;old;new;kitchen;pocket;hunting;butter
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,lock,big;small;old;new;strong;weak;broken;key;combination;padlock
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,moon,big;small;full;new;bright;dark;crescent;half;blue;harvest
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,pen,big;small;old;new;black;blue;red;ballpoint;fountain;felt
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,sun,big;small;hot;bright;warm;cold;rising;setting;morning;afternoon
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Inanimate Objects,sword,big;small;long;short;old;new;sharp;dull;metal;steel
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,cat,big;small;black;white;old;young;fat;thin;stray;domestic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,dog,big;small;black;white;old;young;fat;thin;stray;domestic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,dolphin,big;small;grey;pink;wild;trained;young;old;playful;intelligent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,elephant,big;small;grey;african;indian;young;old;wild;trained;strong
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,hamster,small;brown;white;young;old;pet;cute;furry;active;sleepy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,monkey,big;small;brown;black;young;old;wild;trained;playful;intelligent
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,mouse,small;grey;white;young;old;wild;pet;cute;furry;fast
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,peacock,big;small;colorful;beautiful;young;old;wild;trained;male;female
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,rabbit,big;small;white;brown;young;old;wild;pet;cute;furry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,shark,big;small;grey;white;dangerous;wild;young;old;great;hammerhead
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,snake,big;small;long;short;green;brown;dangerous;poisonous;wild;pet
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Neutral Animals,whale,big;small;grey;blue;humpback;killer;young;old;wild;baleen
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,city,big;small;old;new;modern;ancient;capital;industrial;coastal;busy
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,desert,big;small;hot;dry;sandy;rocky;barren;empty;vast;arid
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,forest,big;small;old;new;green;dense;dark;thick;tropical;temperate
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,island,big;small;tropical;deserted;volcanic;inhabited;remote;beautiful;green;rocky
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,lake,big;small;deep;shallow;fresh;salt;clear;blue;green;frozen
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,mountain,big;small;high;low;old;new;green;rocky;snow;volcanic
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,ocean,big;deep;blue;cold;warm;salty;vast;pacific;atlantic;indian
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,plain,big;small;flat;open;green;grassy;empty;vast;fertile;dry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,plateau,big;small;high;flat;dry;rocky;barren;empty;vast;elevated
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,river,big;small;long;short;deep;shallow;wide;narrow;fast;slow
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,valley,big;small;deep;shallow;green;wide;narrow;fertile;dry;mountain
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Places,village,big;small;old;new;quiet;peaceful;rural;remote;traditional;modern
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,C1,most frequent,Plants,cactus,big;small;green;tall;short;prickly;desert;thorny;flowering;old
