Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,strong;deep;fierce;sudden;wild;hot;bitter;quiet;obvious;burning
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,flute,soft;clear;bright;small;pure;neat;old;fine;gentle;real
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,key,small;thin;bright;clear;old;new;pure;strong;fine;simple
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,knife,sharp;bright;thin;strong;clear;small;neat;fine;good;hard
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,lock,strong;old;clear;neat;small;new;fine;tight;true;firm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,moon,bright;clear;old;pale;round;deep;soft;light;pure;calm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,pen,small;neat;clear;bright;firm;soft;new;strong;pure;fine
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,sun,bright;hot;strong;clear;big;pure;deep;warm;bold;high
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Inanimate Objects,sword,sharp;strong;clear;bold;fine;old;true;bright;heavy;long
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,cat,small;soft;quick;bright;clean;neat;calm;kind;cute;agile
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,dog,loyal;brave;kind;quick;strong;friendly;neat;true;calm;smart
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,dolphin,friendly;smart;quick;kind;bright;strong;pure;neat;happy;true
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,elephant,big;strong;old;kind;deep;calm;wise;tall;heavy;true
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,hamster,small;quick;soft;neat;kind;cute;bright;friendly;calm;pure
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,monkey,quick;smart;kind;playful;true;neat;bold;bright;lively;fun
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,mouse,small;quick;soft;neat;kind;shy;true;calm;light;pure
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,peacock,colorful;bright;pretty;bold;neat;rich;clear;strong;fine;royal
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,rabbit,small;soft;quick;kind;neat;cute;bright;calm;true;light
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,shark,strong;fierce;deep;wild;fast;sharp;dark;real;brave;hard
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,snake,slim;long;quick;dark;fierce;wild;clear;sharp;deep;smooth
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Neutral Animals,whale,big;deep;strong;old;calm;slow;clear;pure;vast;heavy
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,city,big;busy;old;new;clear;strong;rich;deep;lively;open
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,desert,hot;dry;vast;old;clear;deep;bare;wide;empty;pure
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,forest,tall;green;deep;old;calm;rich;bright;clear;wild;quiet
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,island,small;green;calm;clear;old;rich;warm;bright;pure;safe
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,lake,calm;deep;clear;old;big;pure;still;cold;bright;serene
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,mountain,high;big;strong;deep;old;tall;clear;rich;wild;steep
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,ocean,big;deep;strong;wild;blue;clear;vast;cold;rich;pure
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,plain,wide;flat;open;clear;deep;simple;pure;calm;free;soft
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,plateau,high;flat;wide;deep;old;clear;open;rich;large;vast
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,river,long;deep;clear;strong;wild;calm;broad;pure;fast;bright
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,valley,deep;green;wide;calm;rich;clear;low;open;quiet;old
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Places,village,small;quiet;old;neat;clear;true;kind;warm;rich;calm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,cactus,green;small;sharp;dry;old;rich;neat;strong;clear;spiky
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,eggplant,purple;fresh;small;rich;soft;firm;neat;bright;deep;tasty
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,flower,small;bright;fresh;pure;clear;soft;neat;deep;sweet;true
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,grass,green;fresh;soft;small;neat;pure;deep;short;clear;rich
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,lettuce,green;fresh;crisp;soft;small;neat;pure;light;clear;raw
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,mushroom,small;brown;fresh;soft;neat;rich;clear;wild;pure;good
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,onion,red;fresh;strong;raw;small;bold;neat;rich;deep;pure
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,pepper,red;hot;small;fresh;bold;neat;pure;deep;strong;wild
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,potato,brown;old;small;rich;soft;firm;neat;fresh;clear;good
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,rose,red;bright;fresh;soft;pure;deep;neat;sweet;true;lovely
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,tomato,red;fresh;soft;small;rich;pure;bright;neat;good;ripe
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Plants,tree,big;tall;old;green;strong;deep;rich;clear;pure;wide
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,ally,true;strong;kind;brave;firm;clear;good;loyal;neat;bold
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,brother,kind;strong;true;warm;good;deep;close;firm;brave;rich
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,enemy,bad;strong;dark;fierce;bitter;wild;deep;cruel;hard;cold
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,father,strong;kind;true;old;deep;good;brave;wise;firm;proud
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,follower,loyal;true;kind;close;neat;good;strong;faithful;bold;calm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,friend,kind;true;good;close;warm;neat;brave;deep;loyal;smart
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,leader,strong;true;kind;brave;smart;bold;clear;firm;noble;good
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,mother,kind;true;warm;strong;good;deep;brave;dear;close;calm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,partner,true;kind;strong;close;warm;good;neat;brave;clear;real
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,rival,strong;fierce;true;bold;keen;sharp;deep;hard;quick;wild
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,sister,kind;true;warm;brave;close;good;neat;deep;smart;dear
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Social Relationships,stranger,new;unknown;cold;distant;odd;clear;stark;deep;bold;quiet
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,above,high;upper;clear;bright;true;rich;deep;wide;pure;strong
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,back,strong;firm;clear;deep;true;neat;hard;close;safe;good
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,below,low;deep;dark;clear;cold;true;close;pure;neat;solid
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,east,true;clear;bright;warm;rich;strong;deep;neat;pure;old
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,front,clear;strong;true;neat;bright;close;deep;bold;good;high
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,inside,deep;clear;warm;quiet;true;soft;close;neat;calm;pure
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,left,clear;true;neat;strong;deep;bold;smart;kind;old;good
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,north,cold;clear;strong;true;deep;white;bright;dark;pure;wide
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,outside,open;clear;bright;warm;true;strong;wild;deep;fresh;neat
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,right,true;clear;strong;neat;deep;smart;good;close;bold;fair
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,south,warm;clear;bright;strong;deep;true;rich;neat;open;good
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Spatial Concepts,west,cool;clear;bright;strong;deep;true;rich;neat;open;wide
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,century,old;long;clear;deep;strong;true;rich;bright;neat;lasting
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,day,bright;clear;long;warm;good;true;calm;neat;fresh;early
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,evening,cool;calm;deep;clear;dark;soft;warm;true;neat;quiet
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,hour,short;long;clear;deep;true;good;neat;quick;calm;fast
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,minute,short;small;quick;clear;deep;true;neat;fast;good;calm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,month,long;new;old;clear;deep;true;neat;good;bright;warm
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,morning,bright;clear;fresh;early;calm;good;true;neat;warm;new
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,night,dark;deep;cool;still;quiet;clear;true;calm;soft;long
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,season,cold;warm;clear;deep;good;true;rich;bright;fresh;mild
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,second,short;quick;clear;deep;true;neat;fast;good;small;brief
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,week,long;short;clear;deep;true;neat;good;bright;fresh;full
o3-mini,basic,1.0,FA # Persian,B2,most frequent,Time Concepts,year,long;old;clear;deep;true;neat;good;rich;bright;full
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;fierce;uncontrolled;burning;seething;explosive;palpable;justified
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,courage,bold;brave;strong;moral;quiet;enduring;steadfast;inspiring;genuine;resolute
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,fear,raw;intense;deep;irrational;sudden;gripping;overwhelming;pervasive;instinctive;chilling
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,freedom,absolute;true;complete;basic;personal;hard-earned;undeniable;cherished;valuable;unlimited
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,happiness,pure;intense;immense;lasting;genuine;bright;joyful;sunny;profound;contagious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,hate,deep;intense;dark;strong;burning;bitter;irrational;endless;blind;cruel
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,honesty,absolute;pure;simple;genuine;complete;sincere;unwavering;frank;open;heartfelt
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,justice,fair;impartial;equal;measured;balanced;necessary;consistent;robust;enduring;timely
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,knowledge,deep;broad;extensive;valuable;practical;reliable;essential;up-to-date;profound;accurate
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,love,deep;true;passionate;genuine;pure;unconditional;lasting;tender;warm;vibrant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,peace,lasting;true;beautiful;serene;respectful;gentle;calm;global;ideal;harmonious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Abstract Concepts,wisdom,deep;profound;ancient;timeless;practical;true;essential;rare;valuable;subtle
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodious;heavy;small;aged;bright;classic;ornamental
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,candle,small;flickering;bright;scented;delicate;ancient;warm;glowing;soft;fragile
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,carpet,soft;colorful;woven;elegant;thick;patterned;oriental;plush;antique;durable
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,coin,small;shiny;ancient;rare;old;valuable;bronze;silver;gold;minted
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;ornate;prestigious;ancient;grand;delicate;symbolic;illustrious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,flag,red;blue;striped;national;bright;bold;fluttering;symbolic;proud;vibrant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,mask,spooky;ornate;white;mysterious;colorful;classic;lifelike;ritual;decorative;hidden
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,necklace,golden;delicate;ornate;bejeweled;elegant;classic;charming;long;fine;stylish
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,painting,colorful;vivid;beautiful;classic;abstract;detailed;inspiring;realistic;modern;expressive
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,ring,golden;silver;intricate;small;shiny;precious;classic;elegant;round;timeless
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,statue,grand;ancient;stone;marble;elegant;imposing;detailed;realistic;historic;noble
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Cultural Artifacts,vase,delicate;elegant;ancient;ceramic;small;colorful;ornamental;classic;fragile;artistic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;heavy;stormy;light;thin;soft;high;vast
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,earthquake,strong;violent;massive;sudden;devastating;powerful;rare;severe;unexpected;local
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,fog,thick;heavy;dense;eerie;cold;low;mysterious;chilling;murky;lingering
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;fierce;deadly;electric;vivid;fiery;fast;shocking
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,rain,heavy;soft;steady;warm;intense;light;refreshing;driving;persistent;sudden
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;vivid;beautiful;rare;full;glowing;arching;enchanting;splendid
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,snow,soft;white;heavy;deep;fresh;cold;powdery;bright;gentle;silent
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,storm,fierce;violent;heavy;sudden;intense;raging;dark;turbulent;wild;powerful
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,thunder,loud;deep;booming;rolling;fierce;powerful;sudden;distant;overwhelming;resonant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;predictable;constant;powerful;rhythmic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,volcano,active;dangerous;explosive;dormant;massive;fiery;ancient;rumbling;towering;smoldering
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Environmental Phenomena,wind,strong;cold;gentle;fierce;brisk;wild;variable;refreshing;steady;howling
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,apple,red;ripe;fresh;juicy;sweet;crisp;green;tasty;round;delicious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,banana,ripe;yellow;fresh;sweet;soft;long;curved;tropical;delicious;fragrant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,beef,tender;fresh;lean;juicy;flavorful;savory;hearty;succulent;moist;rich
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;tasty;homemade;fluffy;golden;aromatic;rustic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,broccoli,green;fresh;crisp;healthy;tender;raw;steamed;firm;nutritious;vibrant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,cheese,aged;sharp;creamy;mild;soft;fresh;rich;flavorful;delicious;tangy
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,chicken,tender;fresh;juicy;lean;crispy;succulent;flavorful;roasted;grilled;delicious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,egg,fresh;raw;boiled;scrambled;large;small;white;brown;organic;cracked
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,fish,fresh;oily;tasty;flaky;raw;cooked;flavorful;lean;wild;delicious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,pasta,al dente;fresh;cooked;soft;warm;golden;tasty;simple;hearty;classic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,rice,white;steamed;fluffy;hot;soft;long;aromatic;plain;cooked;nutritious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Food Items,soup,warm;hot;hearty;flavorful;delicious;thick;steamy;savory;fresh;nutritious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,artist,creative;talented;innovative;passionate;dedicated;skilled;expressive;visionary;original;inspiring
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,athlete,strong;fast;agile;competitive;fit;determined;skilled;active;robust;energetic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,chef,creative;skilled;talented;passionate;innovative;diligent;experienced;friendly;precise;dedicated
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,doctor,experienced;kind;reliable;skilled;caring;knowledgeable;dedicated;professional;thoughtful;diligent
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,engineer,skilled;innovative;knowledgeable;technical;practical;precise;creative;experienced;logical;dedicated
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,farmer,hardworking;reliable;diligent;patient;skilled;strong;humble;traditional;resourceful;dedicated
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,lawyer,experienced;sharp;knowledgeable;articulate;ethical;wise;resourceful;diligent;persuasive;skilled
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,musician,talented;creative;skilled;passionate;innovative;expressive;rhythmic;dedicated;versatile;inspiring
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,scientist,innovative;curious;knowledgeable;dedicated;logical;skilled;experimental;rigorous;brilliant;analytical
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,soldier,brave;disciplined;loyal;strong;dedicated;courageous;resilient;skilled;honorable;determined
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,teacher,dedicated;patient;knowledgeable;kind;experienced;friendly;creative;supportive;passionate;inspiring
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Human Roles,writer,creative;talented;articulate;insightful;prolific;imaginative;thoughtful;skilled;dedicated;expressive
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,book,old;thick;interesting;classic;engaging;informative;popular;detailed;timeless;well-known
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,bridge,long;sturdy;old;modern;famous;wooden;stone;elegant;architectural;strong
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;booming;vibrant;resonant;dynamic;energetic;powerful;heavy;traditional
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,earth,blue;round;fertile;ancient;diverse;vibrant;living;rich;vast;dynamic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,flute,wooden;silver;delicate;melodious;soft;elegant;refined;enchanting;clear;smooth
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,key,small;old;metal;rusty;shiny;unique;heavy;tiny;classic;ornate
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,knife,sharp;sturdy;small;clean;precise;reliable;balanced;polished;firm;durable
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,lock,sturdy;secure;old;rusty;complex;heavy;reliable;decorative;intricate;modern
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,moon,bright;full;pale;silent;enchanting;distant;mysterious;round;glowing;clear
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,pen,blue;sleek;small;reliable;smooth;elegant;classic;fine;practical;new
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,sun,bright;warm;golden;shining;powerful;intense;radiant;huge;glowing;constant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Inanimate Objects,sword,sharp;long;shining;ancient;brilliant;deadly;balanced;elegant;sturdy;noble
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,cat,small;agile;playful;curious;furry;smart;graceful;quiet;nimble;lovely
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,dog,loyal;friendly;playful;faithful;brave;active;kind;alert;happy;protective
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,dolphin,smart;agile;playful;friendly;fast;graceful;social;sleek;curious;intelligent
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,elephant,large;strong;gentle;ancient;huge;majestic;grey;massive;kind;wise
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,hamster,small;cute;furry;active;tiny;lively;playful;curious;gentle;charming
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,monkey,playful;agile;smart;curious;lively;mischievous;social;quick;clever;active
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,mouse,small;timid;quick;little;silent;furry;agile;delicate;cautious;tiny
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,peacock,colorful;vibrant;majestic;splendid;striking;beautiful;ornate;royal;fancy;resplendent
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,rabbit,soft;quick;cute;furry;small;gentle;lively;timid;delicate;agile
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,shark,fierce;deadly;massive;swift;strong;dangerous;sleek;powerful;agile;relentless
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,snake,slippery;venomous;silent;swift;sleek;dangerous;long;cunning;flexible;mysterious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Neutral Animals,whale,huge;gentle;massive;majestic;enormous;ancient;slow;graceful;deep;powerful
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,city,large;modern;busy;vibrant;historic;sprawling;dynamic;diverse;urban;lively
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,desert,hot;vast;dry;barren;sandy;empty;harsh;remote;endless;scorching
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,forest,dense;green;dark;old;quiet;wild;deep;lush;mysterious;natural
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,island,small;tropical;remote;sunny;peaceful;beautiful;isolated;verdant;tiny;charming
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,lake,clear;still;deep;calm;blue;beautiful;large;reflective;quiet;serene
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,mountain,high;steep;rocky;tall;majestic;rugged;ancient;snowy;distant;grand
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;salty;rough;calm;mysterious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,plain,wide;flat;open;vast;simple;quiet;rolling;fertile;expansive;calm
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,plateau,high;flat;rocky;vast;elevated;barren;remote;rugged;ancient;silent
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,river,flowing;deep;long;winding;clear;rapid;wide;peaceful;powerful;fresh
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,valley,lush;green;deep;quiet;narrow;fertile;scenic;peaceful;rolling;hidden
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Places,village,small;quiet;old;charming;rural;peaceful;friendly;simple;tight-knit;rustic
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,cactus,green;prickly;spiny;desert;hardy;tall;rugged;sturdy;small;unique
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,eggplant,purple;fresh;ripe;soft;large;glossy;shiny;edible;smooth;tender
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,flower,beautiful;fresh;fragrant;colorful;delicate;vibrant;pure;blooming;lovely;soft
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,grass,green;fresh;soft;thick;lush;short;wild;healthy;abundant;vibrant
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,lettuce,crisp;fresh;green;leafy;tender;rich;vibrant;healthy;soft;flavorful
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,mushroom,small;fresh;wild;edible;brown;juicy;firm;soft;earthy;delicate
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,onion,strong;pungent;fresh;raw;red;white;sharp;ripe;layered;healthy
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,pepper,spicy;hot;red;fresh;green;sweet;vibrant;sharp;zesty;colorful
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,potato,starchy;fresh;large;small;round;firm;earthy;soft;golden;brown
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,rose,red;fragrant;delicate;beautiful;soft;blooming;fresh;lovely;pure;charming
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,tomato,red;ripe;fresh;juicy;soft;sweet;round;bright;vibrant;delicious
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Plants,tree,tall;old;green;sturdy;large;leafy;majestic;strong;ancient;broad
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,ally,loyal;trusted;reliable;supportive;brave;helpful;honest;sincere;committed;steadfast
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,brother,loving;caring;supportive;close;kind;protective;trustworthy;reliable;friendly;warm
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,enemy,fierce;strong;dangerous;relentless;cruel;bitter;hostile;ruthless;cunning;formidable
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,father,caring;wise;loving;strong;supportive;kind;reliable;gentle;respected;patient
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,follower,loyal;eager;devoted;supportive;attentive;committed;sincere;active;reliable;humble
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,friend,kind;loyal;caring;true;supportive;honest;warm;friendly;reliable;close
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,leader,strong;brave;wise;inspiring;decisive;skilled;fair;respected;bold;innovative
o3-mini,basic,1.0,FA # Persian,C1,most frequent,Social Relationships,mother,loving;caring;kind;gentle;supportive;warm;nurturing;patient;reliable;smart
