Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,PT # Portuguese,B1,most frequent,Abstract Concepts,anger,strong;hot;deep;wild;quick;bad;hard;fierce;sudden;red
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Human Roles,soldier,brave;strong;good;firm;real;neat;bold;smart;true;hard
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Human Roles,teacher,kind;smart;good;clear;neat;brave;real;true;strong;nice
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Human Roles,writer,creative;smart;neat;good;kind;bold;clear;true;simple;real
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,book,interesting;real;old;neat;clear;good;deep;simple;plain;long
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,bridge,long;strong;old;real;clear;neat;firm;wide;high;safe
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,drums,loud;strong;deep;real;clear;neat;fast;quick;bold;heavy
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,earth,real;big;deep;blue;round;old;firm;pure;neat;strong
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,flute,clear;soft;bright;neat;small;real;pure;old;fine;gentle
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,key,small;old;real;neat;bright;clear;fine;simple;hard;good
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,knife,sharp;real;neat;strong;bright;clear;fine;old;hard;safe
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,lock,strong;real;neat;good;old;clear;fine;safe;tight;firm
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,moon,bright;clear;full;round;old;soft;real;deep;pure;calm
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,pen,small;blue;black;red;neat;bright;real;smooth;good;thin
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,sun,bright;hot;clear;big;strong;real;deep;warm;old;high
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Inanimate Objects,sword,sharp;bright;strong;real;old;clear;fine;long;pure;deadly
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,cat,small;cute;soft;neat;quick;kind;real;brave;clear;sly
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,dog,loyal;kind;brave;neat;quick;soft;good;real;small;strong
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,dolphin,smart;kind;quick;strong;neat;brave;true;real;nice;warm
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,elephant,big;strong;old;kind;real;neat;clear;wise;bold;calm
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,hamster,small;cute;soft;quick;neat;kind;real;happy;brave;light
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,monkey,smart;quick;kind;real;neat;brave;fun;clear;lively;wild
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,mouse,small;quick;neat;soft;real;kind;brave;light;clear;pure
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,peacock,beautiful;bright;colorful;neat;real;kind;bold;clear;fine;strong
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,rabbit,small;neat;soft;kind;quick;brave;real;light;clear;cute
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,shark,big;strong;fierce;real;fast;clear;dark;deep;wild;rough
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,snake,long;slim;dark;sly;real;clear;smooth;soft;quick;dangerous
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Neutral Animals,whale,big;huge;strong;deep;real;clear;calm;slow;old;gentle
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,city,big;large;busy;real;clear;neat;old;bright;strong;modern
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,desert,dry;hot;vast;real;clear;neat;old;wide;sparse;harsh
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,forest,green;deep;dark;real;quiet;clear;old;wild;neat;calm
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,island,small;big;quiet;real;neat;clear;old;green;warm;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,lake,deep;clear;big;real;calm;neat;cool;pure;dark;still
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,mountain,high;big;steep;deep;old;real;clear;strong;solid;tall
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,ocean,deep;blue;big;strong;real;clear;calm;wild;vast;pure
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,plain,large;real;neat;clear;open;flat;big;simple;wide;plain
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,plateau,high;flat;big;real;clear;neat;old;vast;open;wide
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,river,long;deep;clear;fast;real;neat;strong;broad;cool;wild
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,valley,deep;green;wide;real;neat;calm;clear;old;soft;open
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Places,village,small;quiet;neat;real;old;clear;kind;warm;calm;close
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,cactus,green;spiky;small;real;neat;dry;sharp;thick;old;wild
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,eggplant,purple;fresh;neat;real;small;soft;good;firm;rich;bright
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,flower,bright;fresh;real;neat;small;pure;soft;clear;sweet;fine
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,grass,green;small;neat;soft;real;pure;fresh;clear;fine;light
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,lettuce,green;fresh;neat;small;soft;real;pure;clear;crisp;good
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,mushroom,small;brown;neat;soft;real;fresh;pure;clear;good;old
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,onion,small;strong;neat;fresh;clear;raw;deep;sharp;real;pure
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,pepper,red;hot;neat;small;real;fresh;clear;strong;bold;pure
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,potato,brown;small;neat;soft;real;fresh;clear;good;firm;old
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,rose,red;bright;neat;pure;soft;real;fresh;sweet;small;gentle
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,tomato,red;fresh;neat;small;pure;real;soft;bright;good;ripe
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Plants,tree,tall;green;old;real;strong;neat;deep;wide;clear;pure
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,ally,true;kind;strong;real;firm;good;loyal;brave;neat;dear
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,brother,close;true;kind;strong;real;dear;neat;good;loyal;brave
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,enemy,bad;strong;real;harsh;cruel;bitter;dark;deep;fierce;mean
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,father,old;kind;strong;real;dear;close;firm;brave;neat;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,follower,small;true;good;kind;real;neat;brave;simple;pure;loyal
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,friend,kind;true;good;close;real;neat;brave;warm;loyal;dear
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,leader,strong;true;good;brave;kind;neat;clear;real;firm;bold
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,mother,kind;strong;true;dear;real;good;neat;warm;close;brave
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,partner,true;kind;good;close;real;neat;brave;clear;strong;dear
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,rival,strong;fierce;real;close;brave;bold;clear;tough;harsh;keen
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,sister,close;dear;kind;true;real;neat;brave;warm;good;loyal
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Social Relationships,stranger,unknown;new;real;small;neat;cold;clear;plain;calm;odd
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,above,high;upper;distant;clear;open;vast;bright;true;neat;far
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,back,strong;broad;high;clear;deep;firm;real;neat;soft;steady
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,below,low;deep;clear;real;neat;hidden;old;calm;soft;dark
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,east,eastern;bright;clear;real;neat;old;warm;true;good;high
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,front,clear;open;bright;strong;neat;real;safe;good;firm;high
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,inside,inner;clear;deep;neat;safe;warm;real;small;quiet;good
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,left,left;real;clear;neat;true;good;strong;simple;pure;constant
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,north,northern;cold;clear;deep;real;neat;high;open;strong;old
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,outside,outer;clear;broad;real;neat;open;strong;fresh;fine;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,right,right;clear;true;neat;real;good;strong;pure;firm;correct
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,south,southern;warm;clear;deep;real;neat;open;bright;strong;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Spatial Concepts,west,western;clear;cool;deep;real;neat;strong;open;bright;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,century,old;long;vast;real;clear;neat;strong;good;deep;historic
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,day,bright;clear;long;good;real;warm;neat;happy;fine;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,evening,cool;soft;clear;calm;deep;neat;real;warm;good;small
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,hour,short;long;neat;clear;real;good;fine;small;pure;fast
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,minute,small;short;real;neat;clear;quick;good;pure;fine;tiny
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,month,short;long;neat;real;clear;good;warm;proper;bright;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,morning,fresh;early;bright;clear;neat;calm;real;good;warm;new
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,night,dark;quiet;clear;deep;real;neat;calm;cold;long;soft
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,season,warm;cool;clear;deep;real;neat;good;fine;soft;true
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,second,short;quick;clear;neat;real;good;small;fast;true;light
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,week,long;short;neat;clear;real;good;warm;fine;small;bright
o3-mini,basic,1.0,PT # Portuguese,B2,most frequent,Time Concepts,year,long;old;clear;deep;real;neat;good;bright;strong;true
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,anger,intense;fierce;strong;deep;abrupt;burning;palpable;overwhelming;seething;destructive
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,courage,bold;brave;noble;steadfast;resolute;daring;valiant;determined;inspiring;unwavering
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;crippling;intense;sudden;deep;dark;persistent;haunting;irrational
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,freedom,absolute;essential;vital;complete;pure;unrestricted;boundless;liberating;flexible;cherished
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,happiness,joyful;constant;radiant;deep;genuine;bright;infectious;pure;sustained;blissful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,hate,bitter;deep;intense;irrational;explosive;burning;overwhelming;active;enduring;spiteful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,honesty,pure;sincere;blunt;profound;complete;unwavering;fair;open;genuine;simple
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,justice,fair;impartial;necessary;balanced;swift;strict;universal;enduring;rightful;equitable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;essential;broad;fundamental;useful;acquired;timeless;reliable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,love,deep;true;pure;passionate;unconditional;gentle;tender;warm;lasting;sincere
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,peace,lasting;serene;calm;complete;fragile;gentle;widespread;deep;quiet;hopeful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;deep;timeless;insightful;valuable;gentle;practical;enduring;thoughtful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,bell,loud;clear;metallic;resonant;ancient;small;heavy;golden;ornamental;tinkling
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,candle,small;bright;flickering;scented;gentle;warm;melting;decorative;weak;soft
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;decorative;woven;patterned;plush;warm;durable;elegant
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,coin,small;round;shiny;old;rare;metallic;collectible;ancient;valuable;engraved
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,crown,royal;golden;ornate;heavy;jeweled;magnificent;regal;ancient;symbolic;illustrious
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,flag,bright;colorful;national;small;iconic;fluttering;bold;prominent;symbolic;striped
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,mask,colorful;expressive;mysterious;ancient;decorative;protective;eerie;detailed;festive;symbolic
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,necklace,elegant;sparkling;delicate;ornate;long;valuable;fashionable;precious;charming;intricate
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,painting,colorful;vivid;classic;realistic;abstract;detailed;expressive;modern;textured;unique
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,ring,shiny;golden;simple;delicate;ornate;round;sparkling;antique;elegant;precious
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,statue,tall;ancient;carved;graceful;lifelike;monumental;detailed;polished;impressive;silent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Cultural Artifacts,vase,delicate;ancient;colorful;ceramic;ornamental;elegant;fragile;glassy;rounded;unique
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;high;drifting;soft;scattered;light;heavy;gentle
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,earthquake,strong;violent;sudden;destructive;massive;deep;severe;rare;natural;powerful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,fog,thick;heavy;eerie;dense;low;cold;moist;spreading;mysterious;enveloping
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;clear;shocking;rapid;dangerous;fierce;vivid;striking
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,rain,heavy;soft;steady;brief;cold;warm;gentle;persistent;refreshing;intense
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;vivid;arched;rare;magical;stunning;delicate;radiant;mystical
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,snow,white;cold;soft;heavy;wet;light;deep;fresh;powdery;silent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,storm,violent;fierce;heavy;wild;sudden;dark;turbulent;roaring;chaotic;intense
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rolling;echoing;booming;resonant;sudden;fierce;dramatic;powerful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;receding;regular;predictable;forceful;gentle;urgent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,volcano,active;dangerous;fiery;ancient;towering;eruptive;dormant;rumbling;smoky;volatile
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Environmental Phenomena,wind,strong;cold;gentle;brisk;warm;gusty;howling;steady;soft;fierce
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,apple,red;ripe;crisp;fresh;juicy;sweet;tart;green;small;delicious
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,banana,yellow;ripe;soft;sweet;fresh;curved;edible;tropical;long;tasty
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,beef,fresh;lean;tender;juicy;raw;cooked;savory;hearty;prime;flavorful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,bread,fresh;soft;warm;baked;crusty;light;hearty;tasty;golden;fragrant
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,broccoli,fresh;green;crisp;tender;healthy;steamed;raw;vibrant;crunchy;common
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,cheese,creamy;soft;sharp;aged;mild;fresh;rich;savory;smooth;delicious
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,chicken,tender;juicy;fresh;cooked;roasted;spicy;flavorful;lean;delicious;succulent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,egg,fresh;raw;boiled;cracked;small;large;soft;fragile;white;versatile
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,fish,fresh;tasty;flaky;raw;briny;light;succulent;tender;mild;common
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,pasta,cooked;boiled;fresh;soft;tasty;homemade;dry;simple;classic;versatile
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,rice,white;steamed;fluffy;cooked;plain;hot;sticky;long;small;aromatic
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Food Items,soup,hot;warm;savory;rich;thick;light;hearty;fresh;tasty;delicious
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,artist,creative;talented;passionate;innovative;skilled;thoughtful;original;expressive;imaginative;dedicated
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,athlete,strong;fast;agile;fit;determined;competitive;active;powerful;skilled;resilient
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,chef,creative;skilled;talented;experienced;innovative;passionate;precise;reliable;dedicated;resourceful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,doctor,caring;professional;knowledgeable;skilled;experienced;patient;dedicated;compassionate;reliable;astute
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,engineer,logical;analytical;innovative;skilled;precise;creative;technical;experienced;efficient;methodical
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,farmer,hardworking;diligent;patient;experienced;practical;reliable;resourceful;dedicated;skilled;humble
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,lawyer,knowledgeable;articulate;experienced;professional;logical;ethical;persuasive;skilled;diligent;fair
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,musician,talented;creative;passionate;skilled;rhythmic;expressive;melodic;innovative;dedicated;inspired
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,scientist,brilliant;curious;analytical;methodical;precise;innovative;logical;dedicated;observant;insightful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,soldier,brave;disciplined;strong;loyal;tough;resilient;committed;steadfast;courageous;honorable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,teacher,patient;knowledgeable;inspiring;dedicated;caring;clear;supportive;creative;friendly;experienced
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Human Roles,writer,creative;talented;thoughtful;expressive;original;imaginative;articulate;reflective;engaging;diligent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,book,old;thick;interesting;classic;informative;detailed;dusty;popular;valuable;timeless
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,bridge,strong;long;elegant;sturdy;historic;wide;modern;spacious;arched;impressive
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;vibrant;heavy;tuned;booming;solid;dynamic;deep;resonant
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,earth,blue;fertile;vast;ancient;round;wild;natural;complex;rich;diverse
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,flute,wooden;melodic;slender;soft;sweet;clear;ancient;elegant;delicate;refined
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,key,small;heavy;antique;worn;shiny;old;intricate;metal;simple;crafted
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,knife,sharp;stainless;small;heavy;clean;durable;pointed;reliable;sleek;dangerous
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,lock,heavy;secure;old;intricate;rusted;metal;simple;strong;decorative;reliable
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,moon,bright;full;silver;glowing;distant;serene;pale;mysterious;gentle;shining
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,pen,blue;small;sleek;inked;smooth;reliable;simple;portable;classic;pointed
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,sun,bright;hot;enormous;yellow;blazing;radiant;powerful;daily;mighty;glowing
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Inanimate Objects,sword,sharp;long;shiny;ancient;lethal;gleaming;heavy;polished;elegant;storied
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,cat,agile;furry;playful;curious;graceful;independent;alert;soft;sleek;quiet
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,dog,loyal;friendly;playful;active;alert;loving;brave;gentle;smart;lively
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,dolphin,friendly;intelligent;graceful;agile;playful;swift;curious;sleek;social;lively
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,elephant,large;massive;gentle;mighty;wise;strong;ancient;huge;calm;impressive
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,hamster,small;cute;furry;active;lively;tiny;playful;quick;adorable;gentle
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,monkey,playful;curious;active;smart;agile;lively;mischievous;bright;quick;nimble
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,mouse,small;timid;quick;agile;quiet;furry;delicate;tiny;cautious;nimble
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,peacock,colorful;vibrant;elegant;majestic;bright;regal;stunning;graceful;exotic;striking
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,rabbit,soft;quick;small;furry;timid;gentle;cute;active;agile;fluffy
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,shark,fierce;large;dangerous;swift;silent;deadly;powerful;sleek;agile;mesmerizing
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,snake,slippery;venomous;long;silent;agile;dangerous;scaly;stealthy;cunning;dark
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Neutral Animals,whale,enormous;gentle;massive;deep;slow;ancient;graceful;majestic;powerful;calm
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,city,large;busy;modern;vibrant;historic;diverse;sprawling;lively;crowded;urban
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,desert,vast;hot;dry;barren;sandy;empty;endless;harsh;scorching;silent
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,forest,dense;green;dark;mysterious;lush;quiet;ancient;vast;wild;serene
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,island,small;remote;tropical;sunny;peaceful;isolated;beautiful;quiet;sandy;green
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,lake,calm;clear;deep;large;serene;still;reflective;blue;quiet;picturesque
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,mountain,high;tall;rocky;steep;majestic;ancient;silent;rugged;massive;beautiful
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,ocean,vast;deep;blue;wild;endless;stormy;mysterious;powerful;salty;immense
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,plain,flat;open;wide;grassy;vast;quiet;barren;simple;endless;fertile
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,plateau,high;flat;vast;rocky;isolated;arid;elevated;open;dry;ancient
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,river,flowing;deep;long;winding;rapid;clear;cool;steady;fresh;wild
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,valley,green;low;fertile;deep;narrow;peaceful;shadowed;wide;quiet;scenic
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Places,village,small;quaint;peaceful;old;rural;charming;close;quiet;traditional;friendly
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,cactus,green;spiky;thorny;rugged;small;tough;prickly;hardy;arid;ancient
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,eggplant,purple;fresh;large;glossy;ripe;firm;soft;shiny;edible;vibrant
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,flower,colorful;bright;fragrant;delicate;fresh;beautiful;lively;soft;pure;natural
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,grass,green;soft;short;thick;fresh;wild;lush;common;vibrant;healthy
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,lettuce,fresh;green;crisp;leafy;tender;soft;vibrant;healthy;raw;common
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,mushroom,small;fresh;earthy;wild;soft;spongy;brown;delicate;tasty;unique
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,onion,strong;pungent;fresh;red;yellow;raw;chopped;layered;crisp;aromatic
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,pepper,spicy;fresh;red;hot;green;bitter;small;dried;crushed;tangy
o3-mini,basic,1.0,PT # Portuguese,C1,most frequent,Plants,potato,starchy;brown;fresh;small;raw;baked;mashed;hearty;common;soft
