Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;intense;bad;deep;sudden;hot;wild;extreme;heavy;raw
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,flute,light;clear;soft;sweet;pure;neat;small;deep;true;fine
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,key,small;old;round;neat;bright;pure;real;clear;fine;simple
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,knife,sharp;strong;true;neat;clear;fine;old;safe;deep;real
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,lock,strong;safe;neat;true;deep;firm;good;clear;old;tight
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,moon,bright;round;clear;soft;deep;pure;old;calm;neat;silent
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,pen,small;neat;clear;fine;true;deep;bright;good;simple;smooth
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,sun,bright;hot;strong;clear;deep;pure;real;warm;bold;big
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Inanimate Objects,sword,sharp;strong;brave;clear;true;deep;bold;fine;neat;long
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,cat,small;cute;soft;quick;neat;real;kind;calm;warm;pure
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,dog,loyal;kind;strong;bold;true;neat;soft;quick;brave;good
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,dolphin,smart;kind;fast;deep;neat;clear;true;warm;pure;friendly
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,elephant,big;strong;old;kind;deep;pure;gentle;real;quiet;solid
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,hamster,small;cute;fast;neat;kind;light;soft;deep;good;real
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,monkey,smart;quick;bold;kind;neat;fun;true;deep;lively;agile
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,mouse,small;quick;neat;soft;true;light;kind;deep;pure;slight
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,peacock,bright;bold;beautiful;clear;neat;rich;deep;pure;fine;royal
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,rabbit,small;soft;quick;neat;kind;deep;pure;warm;light;cute
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,shark,strong;big;fierce;fast;deep;raw;wild;bold;dark;true
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,snake,long;slim;fast;cold;deep;smooth;clear;bold;real;quiet
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Neutral Animals,whale,big;deep;strong;slow;calm;real;wild;pure;gentle;ancient
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,city,big;busy;old;real;neat;wide;clear;strong;rich;modern
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,desert,hot;dry;vast;empty;pure;clear;deep;bright;raw;strong
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,forest,deep;green;calm;old;wide;pure;quiet;real;soft;dark
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,island,small;calm;clear;pure;real;old;neat;warm;bright;green
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,lake,calm;deep;clear;pure;still;wide;cool;soft;real;bright
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,mountain,high;tall;deep;old;strong;real;cold;pure;grand;rough
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,ocean,deep;big;vast;blue;strong;raw;clear;pure;wild;calm
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,plain,wide;open;flat;deep;pure;clear;simple;real;bright;calm
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,plateau,high;flat;wide;deep;real;strong;old;clear;pure;vast
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,river,long;deep;clear;strong;calm;wide;pure;real;fast;gentle
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,valley,deep;low;wide;quiet;pure;clear;calm;old;real;green
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Places,village,small;quiet;neat;old;true;deep;pure;calm;simple;friendly
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,cactus,green;sharp;small;dry;pure;strong;prickly;real;neat;tough
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,eggplant,purple;soft;fresh;pure;neat;deep;good;real;firm;bright
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,flower,bright;small;pure;soft;real;fresh;clear;neat;sweet;fine
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,grass,green;soft;fresh;pure;neat;real;small;fine;light;smooth
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,lettuce,green;fresh;soft;neat;pure;light;crisp;real;small;good
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,mushroom,small;round;fresh;deep;real;pure;neat;good;soft;wild
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,onion,strong;white;raw;fresh;neat;pure;sharp;deep;firm;real
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,pepper,hot;red;fresh;pure;bright;small;neat;deep;true;soft
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,potato,brown;soft;fresh;deep;neat;pure;real;firm;good;old
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,rose,red;bright;pure;soft;deep;real;sweet;neat;fine;fresh
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,tomato,red;ripe;fresh;soft;neat;pure;deep;good;bright;real
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Plants,tree,tall;old;green;strong;deep;wide;pure;real;grand;neat
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,ally,true;kind;strong;firm;loyal;deep;clear;good;brave;close
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,brother,dear;true;kind;strong;close;deep;good;real;warm;loyal
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,enemy,strong;deep;mean;cold;harsh;real;sharp;fierce;bold;cruel
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,father,dear;strong;true;kind;deep;good;old;firm;warm;wise
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,follower,true;kind;close;strong;deep;neat;good;real;firm;loyal
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,friend,kind;true;close;warm;deep;good;real;neat;loyal;firm
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,leader,strong;true;brave;kind;firm;deep;smart;clear;neat;bold
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,mother,dear;kind;true;warm;deep;good;old;strong;close;gentle
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,partner,true;kind;close;strong;good;deep;neat;real;firm;friendly
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,rival,strong;fierce;bold;deep;real;hard;true;sharp;quick;brave
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,sister,dear;kind;true;warm;close;deep;good;neat;loyal;sweet
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Social Relationships,stranger,unknown;deep;true;cold;clear;real;quiet;distant;bold;plain
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,above,high;clear;bright;steep;true;deep;open;wide;pure;distant
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,back,strong;deep;clear;firm;true;straight;neat;solid;pure;high
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,below,deep;low;clear;true;pure;dark;neat;cold;fine;small
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,east,bright;warm;clear;true;deep;pure;soft;open;neat;good
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,front,clear;true;strong;bright;neat;deep;pure;bold;firm;close
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,inside,deep;clear;warm;true;pure;close;neat;small;calm;soft
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,left,clear;pure;deep;true;strong;neat;firm;solid;bright;near
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,north,cold;deep;clear;true;strong;pure;bright;old;neat;harsh
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,outside,open;deep;clear;true;wild;bright;pure;real;neat;free
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,right,true;clear;neat;deep;pure;solid;firm;good;bright;correct
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,south,warm;true;deep;clear;bright;pure;soft;open;neat;friendly
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Spatial Concepts,west,wild;deep;clear;true;bright;pure;open;neat;good;rugged
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,century,long;old;deep;true;big;clear;strong;real;vast;historic
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,day,bright;clear;long;true;warm;good;neat;strong;real;fresh
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,evening,cool;deep;calm;clear;soft;true;neat;warm;quiet;pure
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,hour,short;long;deep;true;clear;neat;good;real;pure;quick
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,minute,small;short;deep;true;neat;clear;good;real;pure;fast
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,month,long;deep;clear;true;neat;good;warm;real;pure;broad
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,morning,bright;clear;fresh;true;neat;pure;good;calm;warm;early
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,night,dark;deep;true;peaceful;cool;soft;clear;calm;still;quiet
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,season,long;clear;true;deep;pure;fine;good;bright;neat;fresh
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,second,short;quick;deep;true;neat;clear;pure;good;fast;real
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,week,long;deep;true;neat;clear;good;fresh;pure;strong;real
o3-mini,basic,1.0,IT # Italian,B2,most frequent,Time Concepts,year,long;deep;clear;true;good;bright;pure;neat;strong;old
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,anger,intense;hot;explosive;bitter;unpredictable;deep;raw;smoldering;heated;overwhelming
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,courage,brave;strong;fearless;noble;bold;valiant;resilient;determined;steadfast;heroic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,fear,deep;lingering;sudden;paralyzing;crippling;overwhelming;irrational;intense;sharp;acute
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,freedom,absolute;cherished;pure;genuine;boundless;liberating;unrestrained;precious;open;infinite
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,happiness,radiant;true;warm;joyful;cheerful;delightful;serene;complete;simple;glowing
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,hate,intense;bitter;deep;burning;relentless;pure;overwhelming;dark;fierce;raw
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,honesty,genuine;sincere;frank;candid;transparent;moral;reliable;unambiguous;upright;direct
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,justice,fair;impartial;firm;true;balanced;equitable;strict;solid;rightful;public
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,knowledge,vast;deep;extensive;broad;rich;valuable;practical;sound;clever;acquired
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,love,deep;pure;unconditional;tender;true;passionate;warm;enduring;sincere;gentle
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,peace,calm;serene;quiet;lasting;gentle;deep;complete;harmonious;true;stable
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Abstract Concepts,wisdom,profound;deep;ancient;sound;tested;insightful;valuable;true;practical;enduring
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,bell,loud;clear;resonant;sonorous;antique;gleaming;metallic;graceful;vibrant;ringing
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,candle,small;flickering;warm;bright;slender;soft;gentle;old;aromatic;delicate
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;warm;plush;woven;patterned;comfortable;gentle;durable
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,coin,small;shiny;round;metallic;ancient;valuable;worn;rare;collectible;detailed
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,crown,regal;golden;ornate;jeweled;shining;lofty;royal;ceremonial;impressive;ancient
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,flag,bright;bold;colorful;proud;waving;iconic;national;striped;emblematic;vibrant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,mask,mysterious;decorative;eerie;old;colorful;intricate;striking;unusual;elaborate;hidden
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,necklace,elegant;delicate;golden;sparkling;ornate;charming;stylish;fashionable;refined;precious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,painting,vivid;colorful;beautiful;classic;expressive;detailed;modern;elegant;creative;timeless
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,ring,shiny;golden;delicate;small;precious;elegant;brilliant;circular;charming;ornate
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,statue,majestic;grand;ancient;detailed;timeless;stone;carved;lifelike;noble;impressive
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Cultural Artifacts,vase,fragile;elegant;ornate;beautiful;classic;glass;ceramic;delicate;artistic;colorful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,cloud,fluffy;white;soft;dark;heavy;drifting;light;shadowy;wispy;distant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,earthquake,sudden;violent;strong;massive;destructive;powerful;deep;intense;shifting;tremulous
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,fog,dense;thick;white;mysterious;soft;heavy;eerie;creeping;silent;cold
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;dazzling;powerful;quick;fierce;sharp;electric;glaring;vivid
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,rain,heavy;gentle;cold;warm;persistent;soft;steady;drenching;cool;refreshing
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;vivid;arching;rare;beautiful;fleeting;striking;radiant;magical
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,snow,fresh;white;powdery;cold;soft;crisp;silent;gentle;sparkling;heavy
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,storm,violent;sudden;raging;fierce;dark;wild;heavy;turbulent;intense;powerful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;deep;booming;powerful;distant;resonant;rumbling;sudden;echoing
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,tide,rising;falling;strong;high;low;rhythmic;powerful;steady;predictable;shifting
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,volcano,active;dangerous;fiery;erupting;ancient;massive;rumbling;sudden;hot;imposing
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Environmental Phenomena,wind,strong;cold;fierce;gentle;brisk;wild;soft;chilly;relentless;steady
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,apple,red;ripe;fresh;sweet;crisp;juicy;green;round;tart;delicious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;fresh;curved;fragrant;appealing;tropical;nutritious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,beef,tender;juicy;lean;fresh;flavorful;savory;cooked;rich;hearty;prime
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,bread,fresh;soft;warm;crusty;tasty;fragrant;wholesome;baked;golden;homemade
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,broccoli,green;fresh;crisp;tender;healthy;vibrant;steamed;raw;flavorful;nutritious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,cheese,creamy;sharp;delicious;aged;soft;fresh;tasty;rich;melted;savory
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,chicken,grilled;roasted;tender;juicy;succulent;fresh;spicy;crispy;delicious;tasty
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,egg,fresh;boiled;raw;small;rich;light;hard;soft;delicate;nutritious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,fish,fresh;flaky;tasty;tender;cooked;raw;oily;mild;delicious;lean
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,pasta,cooked;fresh;delicious;soft;warm;tender;hearty;traditional;diverse;classic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,rice,steamed;fluffy;white;brown;soft;aromatic;fresh;plain;tender;light
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Food Items,soup,warm;hot;savory;delicious;hearty;flavorful;fresh;rich;creamy;nutritious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,artist,creative;talented;imaginative;skilled;innovative;expressive;thoughtful;dedicated;original;inspiring
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,athlete,strong;fast;agile;dedicated;skilled;competitive;fit;powerful;determined;energetic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,chef,talented;skilled;creative;experienced;innovative;busy;professional;dedicated;artistic;resourceful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,doctor,skilled;caring;knowledgeable;experienced;dedicated;compassionate;professional;reliable;diligent;patient
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,engineer,innovative;skilled;knowledgeable;technical;creative;experienced;logical;precise;efficient;resourceful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,farmer,hardworking;dedicated;practical;reliable;strong;experienced;rural;honest;tough;seasoned
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,lawyer,knowledgeable;experienced;strong;persuasive;dedicated;ethical;skilled;articulate;professional;diligent
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,musician,talented;creative;passionate;skilled;innovative;expressive;rhythmic;dedicated;soulful;energetic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,scientist,innovative;curious;skilled;logical;dedicated;knowledgeable;brilliant;practical;precise;systematic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,soldier,brave;disciplined;strong;courageous;dedicated;loyal;fearless;resilient;tactical;valorous
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,teacher,dedicated;knowledgeable;patient;caring;skilled;experienced;inspiring;supportive;clear;thoughtful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Human Roles,writer,creative;talented;articulate;thoughtful;imaginative;skilled;reflective;original;expressive;precise
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,book,interesting;informative;well-written;engaging;classic;timeless;detailed;captivating;old;precious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,bridge,long;sturdy;elegant;ancient;modern;strong;famous;architectural;wide;impressive
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,drums,rhythmic;loud;powerful;dynamic;resonant;booming;energetic;steady;vibrant;deep
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,earth,vast;fertile;solid;ancient;vibrant;blue;rich;wild;round;beautiful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,flute,sweet;soft;clear;melodic;delicate;graceful;slender;smooth;airy;enchanting
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,key,small;metallic;sharp;old;unique;ornate;sturdy;traditional;bright;compact
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,knife,sharp;sturdy;rusted;sleek;polished;deadly;precise;reliable;elegant;versatile
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,lock,old;secure;intricate;heavy;sturdy;simple;reliable;crafted;decorative;solid
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,moon,bright;silver;full;mysterious;shining;pale;luminous;serene;distant;magical
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,pen,smooth;sleek;small;elegant;reliable;fine;classic;inked;practical;modern
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,sun,bright;hot;radiant;blazing;golden;fierce;warm;enormous;vibrant;powerful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Inanimate Objects,sword,sharp;ancient;gleaming;deadly;strong;ceremonial;polished;elegant;historic;balanced
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,cat,curious;agile;playful;soft;graceful;clever;sly;gentle;independent;lively
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,dog,loyal;friendly;energetic;faithful;playful;alert;loving;active;gentle;brave
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,dolphin,intelligent;friendly;agile;graceful;playful;swift;curious;social;sleek;lively
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;ancient;grand;caring;enormous;majestic;powerful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,hamster,small;cute;furry;lively;playful;tiny;active;gentle;curious;soft
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,monkey,playful;agile;mischievous;clever;curious;lively;energetic;smart;fun;active
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,mouse,small;timid;quick;soft;delicate;agile;gentle;silent;curious;cautious
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,peacock,colorful;regal;elegant;proud;vibrant;striking;graceful;flashy;brilliant;exquisite
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,rabbit,soft;quick;gentle;playful;furry;small;timid;lively;delicate;charming
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,shark,fierce;dangerous;sleek;powerful;swift;aggressive;sharp;formidable;dark;relentless
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,snake,slippery;silent;dangerous;agile;sleek;venomous;cunning;swift;mysterious;sinuous
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Neutral Animals,whale,massive;gentle;huge;majestic;deep;ancient;graceful;enormous;calm;powerful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,city,busy;vibrant;modern;sprawling;ancient;crowded;diverse;lively;exciting;urban
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,desert,vast;barren;hot;dry;endless;harsh;sandy;empty;scorching;remote
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,forest,dense;green;lush;wild;ancient;quiet;deep;mysterious;shadowy;humid
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,island,small;remote;tropical;peaceful;sunny;isolated;green;serene;sandy;charming
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,lake,tranquil;deep;clear;vast;serene;still;blue;calm;reflective;peaceful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,mountain,majestic;high;rugged;steep;ancient;towering;scenic;remote;snowy;grand
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,ocean,vast;deep;blue;powerful;endless;roaring;mysterious;salty;wild;turbulent
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,plain,wide;open;vast;flat;grassy;quiet;endless;fertile;sunlit;simple
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,plateau,elevated;vast;flat;rugged;high;barren;scenic;remote;stable;quiet
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,river,winding;flowing;deep;clear;swift;calm;long;powerful;fresh;meandering
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,valley,lush;green;deep;shadowed;fertile;serene;quiet;wide;peaceful;hidden
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Places,village,small;quaint;peaceful;charming;old;rustic;friendly;simple;cozy;quiet
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,cactus,spiky;green;prickly;hardy;desert;rugged;unique;resilient;sharp;dry
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,eggplant,purple;shiny;fresh;plump;smooth;ripe;vibrant;firm;healthy;glossy
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,flower,beautiful;bright;fragrant;delicate;colorful;fresh;vibrant;soft;lovely;natural
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,grass,green;soft;fresh;lush;thick;wild;short;plentiful;vibrant;healthy
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,lettuce,crisp;fresh;green;crunchy;tender;leafy;cool;clean;vibrant;raw
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,mushroom,fresh;small;natural;earthy;wild;delicate;soft;rare;tasty;rustic
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,onion,sharp;pungent;fresh;layered;strong;raw;crisp;earthy;spicy;robust
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,pepper,spicy;hot;fresh;bright;vibrant;zesty;bold;aromatic;flavorful;powerful
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,potato,earthy;starchy;fresh;soft;hearty;rich;versatile;warm;chunky;satisfying
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,rose,fragrant;red;delicate;beautiful;soft;blooming;lovely;gentle;romantic;vibrant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,tomato,ripe;red;fresh;juicy;soft;tangy;bright;flavorful;vibrant;round
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Plants,tree,tall;ancient;green;sturdy;lush;majestic;broad;deep;venerable;strong
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,ally,loyal;supportive;trusted;reliable;dedicated;friendly;dependable;steadfast;safe;cooperative
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,brother,loving;supportive;caring;protective;kind;close;reliable;friendly;strong;dependable
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,enemy,ruthless;dangerous;hostile;fierce;bitter;relentless;cunning;cruel;formidable;aggressive
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,father,loving;strong;wise;caring;protective;kind;reliable;supportive;gentle;dignified
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,follower,loyal;eager;supportive;attentive;humble;dedicated;committed;steady;obedient;constant
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,friend,loyal;caring;honest;supportive;kind;reliable;warm;true;gentle;understanding
o3-mini,basic,1.0,IT # Italian,C1,most frequent,Social Relationships,leader,strong;decisive;brave;inspiring;visionary;creative;respected;wise;bold;confident
