Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,strong;deep;fierce;hot;sharp;sudden;wild;intense;heavy;burning
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Human Roles,writer,creative;smart;kind;true;bold;real;gentle;neat;clear;deep
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,book,old;thick;interesting;clear;good;real;bright;simple;long;popular
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,bridge,long;strong;old;high;wide;good;clear;real;solid;busy
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,drums,loud;strong;deep;fast;clear;hard;rhythmic;heavy;raw;bold
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,earth,old;rich;deep;wide;strong;real;clear;large;pure;solid
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,flute,soft;clear;light;small;good;bright;simple;old;gentle;pure
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,key,small;old;metal;bright;simple;clear;strong;tiny;good;shiny
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,knife,sharp;strong;old;real;good;cold;hard;thin;clear;dangerous
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,lock,old;strong;metal;good;real;small;tight;bright;clear;safe
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,moon,bright;full;round;clear;white;old;silent;calm;high;soft
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,pen,small;thin;blue;good;clear;real;soft;bright;old;neat
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,sun,bright;hot;strong;real;huge;good;clear;yellow;warm;big
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Inanimate Objects,sword,sharp;strong;long;old;bright;clear;heavy;real;fierce;bold
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,cat,small;cute;soft;sly;quick;agile;quiet;kind;real;friendly
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,dog,loyal;kind;brave;small;strong;real;neat;good;fast;friendly
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,dolphin,smart;kind;real;fast;playful;gentle;strong;clear;neat;bright
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,elephant,big;strong;old;kind;real;calm;large;heavy;smart;gentle
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,hamster,small;cute;fast;kind;little;soft;real;neat;lively;gentle
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,monkey,smart;funny;quick;kind;real;agile;brave;neat;wild;playful
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,mouse,small;quick;soft;shy;kind;real;neat;tiny;light;gentle
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,peacock,colorful;bright;beautiful;proud;kind;real;elegant;neat;bold;graceful
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,rabbit,small;soft;quick;cute;kind;real;neat;gentle;light;furry
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,shark,strong;big;fierce;fast;wild;real;deep;sharp;dark;dangerous
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,snake,slimy;long;quick;dark;real;cold;silent;sharp;wild;dangerous
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Neutral Animals,whale,big;strong;deep;slow;old;real;calm;massive;gentle;blue
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,city,big;busy;old;real;modern;bright;grand;neat;strong;large
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,desert,hot;dry;vast;empty;old;real;quiet;wide;bright;sandy
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,forest,green;deep;old;rich;quiet;real;wild;large;dark;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,island,small;quiet;green;real;calm;old;bright;lush;warm;clear
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,lake,calm;deep;clear;big;blue;real;quiet;bright;still;pure
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,mountain,high;tall;steep;old;strong;real;deep;grand;clear;vast
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,ocean,vast;deep;blue;strong;wild;real;old;clear;big;salty
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,plain,wide;green;flat;open;clear;real;vast;calm;quiet;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,plateau,high;flat;wide;old;clear;real;vast;calm;quiet;open
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,river,long;deep;clear;fast;strong;real;wide;calm;blue;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,valley,deep;green;wide;old;clear;real;calm;dark;broad;quiet
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Places,village,small;quiet;old;neat;real;close;warm;friendly;calm;simple
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,cactus,green;small;dry;strong;sharp;spiny;real;prickly;tough;old
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,eggplant,purple;fresh;big;firm;soft;real;round;neat;good;rich
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,flower,beautiful;bright;fresh;small;real;sweet;pure;light;soft;fragrant
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,grass,green;soft;fresh;small;real;neat;wild;thick;short;pure
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,lettuce,green;fresh;crisp;soft;real;light;neat;clean;small;raw
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,mushroom,small;brown;fresh;soft;real;neat;wild;dark;tasty;firm
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,onion,small;strong;sharp;brown;white;fresh;real;deep;raw;hard
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,pepper,red;hot;fresh;small;real;sharp;strong;bright;green;spicy
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,potato,brown;round;fresh;old;good;raw;firm;soft;real;heavy
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,rose,red;beautiful;soft;fresh;neat;sweet;real;bright;pure;lovely
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,tomato,red;fresh;ripe;soft;small;real;round;sweet;bright;tasty
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Plants,tree,tall;green;big;old;strong;deep;real;clear;wide;broad
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,ally,true;kind;loyal;strong;brave;real;good;steady;firm;close
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,brother,close;kind;strong;real;good;true;warm;friendly;brave;loyal
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,enemy,bad;cruel;strong;harsh;mean;real;dark;fierce;cold;tough
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,father,old;kind;strong;brave;real;true;good;wise;loving;caring
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,follower,loyal;kind;true;close;good;strong;real;quiet;neat;brave
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,friend,good;kind;true;close;strong;real;gentle;warm;friendly;loyal
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,leader,strong;brave;kind;true;good;smart;real;bold;clear;noble
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,mother,kind;old;strong;loving;real;true;good;warm;gentle;caring
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,partner,close;kind;true;strong;real;good;warm;dear;loyal;steady
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,rival,bold;fierce;strong;tough;clear;hostile;cold;bitter;sharp;wild
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,sister,kind;close;strong;real;warm;good;true;gentle;friendly;loving
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Social Relationships,stranger,unknown;new;odd;distant;quiet;unusual;real;clear;cold;foreign
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,above,upper;high;elevated;clear;distant;far;lofty;bright;open;top
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,back,rear;strong;deep;clear;firm;good;old;soft;quiet;steady
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,below,low;deep;dark;small;quiet;soft;calm;clear;real;near
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,east,eastern;bright;warm;clear;true;real;strong;open;simple;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,front,clear;strong;bright;neat;true;real;bold;open;solid;good
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,inside,inner;clear;calm;neat;warm;true;strong;deep;soft;quiet
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,left,left;small;firm;clear;neat;good;bright;true;calm;solid
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,north,northern;cold;clear;strong;true;bright;old;neat;hard;real
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,outside,outer;wide;open;clear;bright;strong;cold;real;neat;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,right,correct;true;clear;strong;neat;good;bright;real;firm;proper
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,south,southern;warm;clear;strong;bright;real;open;neat;good;calm
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Spatial Concepts,west,western;wide;clear;strong;bright;real;open;neat;good;calm
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,century,long;old;clear;real;great;bright;rich;deep;strong;famous
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,day,bright;long;clear;good;warm;real;strong;even;neat;happy
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,evening,quiet;cool;calm;clear;soft;long;deep;real;warm;gentle
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,hour,short;long;clear;good;real;neat;strong;bright;calm;quick
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,minute,small;short;clear;real;neat;tiny;good;brief;slight;soft
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,month,long;short;clear;bright;good;true;neat;calm;warm;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,morning,bright;early;calm;clear;fresh;good;warm;lively;real;quiet
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,night,dark;quiet;calm;still;long;clear;cold;real;soft;peaceful
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,season,cold;warm;clear;real;good;long;short;bright;neat;fresh
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,second,short;quick;clear;real;good;neat;fast;tiny;small;brief
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,week,long;short;busy;clear;real;good;neat;warm;bright;calm
o3-mini,basic,1.0,UR # Urdu,B2,most frequent,Time Concepts,year,long;old;new;clear;bright;good;strong;real;busy;quiet
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,anger,intense;burning;deep;fierce;seething;palpable;raw;strong;visible;smoldering
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,courage,bold;brave;daring;firm;resolute;steadfast;noble;vast;true;heroic
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,fear,deep;crippling;sudden;dark;bitter;acute;real;evident;paralyzing;overwhelming
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,freedom,pure;boundless;open;airy;vast;precious;true;cherished;universal;unconfined
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,happiness,pure;warm;bright;vibrant;deep;lasting;genuine;cheerful;joyful;complete
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,hate,bitter;intense;deep;raw;seething;burning;dark;palpable;overwhelming;hostile
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,honesty,true;pure;frank;open;fair;sincere;solid;clear;upright;noble
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,justice,fair;equal;clear;strong;true;firm;sound;balanced;righteous;impartial
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,knowledge,deep;vast;rich;solid;clear;fundamental;broad;true;timeless;essential
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,love,deep;true;warm;pure;strong;fond;rich;bright;endless;gentle
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,peace,pure;calm;deep;lasting;quiet;serene;gentle;loving;balanced;timeless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Abstract Concepts,wisdom,deep;vast;rich;pure;mature;old;sound;true;practical;timeless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,bell,loud;clear;metallic;old;resonant;bright;solid;shrill;ringing;trembling
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,candle,small;soft;glowing;faint;warm;flickering;calm;delicate;steady;gentle
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,carpet,soft;thick;warm;bright;rich;woven;smooth;inviting;neat;plush
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,coin,small;shiny;round;old;simple;rare;valuable;crisp;bright;smooth
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,crown,royal;shining;golden;precious;ornate;jeweled;grand;heavy;ancient;noble
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,flag,bright;bold;strong;vivid;waving;brave;national;true;proud;colorful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,mask,hidden;mysterious;painted;old;strange;anonymous;eerie;plastic;fearful;detailed
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,necklace,shiny;delicate;fine;bright;golden;silver;ornate;lovely;elegant;graceful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,painting,vibrant;lively;bold;creative;deep;colorful;rich;detailed;expressive;fine
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,ring,small;golden;perfect;shiny;precious;round;smooth;elegant;thin;classic
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,statue,tall;stone;ancient;proud;silent;grand;detailed;solid;lifelike;timeless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Cultural Artifacts,vase,ceramic;clear;slender;elegant;old;fine;delicate;simple;pretty;smooth
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,cloud,soft;white;dark;vast;fluffy;drifting;heavy;light;grey;changing
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,earthquake,strong;severe;sudden;violent;deep;large;devastating;powerful;real;forceful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,fog,thick;heavy;cold;grey;dense;eerie;soft;silent;chilling;mysterious
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;fierce;deadly;vivid;rapid;sharp;bold;wild;striking
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,rain,soft;steady;cold;fine;gentle;light;heavy;wet;fresh;constant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;vivid;stunning;clear;arching;pure;rare;lovely;magical
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,snow,white;cold;soft;light;pure;thick;deep;silent;fresh;powdery
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,storm,dark;heavy;fierce;strong;wild;noisy;violent;relentless;sudden;rough
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,thunder,deep;loud;rolling;booming;sudden;heavy;echoing;dark;powerful;resounding
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,tide,high;low;strong;shifting;rising;falling;wild;regular;coastal;rough
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,volcano,active;fiery;dangerous;large;rumbling;ancient;steep;rugged;molten;eruptive
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Environmental Phenomena,wind,strong;cold;soft;brisk;wild;gusty;pulling;steady;sharp;gentle
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,apple,red;fresh;ripe;sweet;crisp;juicy;green;tart;tasty;natural
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,banana,ripe;yellow;fresh;sweet;soft;curved;long;tropical;bright;smooth
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,beef,lean;fresh;tender;raw;prime;meaty;juicy;rich;hearty;flavorful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;tasty;golden;firm;simple;fragrant;wholesome
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,broccoli,green;fresh;crisp;raw;soft;healthy;bright;nutritious;tender;natural
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,cheese,aged;soft;sharp;creamy;fresh;mild;tangy;rich;smooth;classic
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,chicken,tender;cooked;juicy;fresh;lean;tasty;hot;seasoned;soft;natural
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,egg,white;fresh;raw;small;oval;boiled;soft;hard;edible;fragile
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,fish,fresh;raw;oily;small;agile;wild;tasty;flaky;firm;blue
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,pasta,cooked;warm;soft;rich;tasty;simple;delicate;small;bright;thin
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,rice,steamed;white;soft;small;long;plain;fresh;fluffy;tender;simple
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Food Items,soup,hot;warm;thick;tasty;clear;rich;hearty;simple;savory;fresh
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,artist,creative;talented;skilled;vibrant;original;unique;passionate;innovative;thoughtful;expressive
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,athlete,strong;quick;dedicated;brave;fit;agile;determined;energetic;disciplined;competitive
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,chef,skilled;creative;talented;busy;friendly;neat;precise;focused;professional;innovative
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,doctor,kind;professional;smart;dedicated;careful;skilled;experienced;thoughtful;calm;caring
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,engineer,skilled;practical;smart;detailed;precise;innovative;technical;creative;diligent;knowledgeable
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,farmer,hardworking;honest;rustic;simple;diligent;rugged;patient;rural;constant;experienced
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,lawyer,sharp;smart;persuasive;skilled;experienced;diligent;thorough;respected;careful;articulate
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,musician,creative;talented;rhythmic;skilled;expressive;passionate;innovative;soulful;vibrant;unique
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,scientist,curious;smart;rigorous;skilled;diligent;innovative;methodical;thoughtful;careful;precise
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,soldier,brave;strong;disciplined;loyal;dedicated;fierce;alert;steady;resilient;bold
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,teacher,kind;patient;smart;wise;caring;dedicated;gentle;earnest;thorough;supportive
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Human Roles,writer,creative;thoughtful;skilled;expressive;original;clear;diligent;literary;clever;passionate
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,book,old;thick;interesting;heavy;classic;famous;detailed;rare;lively;printed
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,bridge,long;sturdy;old;arched;wooden;modern;solid;high;curved;scenic
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;heavy;deep;vibrant;resonant;boomy;sharp;steady;bold
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,earth,round;blue;fertile;vast;ancient;rich;living;wild;natural;beautiful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,flute,slender;wooden;clear;soft;sweet;delicate;long;airy;melodious;graceful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;unique;simple;bright;slender;important;practical
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,knife,sharp;heavy;old;bright;carved;small;stainless;sturdy;swift;pointed
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,lock,small;old;sturdy;secure;metal;brass;reliable;complex;hidden;tight
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,moon,bright;full;silver;large;distant;pale;silent;round;lovely;glowing
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,pen,small;blue;black;fine;smooth;neat;elegant;sharp;classic;simple
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,sun,bright;hot;large;glowing;radiant;strong;distant;golden;warm;eternal
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Inanimate Objects,sword,sharp;long;bright;heavy;true;ancient;strong;forged;balanced;lethal
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,cat,small;agile;furry;cute;quick;playful;sly;quiet;gentle;independent
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,dog,loyal;friendly;brave;playful;smart;alert;kind;faithful;strong;gentle
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,dolphin,smart;agile;playful;friendly;quick;sleek;graceful;gentle;oceanic;curious
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,elephant,large;giant;gentle;strong;old;wise;grey;mighty;calm;impressive
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,hamster,small;cute;furry;agile;playful;tiny;round;soft;quick;lively
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,monkey,playful;smart;agile;curious;lively;cheeky;active;quick;nimble;clever
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,mouse,small;timid;quick;tiny;furry;gentle;agile;shy;clever;squeaky
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,peacock,colorful;bright;proud;grand;vivid;elegant;striking;rare;beautiful;royal
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,rabbit,soft;quick;small;lively;timid;gentle;cute;agile;furry;playful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,shark,fierce;large;wild;sharp;swift;deadly;powerful;grim;agile;dominant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,snake,slippery;sly;venomous;long;silent;quick;cold;dangerous;scaled;winding
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Neutral Animals,whale,huge;gentle;deep;massive;silent;strong;ancient;calm;majestic;colossal
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,city,big;busy;vibrant;modern;large;historic;lively;urban;diverse;crowded
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,desert,hot;vast;dry;sandy;barren;harsh;empty;silent;boundless;relentless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,forest,deep;lush;wild;green;thick;dark;ancient;quiet;natural;vibrant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,island,small;remote;sunny;peaceful;tropical;green;quiet;lovely;sandy;isolated
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,lake,clear;still;deep;blue;calm;sparkling;vast;fresh;pure;reflective
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,mountain,high;tall;steep;rugged;ancient;cold;grand;silent;mighty;rocky
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,ocean,vast;blue;deep;wild;endless;salty;roaring;powerful;mysterious;boundless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,plain,wide;vast;flat;open;green;quiet;broad;fertile;endless;simple
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,plateau,high;flat;vast;elevated;wide;barren;ancient;dry;open;rugged
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,river,long;winding;deep;fast;clear;fresh;lively;wide;flowing;vibrant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,valley,deep;green;quiet;lush;narrow;fertile;wide;calm;hidden;scenic
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Places,village,small;quiet;sleepy;old;charming;rural;close;pleasant;modest;ancient
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,cactus,spiny;green;sharp;dry;small;tough;wild;hardy;slim;rugged
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,eggplant,purple;fresh;soft;rich;smooth;firm;round;tasty;raw;vibrant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,flower,bright;lovely;fresh;soft;fragrant;colorful;delicate;pure;natural;vibrant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,grass,green;soft;lush;fresh;short;thick;wild;tender;natural;smooth
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,lettuce,fresh;green;crisp;soft;tender;leafy;light;raw;vibrant;simple
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,mushroom,small;fresh;wild;soft;earthy;brown;edible;tasty;unique;tiny
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,onion,strong;pungent;fresh;raw;sharp;sweet;layered;robust;soft;distinct
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,pepper,spicy;hot;red;fresh;green;mild;fiery;small;vibrant;tangy
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,potato,starchy;brown;fresh;firm;soft;raw;sweet;hearty;simple;earthy
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,rose,red;fragrant;beautiful;soft;delicate;lovely;classic;pure;elegant;timeless
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,tomato,red;ripe;fresh;juicy;sweet;soft;tangy;round;firm;vibrant
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Plants,tree,tall;green;old;large;broad;wise;sturdy;leafy;strong;majestic
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,ally,trusted;loyal;strong;supportive;brave;true;constant;kind;dependable;faithful
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,brother,close;dear;loving;supportive;kind;strong;loyal;warm;honest;friendly
o3-mini,basic,1.0,UR # Urdu,C1,most frequent,Social Relationships,enemy,fierce;bitter;strong;harsh;dangerous;ruthless;dark;relentless;vivid;stubborn
