Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,anger,bad;big;hot;long;other;sad;same;small;strong;true
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Human Roles,lawyer,good;bad;new;old;young;important;great;experienced;local;corporate
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Human Roles,musician,good;bad;new;old;young;famous;great;talented;local;classical
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Human Roles,scientist,good;bad;new;old;young;important;great;famous;local;international
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Human Roles,soldier,good;bad;new;old;young;strong;brave;important;local;foreign
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Human Roles,teacher,good;bad;new;old;young;important;great;kind;experienced;local
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Human Roles,writer,good;bad;new;old;young;famous;great;important;local;international
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,book,big;small;new;old;good;bad;long;short;interesting;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,bridge,big;small;new;old;long;short;high;low;important;stone
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,drums,big;small;new;old;loud;good;bad;black;white;red
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,earth,big;round;new;old;good;bad;green;blue;brown;dry
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,flute,long;short;new;old;good;bad;wooden;silver;simple;nice
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,key,small;big;new;old;gold;silver;important;house;car;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,knife,sharp;new;old;big;small;good;bad;kitchen;pocket;metal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,lock,big;small;new;old;good;bad;strong;weak;important;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,moon,big;small;new;old;full;bright;dark;half;beautiful;far
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,pen,big;small;new;old;good;bad;black;blue;red;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,sun,big;small;new;old;bright;hot;warm;good;bad;yellow
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Inanimate Objects,sword,long;short;big;small;new;old;sharp;good;bad;metal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,cat,big;small;new;old;black;white;cute;pretty;good;bad
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,dog,big;small;new;old;black;white;good;bad;cute;friendly
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,dolphin,big;small;new;old;good;bad;grey;smart;fast;friendly
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,elephant,big;new;old;good;bad;grey;strong;heavy;African;Asian
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,hamster,small;new;old;good;bad;cute;brown;white;furry;little
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,monkey,big;small;new;old;good;bad;funny;smart;brown;black
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,mouse,small;new;old;good;bad;grey;white;little;scary;cute
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;new;old;big;small;good;bad;Indian;pretty
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,rabbit,big;small;new;old;good;bad;white;brown;cute;soft
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,shark,big;new;old;good;bad;grey;dangerous;strong;fast;marine
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,snake,long;new;old;good;bad;green;dangerous;poisonous;small;big
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Neutral Animals,whale,big;new;old;good;bad;blue;grey;marine;large;strong
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,city,big;small;new;old;good;bad;important;capital;modern;beautiful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,desert,big;small;new;old;hot;dry;sandy;empty;beautiful;dangerous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,forest,big;small;new;old;green;dark;thick;beautiful;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,island,big;small;new;old;beautiful;tropical;green;important;remote;volcanic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,lake,big;small;new;old;deep;clear;beautiful;important;fresh;blue
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,mountain,big;small;new;old;high;tall;beautiful;green;rocky;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,ocean,big;new;old;deep;blue;salty;important;beautiful;large;Pacific
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,plain,big;small;new;old;flat;green;empty;beautiful;important;open
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,plateau,big;small;new;old;high;flat;dry;rocky;beautiful;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,river,big;small;new;old;long;short;deep;wide;clean;dirty
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,valley,big;small;new;old;green;deep;beautiful;wide;important;long
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Places,village,big;small;new;old;quiet;beautiful;important;peaceful;traditional
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,cactus,big;small;new;old;green;spiky;desert;tall;short;dangerous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,eggplant,big;small;new;old;purple;long;round;good;bad;fresh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,flower,big;small;new;old;beautiful;colorful;pretty;good;bad;red
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,grass,green;new;old;long;short;good;bad;soft;dry;fresh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,lettuce,green;new;old;fresh;good;bad;big;small;crisp;soft
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,mushroom,big;small;new;old;good;bad;white;brown;edible;poisonous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,onion,big;small;new;old;white;yellow;red;good;bad;strong
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,pepper,big;small;new;old;red;green;black;hot;sweet;good
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,potato,big;small;new;old;white;brown;red;good;bad;fresh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,rose,big;small;new;old;red;pink;white;yellow;beautiful;fragrant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,tomato,big;small;new;old;red;green;good;bad;fresh;ripe
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Plants,tree,big;small;new;old;green;tall;short;strong;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,ally,good;bad;new;old;strong;important;big;small;political;military
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,brother,big;small;new;old;good;bad;young;older;little;half
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,enemy,big;small;new;old;good;bad;strong;important;dangerous;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,father,big;small;new;old;good;bad;young;great;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,follower,big;small;new;old;good;bad;loyal;important;many;few
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,friend,big;small;new;old;good;bad;best;close;true
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,leader,big;small;new;old;good;bad;strong;important;great;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,mother,big;small;new;old;good;bad;young;great;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,partner,big;small;new;old;good;bad;business;important;main;close
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,rival,big;small;new;old;good;bad;strong;important;main;close
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,sister,big;small;new;old;good;bad;young;older;little;half
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Social Relationships,stranger,big;small;new;old;good;bad;dangerous;important;friendly;young
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,above,new;old;high;low;good;bad;important;far;near;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,back,new;old;good;bad;big;small;far;near;important;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,below,new;old;low;high;good;bad;important;far;near;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,east,new;old;good;bad;far;near;important;big;small;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,front,new;old;good;bad;big;small;important;far;near;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,inside,new;old;good;bad;big;small;important;warm;cold;dark
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,left,new;old;good;bad;big;small;important;far;near;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,north,new;old;good;bad;big;small;important;far;near;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,outside,new;old;good;bad;big;small;important;warm;cold;bright
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,right,new;old;good;bad;big;small;important;far;near;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,south,new;old;good;bad;big;small;important;far;near;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Spatial Concepts,west,new;old;good;bad;big;small;important;far;near;main
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,century,new;old;big;small;important;long;short;early;late;20th
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,day,big;small;new;old;good;bad;long;short;important;sunny
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,evening,new;old;good;bad;long;short;warm;cold;dark;beautiful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,hour,new;old;good;bad;long;short;important;early;late;busy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,minute,new;old;good;bad;long;short;important;early;late;quick
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,month,new;old;good;bad;long;short;important;early;late;first
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,morning,new;old;good;bad;long;short;early;late;beautiful;cold
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,night,new;old;good;bad;long;short;dark;cold;quiet;beautiful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,season,new;old;good;bad;long;short;warm;cold;main;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,second,new;old;good;bad;long;short;quick;important;little;first
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,week,new;old;good;bad;long;short;important;busy;free;next
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B2,most frequent,Time Concepts,year,new;old;good;bad;long;short;important;next;last;big
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,anger,great;much;bad;real;deep;sudden;hot;cold;slow;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,courage,great;much;real;true;strong;little;new;moral;civil;inner
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,fear,great;much;real;true;strong;little;deep;sudden;new;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,freedom,much;real;true;great;little;political;personal;economic;religious;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,happiness,great;much;real;true;little;simple;pure;total;inner;everyday
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,hate,great;much;real;strong;deep;little;blind;new;old;pure
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,honesty,great;much;real;true;pure;little;complete;open;simple;basic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,justice,great;real;true;social;criminal;economic;fair;blind;equal;human
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,knowledge,great;much;real;true;little;deep;broad;general;new;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,love,great;much;real;true;little;deep;unconditional;first;new;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,peace,great;much;real;true;little;lasting;fragile;world;inner;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Abstract Concepts,wisdom,great;much;real;true;little;deep;practical;old;inner;collective
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,bell,big;small;loud;clear;silver;brass;church;school;old;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,candle,white;small;big;wax;scented;burning;new;old;tall;short
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,carpet,red;blue;green;thick;thin;soft;wool;new;old;persian
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,coin,gold;silver;bronze;old;new;rare;valuable;small;big;foreign
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,crown,gold;silver;royal;big;small;jeweled;new;old;metal;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,flag,red;white;blue;national;big;small;new;old;torn;waving
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,mask,white;black;red;small;big;plastic;paper;scary;new;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;long;short;new;old;beautiful;simple;diamond
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,painting,beautiful;famous;old;new;big;small;abstract;oil;watercolor;impressionist
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;small;big;simple;new;old;plain
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,statue,big;small;bronze;stone;marble;new;old;famous;tall;short
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Cultural Artifacts,vase,glass;ceramic;flower;new;old;big;small;beautiful;simple;blue
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,cloud,white;gray;dark;big;small;rain;storm;fluffy;new;low
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;major;minor;recent;powerful;devastating;unexpected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,fog,thick;thin;heavy;dense;light;morning;sea;coastal;pea;white
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;strong;powerful;close;distant;forked;sheet;heat;summer
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,rain,heavy;light;hard;soft;cold;warm;gentle;acid;constant;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;beautiful;full;double;faint;new;clear;perfect;complete
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,snow,heavy;light;fresh;white;deep;wet;dry;falling;new;first
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,storm,big;strong;heavy;bad;rain;thunder;wind;approaching;new;terrible
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rolling;distant;close;sudden;echoing;booming;new;terrible
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,tide,high;low;strong;weak;spring;neap;rising;falling;daily;ocean
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;big;small;erupting;new;old;dangerous;nearby
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Environmental Phenomena,wind,strong;weak;cold;warm;light;heavy;gentle;prevailing;gusty;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,apple,red;green;ripe;sweet;sour;juicy;crisp;fresh;new;delicious
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,banana,yellow;ripe;sweet;green;fresh;big;small;organic;new;long
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,beef,raw;cooked;tender;tough;lean;ground;fresh;prime;new;juicy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,bread,white;brown;whole;wheat;fresh;stale;soft;hard;new;warm
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,broccoli,green;fresh;raw;cooked;steamed;frozen;organic;new;tender;small
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,cheese,cheddar;swiss;blue;hard;soft;fresh;old;strong;mild;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,chicken,fried;roasted;grilled;cooked;raw;whole;boneless;fresh;new;tender
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,egg,white;brown;boiled;fried;scrambled;fresh;raw;organic;new;large
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,fish,fresh;salt;water;fried;cooked;raw;small;big;new;local
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,pasta,spaghetti;macaroni;penne;cooked;fresh;dry;long;short;new;italian
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,rice,white;brown;cooked;steamed;fried;long;grain;short;new;basmati
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Food Items,soup,hot;cold;chicken;tomato;vegetable;thick;thin;homemade;new;creamy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,artist,famous;great;good;young;old;talented;local;modern;new;struggling
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,athlete,professional;amateur;young;old;talented;strong;fast;olympic;new;dedicated
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,chef,famous;great;good;young;old;talented;head;executive;new;sous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,doctor,good;family;young;old;new;experienced;general;heart;brain;best
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,engineer,civil;mechanical;electrical;young;old;new;experienced;design;software;chief
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,farmer,young;old;local;small;big;organic;family;new;dairy;vegetable
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,lawyer,good;young;old;new;experienced;corporate;criminal;family;local;best
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,musician,good;young;old;talented;local;famous;new;jazz;rock;classical
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,scientist,young;old;new;experienced;leading;research;brilliant;famous;chief;data
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,soldier,young;old;new;experienced;brave;trained;special;elite;common;injured
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,teacher,good;young;old;new;experienced;dedicated;high;school;primary;head
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Human Roles,writer,good;young;old;famous;new;experienced;local;professional;best;unknown
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,book,good;new;old;long;short;interesting;boring;popular;hardcover;paperback
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,bridge,long;short;old;new;high;low;stone;steel;suspension;wooden
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,drums,big;small;loud;new;old;electronic;acoustic;snare;bass;tom
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,earth,big;round;small;flat;new;old;green;blue;rocky;dry
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,flute,silver;wooden;long;short;new;old;high;low;concert;simple
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,key,new;old;spare;lost;front;door;small;big;master;important
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,knife,sharp;dull;new;old;kitchen;pocket;hunting;small;big;butter
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,lock,new;old;strong;weak;door;bike;combination;key;pad;secure
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,moon,full;new;bright;dark;big;small;crescent;waxing;waning;distant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,pen,blue;black;red;new;old;ballpoint;fountain;expensive;cheap;favorite
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;big;small;new;old;rising;setting;morning
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Inanimate Objects,sword,long;short;sharp;dull;new;old;steel;iron;samurai;medieval
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,cat,black;white;small;big;new;old;fluffy;stray;cute;friendly
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,dog,big;small;black;white;new;old;stray;cute;friendly;loyal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,dolphin,gray;small;big;new;old;playful;intelligent;wild;trained;bottlenose
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,elephant,big;gray;african;indian;new;old;wild;trained;baby;large
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,hamster,small;brown;cute;new;old;furry;pet;golden;syrian;dwarf
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,monkey,small;big;new;old;cute;playful;wild;trained;spider;chimpanzee
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,mouse,small;gray;white;new;old;wild;pet;cute;brown;field
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,peacock,colorful;beautiful;new;old;male;indian;green;blue;white;bright
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,rabbit,white;brown;small;big;new;old;wild;pet;cute;fluffy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,shark,big;dangerous;great;white;new;old;wild;small;hammerhead;tiger
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,snake,long;small;big;new;old;dangerous;green;black;brown;wild
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Neutral Animals,whale,big;blue;new;old;humpback;gray;killer;small;baleen;sperm
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,city,big;small;new;old;modern;historic;capital;coastal;industrial;beautiful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,desert,hot;dry;sandy;big;small;new;old;barren;arid;vast
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,forest,big;green;new;old;dense;tall;pine;tropical;national;thick
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,island,small;big;tropical;remote;new;old;volcanic;desert;caribbean;pacific
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,lake,big;small;deep;clear;blue;new;old;great;shallow;fresh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,mountain,big;high;tall;snow;capped;new;old;rocky;green;steep
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,ocean,big;deep;blue;new;old;pacific;atlantic;indian;arctic;southern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,plain,flat;wide;open;grassy;new;old;vast;empty;great;endless
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,plateau,high;flat;wide;new;old;dry;arid;rocky;desert;large
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,river,long;wide;big;small;new;old;deep;shallow;flowing;mighty
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,valley,green;wide;narrow;deep;new;old;scenic;beautiful;fertile;hidden
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Places,village,small;quiet;old;new;rural;peaceful;traditional;charming;isolated;nearby
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,cactus,green;tall;small;big;new;old;prickly;desert;sharp;flowering
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,eggplant,purple;big;small;new;old;fresh;long;round;ripe;organic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,flower,beautiful;colorful;red;white;yellow;new;old;small;big;fresh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,grass,green;short;long;new;old;dry;wet;lush;fresh;artificial
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C1,most frequent,Plants,lettuce,green;fresh;crisp;new;old;small;big;romaine;butter;iceberg
