Language,Response,Count,Percentage
KO # Korean,happy,2,1.67
KO # Korean,Your Answer: angry,2,1.67
KO # Korean,Your Answer: White,2,1.67
KO # Korean,violet,2,1.67
KO # Korean,Red,2,1.67
KO # Korean,red,2,1.67
KO # Korean,"[#4B0082,#800080]",2,1.67
KO # Korean,"[#008000,#00FF00]",2,1.67
KO # Korean,green,2,1.67
KO # Korean,Your Answer: orange,1,0.83
KO # Korean,White,1,0.83
KO # Korean,"[ #FF4500, #FFD700 ]",1,0.83
KO # Korean,"[#FF0000,#FF4040]",1,0.83
KO # Korean,"[#4B0082,#EE82EE]",1,0.83
KO # Korean,"[#FF4500, #FFA500]",1,0.83
KO # Korean,"[#FFFF00, #FFFFE0]",1,0.83
KO # Korean,sad,1,0.83
KO # Korean,Your Answer: violet,1,0.83
KO # Korean,"[#F0F0F0,#FFFFFF]",1,0.83
KO # Korean,orange,1,0.83
KO # Korean,Your Answer: Red,1,0.83
KO # Korean,"[#0000FF,#00B7EB]",1,0.83
KO # Korean,"[#800080,#EE82EE]",1,0.83
KO # Korean,angry,1,0.83
KO # Korean,"[#FFFFFF,#FFFFFF]",1,0.83
KO # Korean,"[4B0082, 6A5ACD]",1,0.83
KO # Korean,"[#000080, #ADD8E6]",1,0.83
KO # Korean,"[#FFFF00,#FFFF66]",1,0.83
KO # Korean,"[#FF0000, #800000]",1,0.83
KO # Korean,"[FFA500, FF7F00]",1,0.83
KO # Korean,Orange,1,0.83
KO # Korean,"[FF0000, FF6347]",1,0.83
KO # Korean,"[#FFD700,#FFFF00]",1,0.83
KO # Korean,"Your Answer: [008000,00FF00]",1,0.83
KO # Korean,"Your Answer: [#000080,#ADD8E6]",1,0.83
KO # Korean,"[#4B0082,#7B68EE]",1,0.83
KO # Korean,"[#F0F0F0, #FFFFFF]",1,0.83
KO # Korean,Your Answer: Yellow,1,0.83
LV # Latvian,Your Answer: calm,10,8.33
LV # Latvian,Your Answer: blue,9,7.5
LV # Latvian,blue,8,6.67
LV # Latvian,Your Answer: red,6,5.0
LV # Latvian,calm,5,4.17
LV # Latvian,Your Answer: yellow,5,4.17
LV # Latvian,Yellow,5,4.17
LV # Latvian,Your Answer: white,5,4.17
LV # Latvian,white,4,3.33
LV # Latvian,Your Answer: Blue,4,3.33
LV # Latvian,indigo,3,2.5
LV # Latvian,"[#008000,#00FF00]",3,2.5
LV # Latvian,green,3,2.5
LV # Latvian,Your Answer: green,3,2.5
LV # Latvian,Your Answer: happy,3,2.5
LV # Latvian,happy,3,2.5
LV # Latvian,red,2,1.67
LV # Latvian,"[#FF0000,#FF4040]",2,1.67
LV # Latvian,"[#800080,#EE82EE]",2,1.67
LV # Latvian,White,2,1.67
LV # Latvian,Your Answer: angry,2,1.67
LV # Latvian,Your Answer: orange,2,1.67
LV # Latvian,violet,2,1.67
LV # Latvian,yellow,2,1.67
LV # Latvian,"[#F0F0F0, #FFFFFF]",2,1.67
LV # Latvian,"Your

Your Answer: Blue",1,0.83
LV # Latvian,Your Answer: Red,1,0.83
LV # Latvian,Your Answer: White,1,0.83
LV # Latvian,"[FFFFFF, F5F5F5]",1,0.83
LV # Latvian,Your Answer: violet,1,0.83
LV # Latvian,"[#4B0082,#800080]",1,0.83
LV # Latvian,"[#0000FF,#00B7EB]",1,0.83
LV # Latvian,"[#FFFF00, #FFFFE0]",1,0.83
LV # Latvian,"[#FF4500,#FFA500]",1,0.83
LV # Latvian,Blue,1,0.83
LV # Latvian,"[""#FF6600"",""#FFD700""]",1,0.83
LV # Latvian,angry,1,0.83
LV # Latvian,"[4B0082, 6A0DAD]",1,0.83
LV # Latvian,"[#000080,#ADD8E6]",1,0.83
LV # Latvian,"[#FFFF00, #FFFF66]",1,0.83
LV # Latvian,"[#FFA500,#FF8C00]",1,0.83
LV # Latvian,Orange,1,0.83
LV # Latvian,"[#FFD700,#FFFF00]",1,0.83
LV # Latvian,"[#000080, #ADD8E6]",1,0.83
LV # Latvian,"[ #4B0082, #6A5ACD ]",1,0.83
LV # Latvian,"[ #990000, #FF0000 ]",1,0.83
LV # Latvian,"[7F00FF, EE82EE]",1,0.83
LV # Latvian,Your Answer: Yellow,1,0.83
PL # Polish,Your Answer: blue,12,10.0
PL # Polish,Your Answer: calm,9,7.5
PL # Polish,Your Answer: yellow,6,5.0
PL # Polish,blue,5,4.17
PL # Polish,calm,5,4.17
PL # Polish,Your Answer: white,5,4.17
PL # Polish,Blue,5,4.17
PL # Polish,Your Answer: red,5,4.17
PL # Polish,"[#008000,#00FF00]",3,2.5
PL # Polish,Your Answer: green,3,2.5
PL # Polish,Yellow,3,2.5
PL # Polish,Your Answer: happy,3,2.5
PL # Polish,happy,3,2.5
PL # Polish,indigo,3,2.5
PL # Polish,white,2,1.67
PL # Polish,"[#800000,#FF0000]",2,1.67
PL # Polish,Your Answer: White,2,1.67
PL # Polish,White,2,1.67
PL # Polish,green,2,1.67
PL # Polish,"[#4B0082,#800080]",2,1.67
PL # Polish,Your Answer: Blue,2,1.67
PL # Polish,red,2,1.67
PL # Polish,Your Answer: angry,2,1.67
PL # Polish,violet,2,1.67
PL # Polish,Your Answer: orange,2,1.67
PL # Polish,yellow,2,1.67
PL # Polish,Green,1,0.83
PL # Polish,Your Answer: Red,1,0.83
PL # Polish,"[F0F0F0,FFFFFF]",1,0.83
PL # Polish,Your Answer: violet,1,0.83
PL # Polish,"[#FF4500,#FFD700]",1,0.83
PL # Polish,"[#0000FF,#00B7EB]",1,0.83
PL # Polish,"[#FFFF00, #FFFFE0]",1,0.83
PL # Polish,"[#FF4500,#FFA500]",1,0.83
PL # Polish,"[#FF0000,#FF4040]",1,0.83
PL # Polish,"Your

Your Answer: red",1,0.83
PL # Polish,Red,1,0.83
PL # Polish,"[ #FFD700, #FFFF00 ]",1,0.83
PL # Polish,"[#F0F0F0,#FFFFFF]",1,0.83
PL # Polish,sad,1,0.83
PL # Polish,angry,1,0.83
PL # Polish,"[#FFFFFF, #FFFFFF]",1,0.83
PL # Polish,"[000080,ADD8E6]",1,0.83
PL # Polish,"[#800080,#EE82EE]",1,0.83
PL # Polish,"[4B0082, 6A0DAD]",1,0.83
PL # Polish,"[#000080,#ADD8E6]",1,0.83
PL # Polish,"[#FFFF00, #FFFF66]",1,0.83
PL # Polish,"[FFA500, FF7F00]",1,0.83
PL # Polish,orange,1,0.83
PL # Polish,"[ #4B0082, #6A5ACD ]",1,0.83
PL # Polish,"[#9400D3, #EE82EE]",1,0.83
PL # Polish,Your Answer: Yellow,1,0.83
PS # Pashto,Your Answer: blue,11,9.17
PS # Pashto,Your Answer: calm,10,8.33
PS # Pashto,Your Answer: yellow,6,5.0
PS # Pashto,Your Answer: red,6,5.0
PS # Pashto,Your Answer: Blue,4,3.33
PS # Pashto,Green,4,3.33
PS # Pashto,Your Answer: white,4,3.33
PS # Pashto,Your Answer: green,4,3.33
PS # Pashto,violet,4,3.33
PS # Pashto,red,3,2.5
PS # Pashto,happy,3,2.5
PS # Pashto,Yellow,3,2.5
PS # Pashto,Blue,3,2.5
PS # Pashto,Your Answer: happy,3,2.5
PS # Pashto,calm,3,2.5
PS # Pashto,"[#008000, #00FF00]",2,1.67
PS # Pashto,Your Answer: Red,2,1.67
PS # Pashto,White,2,1.67
PS # Pashto,Red,2,1.67
PS # Pashto,blue,2,1.67
PS # Pashto,green,2,1.67
PS # Pashto,white,2,1.67
PS # Pashto,indigo,2,1.67
PS # Pashto,"[#4B0082,#800080]",2,1.67
PS # Pashto,angry,1,0.83
PS # Pashto,"[#FFFF00, #FFFFE0]",1,0.83
PS # Pashto,"[#0000FF, #00B7EB]",1,0.83
PS # Pashto,Your Answer: orange,1,0.83
PS # Pashto,"[#FF0000, #FF4040]",1,0.83
PS # Pashto,"[FFFFFF, F5F5F5]",1,0.83
PS # Pashto,Sad,1,0.83
PS # Pashto,"[#008000,#00FF00]",1,0.83
PS # Pashto,Your Answer: White,1,0.83
PS # Pashto,Neutral,1,0.83
PS # Pashto,"[#FF4500, #FFA500]",1,0.83
PS # Pashto,"[#FFFF00,#FFFF66]",1,0.83
PS # Pashto,Angry,1,0.83
PS # Pashto,Your Answer: angry,1,0.83
PS # Pashto,orange,1,0.83
PS # Pashto,"[ #FF8000, #FFA500 ]",1,0.83
PS # Pashto,"[#FFD700, #FFFF00]",1,0.83
PS # Pashto,"[#00008B,#87CEEB]",1,0.83
PS # Pashto,"[#4B0082, #6A5ACD]",1,0.83
PS # Pashto,"[""#800080"",""#EE82EE""]",1,0.83
PS # Pashto,"[#F0F0F0,#FFFFFF]",1,0.83
PS # Pashto,"[#800000,#FF0000]",1,0.83
PS # Pashto,"[#FFFFFF,#FAFAFA]",1,0.83
PS # Pashto,Orange,1,0.83
PS # Pashto,"[FFA500, FF7F00]",1,0.83
PS # Pashto,yellow,1,0.83
PS # Pashto,"[ #FF0000, #FF6347 ]",1,0.83
PS # Pashto,"[#000080,#ADD8E6]",1,0.83
PS # Pashto,"[4B0082, 6A0DAD]",1,0.83
PS # Pashto,"[#800080,#EE82EE]",1,0.83
PS # Pashto,Your Answer: Yellow,1,0.83
PT # Portuguese,Your Answer: blue,12,10.0
PT # Portuguese,calm,9,7.5
PT # Portuguese,Your Answer: yellow,7,5.83
PT # Portuguese,Your Answer: calm,6,5.0
PT # Portuguese,Your Answer: white,5,4.17
PT # Portuguese,Your Answer: red,5,4.17
PT # Portuguese,Your Answer: Blue,5,4.17
PT # Portuguese,blue,5,4.17
PT # Portuguese,Your Answer: green,4,3.33
PT # Portuguese,Yellow,4,3.33
PT # Portuguese,happy,4,3.33
PT # Portuguese,indigo,3,2.5
PT # Portuguese,violet,3,2.5
PT # Portuguese,white,3,2.5
PT # Portuguese,Blue,3,2.5
PT # Portuguese,"[#008000,#00FF00]",2,1.67
PT # Portuguese,red,2,1.67
PT # Portuguese,yellow,2,1.67
PT # Portuguese,Your Answer: angry,2,1.67
PT # Portuguese,"[#4B0082,#800080]",2,1.67
PT # Portuguese,Your Answer: orange,1,0.83
PT # Portuguese,"[#FF4500,#FFA500]",1,0.83
PT # Portuguese,"[#FFFF00, #FFFFE0]",1,0.83
PT # Portuguese,"[#0000FF,#00B7EB]",1,0.83
PT # Portuguese,"[#FF0000,#FF4040]",1,0.83
PT # Portuguese,White,1,0.83
PT # Portuguese,Green,1,0.83
PT # Portuguese,"[FFFFFF, F5F5F5]",1,0.83
PT # Portuguese,Your Answer: White,1,0.83
PT # Portuguese,Your Answer: Red,1,0.83
PT # Portuguese,Happy,1,0.83
PT # Portuguese,angry,1,0.83
PT # Portuguese,"[#F0F0F0, #FFFFFF]",1,0.83
PT # Portuguese,"[#FFFF00, #FFEA00]",1,0.83
PT # Portuguese,"[#800080,#EE82EE]",1,0.83
PT # Portuguese,"[4B0082, 6A5ACD]",1,0.83
PT # Portuguese,orange,1,0.83
PT # Portuguese,"[ #FF4500, #FFA500 ]",1,0.83
PT # Portuguese,"[#FFD700, #FFFF00]",1,0.83
PT # Portuguese,"Your Answer: [""#008000"", ""#00FF00""]",1,0.83
PT # Portuguese,"[ #000080, #ADD8E6 ]",1,0.83
PT # Portuguese,"[#4B0082, #8A2BE2]",1,0.83
PT # Portuguese,"[#9400D3,#EE82EE]",1,0.83
PT # Portuguese,"[ #F0F0F0, #FFFFFF ]",1,0.83
PT # Portuguese,Your Answer: happy,1,0.83
PT # Portuguese,"[#800000,#FF0000]",1,0.83
PT # Portuguese,Orange,1,0.83
PT # Portuguese,"[FFA500, FF7F00]",1,0.83
PT # Portuguese,"Your Answer: [#EE0000, #FF0000]",1,0.83
PT # Portuguese,green,1,0.83
PT # Portuguese,"[#000080,#ADD8E6]",1,0.83
PT # Portuguese,Your Answer: Yellow,1,0.83
RU # Russian,Your Answer: blue,13,10.83
RU # Russian,calm,8,6.67
RU # Russian,Your Answer: red,7,5.83
RU # Russian,Your Answer: calm,7,5.83
RU # Russian,Your Answer: yellow,6,5.0
RU # Russian,Your Answer: white,5,4.17
RU # Russian,happy,4,3.33
RU # Russian,Blue,4,3.33
RU # Russian,blue,4,3.33
RU # Russian,Your Answer: Blue,3,2.5
RU # Russian,Your Answer: green,3,2.5
RU # Russian,"[#008000,#00FF00]",3,2.5
RU # Russian,indigo,3,2.5
RU # Russian,violet,3,2.5
RU # Russian,White,3,2.5
RU # Russian,Your Answer: White,2,1.67
RU # Russian,yellow,2,1.67
RU # Russian,Red,2,1.67
RU # Russian,red,2,1.67
RU # Russian,angry,2,1.67
RU # Russian,Your Answer: happy,2,1.67
RU # Russian,"[#4B0082,#800080]",2,1.67
RU # Russian,"[#FF0000, #FF4040]",1,0.83
RU # Russian,"[#FFFFFF,#FFFFFF]",1,0.83
RU # Russian,"[#FF4500, #FFA500]",1,0.83
RU # Russian,Yellow,1,0.83
RU # Russian,"[#FFFF00, #FFFFE0]",1,0.83
RU # Russian,Green,1,0.83
RU # Russian,"[#0000FF,#00B7EB]",1,0.83
RU # Russian,"[F0F0F0,FFFFFF]",1,0.83
RU # Russian,Your Answer: Red,1,0.83
RU # Russian,Your Answer: orange,1,0.83
RU # Russian,"[#FFFF00,#FFFF66]",1,0.83
RU # Russian,white,1,0.83
RU # Russian,Your Answer: angry,1,0.83
RU # Russian,orange,1,0.83
RU # Russian,"[ #FF7F00, #FFA500 ]",1,0.83
RU # Russian,"Your Answer: [#FFD700,#FFFF00]",1,0.83
RU # Russian,"Your Answer: [#00008B, #87CEEB]",1,0.83
RU # Russian,"[#4B0082,#9370DB]",1,0.83
RU # Russian,"[ #4B0082, #EE82EE ]",1,0.83
RU # Russian,"[#F0F0F0,#FFFFFF]",1,0.83
RU # Russian,Your Answer: Green,1,0.83
RU # Russian,"[#800080,#EE82EE]",1,0.83
RU # Russian,"[FF0000, FF6347]",1,0.83
RU # Russian,Orange,1,0.83
RU # Russian,"[FFA500, FF8C00]",1,0.83
RU # Russian,"[ #8B0000, #FF0000 ]",1,0.83
RU # Russian,green,1,0.83
RU # Russian,"[#000080,#ADD8E6]",1,0.83
RU # Russian,"[4B0082, 6A5ACD]",1,0.83
RU # Russian,Your Answer: Yellow,1,0.83
SQ # Albanian,Your Answer: blue,12,10.0
SQ # Albanian,Your Answer: calm,9,7.5
SQ # Albanian,Your Answer: white,7,5.83
SQ # Albanian,calm,6,5.0
SQ # Albanian,Your Answer: yellow,6,5.0
SQ # Albanian,Blue,5,4.17
SQ # Albanian,Your Answer: red,5,4.17
SQ # Albanian,Your Answer: green,4,3.33
SQ # Albanian,Your Answer: Blue,4,3.33
SQ # Albanian,happy,4,3.33
SQ # Albanian,"[#008000,#00FF00]",3,2.5
SQ # Albanian,blue,3,2.5
SQ # Albanian,violet,3,2.5
SQ # Albanian,White,3,2.5
SQ # Albanian,indigo,2,1.67
SQ # Albanian,Yellow,2,1.67
SQ # Albanian,Red,2,1.67
SQ # Albanian,Green,2,1.67
SQ # Albanian,Your Answer: Yellow,2,1.67
SQ # Albanian,Your Answer: angry,2,1.67
SQ # Albanian,Your Answer: happy,2,1.67
SQ # Albanian,"[#800080,#EE82EE]",2,1.67
SQ # Albanian,"[#FF0000, #FF4040]",1,0.83
SQ # Albanian,white,1,0.83
SQ # Albanian,Your Answer: orange,1,0.83
SQ # Albanian,"[#FF4500, #FFA500]",1,0.83
SQ # Albanian,"[#FFFF00, #FFFFE0]",1,0.83
SQ # Albanian,"[#0000FF,#00B7EB]",1,0.83
SQ # Albanian,"[#4B0082,#800080]",1,0.83
SQ # Albanian,"[FFFFFF, F5F5F5]",1,0.83
SQ # Albanian,angry,1,0.83
SQ # Albanian,Your Answer: White,1,0.83
SQ # Albanian,"[#F0F0F0,#FFFFFF]",1,0.83
SQ # Albanian,"[#FFFF00,#FFFF66]",1,0.83
SQ # Albanian,"[4B0082, 6A0DAD]",1,0.83
SQ # Albanian,"[#000080,#ADD8E6]",1,0.83
SQ # Albanian,orange,1,0.83
SQ # Albanian,"[#FF4500,#FFD700]",1,0.83
SQ # Albanian,"Your Answer: [#FFD700, #FFFF00]",1,0.83
SQ # Albanian,"[#0000FF,#87CEEB]",1,0.83
SQ # Albanian,Your Answer: indigo,1,0.83
SQ # Albanian,"[#4B0082,#663399]",1,0.83
SQ # Albanian,"[ #8A2BE2, #9400D3 ]",1,0.83
SQ # Albanian,"Your Answer: [#F0F0F0, #FFFFFF]",1,0.83
SQ # Albanian,red,1,0.83
SQ # Albanian,"[#800000,#FF0000]",1,0.83
SQ # Albanian,Orange,1,0.83
SQ # Albanian,"[#FFA500,#FF8C00]",1,0.83
SQ # Albanian,yellow,1,0.83
SQ # Albanian,"[ #FF0000, #800000 ]",1,0.83
SQ # Albanian,green,1,0.83
SQ # Albanian,Your Answer: Red,1,0.83
SW # Swahili,Your Answer: calm,8,6.67
SW # Swahili,calm,7,5.83
SW # Swahili,Blue,7,5.83
SW # Swahili,Your Answer: Blue,6,5.0
SW # Swahili,Your Answer: blue,6,5.0
SW # Swahili,Your Answer: white,5,4.17
SW # Swahili,Your Answer: yellow,4,3.33
SW # Swahili,Your Answer: green,4,3.33
SW # Swahili,Your Answer: red,4,3.33
SW # Swahili,Your Answer: happy,4,3.33
SW # Swahili,white,3,2.5
SW # Swahili,Yellow,3,2.5
SW # Swahili,Green,3,2.5
SW # Swahili,Your Answer: Yellow,3,2.5
SW # Swahili,red,3,2.5
SW # Swahili,blue,3,2.5
SW # Swahili,indigo,3,2.5
SW # Swahili,White,2,1.67
SW # Swahili,violet,2,1.67
SW # Swahili,"[#008000,#00FF00]",2,1.67
SW # Swahili,Your Answer: orange,2,1.67
SW # Swahili,Your Answer: White,2,1.67
SW # Swahili,Your Answer: angry,2,1.67
SW # Swahili,"[#800080,#EE82EE]",2,1.67
SW # Swahili,"[F0F0F0,FFFFFF]",1,0.83
SW # Swahili,"[#4B0082,#800080]",1,0.83
SW # Swahili,Your Answer: Green,1,0.83
SW # Swahili,Red,1,0.83
SW # Swahili,"[#0000FF, #00B7EB]",1,0.83
SW # Swahili,"[#FFFF00, #FFFFE0]",1,0.83
SW # Swahili,happy,1,0.83
SW # Swahili,"[#FFFFFF, #FAFAFA]",1,0.83
SW # Swahili,Happy,1,0.83
SW # Swahili,angry,1,0.83
SW # Swahili,"[#FF4500,#FFA500]",1,0.83
SW # Swahili,"[#FF0000, #FF4040]",1,0.83
SW # Swahili,"[#FFA500, #FF8C00]",1,0.83
SW # Swahili,"[#4B0082,#6A5ACD]",1,0.83
SW # Swahili,"[#7F00FF,#EE82EE]",1,0.83
SW # Swahili,"[ #FF8000, #FFA500 ]",1,0.83
SW # Swahili,"[#FFD700,#FFFF00]",1,0.83
SW # Swahili,"Your Answer: [#008000,#00FF00]",1,0.83
SW # Swahili,"[#0000FF, #ADD8E6]",1,0.83
SW # Swahili,"[ #4B0082, #7B68EE ]",1,0.83
SW # Swahili,Your Answer: violet,1,0.83
SW # Swahili,"[#F0F0F0,#FFFFFF]",1,0.83
SW # Swahili,"[#000080,#ADD8E6]",1,0.83
SW # Swahili,"[#800000,#FF0000]",1,0.83
SW # Swahili,Orange,1,0.83
SW # Swahili,"[ #FF0000, #800000 ]",1,0.83
SW # Swahili,yellow,1,0.83
SW # Swahili,"[#FFFF00, #FFD700]",1,0.83
SW # Swahili,green,1,0.83
SW # Swahili,Your Answer: Red,1,0.83
TH # Thai,Your Answer: blue,10,8.33
TH # Thai,Your Answer: calm,9,7.5
TH # Thai,Your Answer: red,6,5.0
TH # Thai,Your Answer: yellow,6,5.0
TH # Thai,blue,6,5.0
TH # Thai,calm,6,5.0
TH # Thai,white,5,4.17
TH # Thai,Your Answer: white,5,4.17
TH # Thai,Your Answer: Blue,4,3.33
TH # Thai,yellow,4,3.33
TH # Thai,Blue,3,2.5
TH # Thai,Your Answer: green,3,2.5
TH # Thai,Your Answer: happy,3,2.5
TH # Thai,happy,3,2.5
TH # Thai,red,3,2.5
TH # Thai,green,3,2.5
TH # Thai,"[#008000,#00FF00]",3,2.5
TH # Thai,violet,3,2.5
TH # Thai,Your Answer: angry,2,1.67
TH # Thai,"[#FF4500, #FFA500]",2,1.67
TH # Thai,Yellow,2,1.67
TH # Thai,"[#4B0082,#800080]",2,1.67
TH # Thai,indigo,2,1.67
TH # Thai,Your Answer: orange,2,1.67
TH # Thai,"[FFFFFF, F5F5F5]",1,0.83
TH # Thai,"[#800080,#EE82EE]",1,0.83
TH # Thai,"[#0000FF,#00B7EB]",1,0.83
TH # Thai,"[#FFFF00, #FFFFE0]",1,0.83
TH # Thai,"[#FF0000,#FF4040]",1,0.83
TH # Thai,Your Answer: White,1,0.83
TH # Thai,angry,1,0.83
TH # Thai,Your Answer: Red,1,0.83
TH # Thai,"[#FFFFFF,#FFFFFF]",1,0.83
TH # Thai,"[ #F0F0F0, #FFFFFF ]",1,0.83
TH # Thai,"[4B0082, 6A5ACD]",1,0.83
TH # Thai,"[#000080,#ADD8E6]",1,0.83
TH # Thai,"[#FFFF00,#FFFF66]",1,0.83
TH # Thai,"[FFA500, FF7F00]",1,0.83
TH # Thai,orange,1,0.83
TH # Thai,"[#800000,#FF0000]",1,0.83
TH # Thai,"[#FFD700, #FFFF00]",1,0.83
TH # Thai,"[ #800000, #FF0000 ]",1,0.83
TH # Thai,"[""#000080"", ""#87CEEB""]",1,0.83
TH # Thai,Your Answer: indigo,1,0.83
TH # Thai,"[#4B0082,#8A2BE2]",1,0.83
TH # Thai,"[#9400D3, #EE82EE]",1,0.83
TH # Thai,Your Answer: Yellow,1,0.83
TR # Turkish,Your Answer: blue,12,10.0
TR # Turkish,calm,9,7.5
TR # Turkish,Your Answer: yellow,7,5.83
TR # Turkish,Your Answer: calm,6,5.0
TR # Turkish,Your Answer: red,5,4.17
TR # Turkish,Blue,5,4.17
TR # Turkish,Your Answer: Blue,4,3.33
TR # Turkish,happy,4,3.33
TR # Turkish,white,3,2.5
TR # Turkish,Your Answer: White,3,2.5
TR # Turkish,"[#F0F0F0,#FFFFFF]",3,2.5
TR # Turkish,blue,3,2.5
TR # Turkish,Your Answer: white,3,2.5
TR # Turkish,Your Answer: green,3,2.5
TR # Turkish,"[#008000,#00FF00]",2,1.67
TR # Turkish,yellow,2,1.67
TR # Turkish,indigo,2,1.67
TR # Turkish,Your Answer: Red,2,1.67
TR # Turkish,violet,2,1.67
TR # Turkish,White,2,1.67
TR # Turkish,Red,2,1.67
TR # Turkish,"[#4B0082,#800080]",2,1.67
TR # Turkish,red,2,1.67
TR # Turkish,Your Answer: happy,2,1.67
TR # Turkish,Your Answer: angry,2,1.67
TR # Turkish,Your Answer: orange,2,1.67
TR # Turkish,green,2,1.67
TR # Turkish,"[ #FF4500, #FFA500 ]",1,0.83
TR # Turkish,"[#0000FF, #00B7EB]",1,0.83
TR # Turkish,"[#FFFF00, #FFFFE0]",1,0.83
TR # Turkish,"[#FF4500, #FFA500]",1,0.83
TR # Turkish,"[#FF0000, #FF4040]",1,0.83
TR # Turkish,"[#FFD700,#FFFF00]",1,0.83
TR # Turkish,Yellow,1,0.83
TR # Turkish,Green,1,0.83
TR # Turkish,"[#008000, #00FF00]",1,0.83
TR # Turkish,angry,1,0.83
TR # Turkish,"[#800080,#EE82EE]",1,0.83
TR # Turkish,"[#00008B,#ADD8E6]",1,0.83
TR # Turkish,"[4B0082, 6A0DAD]",1,0.83
TR # Turkish,Your Answer: indigo,1,0.83
TR # Turkish,"[#000080,#ADD8E6]",1,0.83
TR # Turkish,"[#4B0082,#660099]",1,0.83
TR # Turkish,Your Answer: violet,1,0.83
TR # Turkish,"[#FFFF00,#FFFF66]",1,0.83
TR # Turkish,"[#7F00FF,#EE82EE]",1,0.83
TR # Turkish,"[#FFA500,#FFC82F]",1,0.83
TR # Turkish,Orange,1,0.83
TR # Turkish,"[#FF0000,#BF0000]",1,0.83
TR # Turkish,"[800000,FF0000]",1,0.83
TR # Turkish,Your Answer: Yellow,1,0.83
UR # Urdu,Your Answer: calm,8,6.67
UR # Urdu,Your Answer: blue,8,6.67
UR # Urdu,Your Answer: Blue,7,5.83
UR # Urdu,Blue,7,5.83
UR # Urdu,calm,6,5.0
UR # Urdu,Your Answer: red,6,5.0
UR # Urdu,Your Answer: yellow,4,3.33
UR # Urdu,Your Answer: happy,4,3.33
UR # Urdu,indigo,3,2.5
UR # Urdu,Your Answer: Yellow,3,2.5
UR # Urdu,Your Answer: Red,3,2.5
UR # Urdu,Your Answer: white,3,2.5
UR # Urdu,Your Answer: green,3,2.5
UR # Urdu,Red,2,1.67
UR # Urdu,White,2,1.67
UR # Urdu,"[#4B0082,#800080]",2,1.67
UR # Urdu,"[#008000,#00FF00]",2,1.67
UR # Urdu,red,2,1.67
UR # Urdu,Green,2,1.67
UR # Urdu,yellow,2,1.67
UR # Urdu,Your Answer: angry,2,1.67
UR # Urdu,violet,2,1.67
UR # Urdu,Your Answer: orange,2,1.67
UR # Urdu,green,2,1.67
UR # Urdu,Your Answer: White,2,1.67
UR # Urdu,white,2,1.67
UR # Urdu,Orange,1,0.83
UR # Urdu,"[FFA500, FFBF00]",1,0.83
UR # Urdu,Your Answer: Green,1,0.83
UR # Urdu,"[ #FF8000, #FFA500 ]",1,0.83
UR # Urdu,Your Your Answer: calm,1,0.83
UR # Urdu,"[F0F0F0,FFFFFF]",1,0.83
UR # Urdu,Your Answer: violet,1,0.83
UR # Urdu,"Your Answer: [ #FFD700, #FFFF00 ]",1,0.83
UR # Urdu,"[#0000FF, #00B7EB]",1,0.83
UR # Urdu,"[#FFFF00, #FFFFE0]",1,0.83
UR # Urdu,"[#FF4500, #FFA500]",1,0.83
UR # Urdu,"[#FF0000, #FF4040]",1,0.83
UR # Urdu,"[#9400D3, #EE82EE]",1,0.83
UR # Urdu,"[ #006400, #00FF00 ]",1,0.83
UR # Urdu,Yellow,1,0.83
UR # Urdu,"[#000080, #87CEEB]",1,0.83
UR # Urdu,"[#4B0082,#9370DB]",1,0.83
UR # Urdu,"[#F0F0F0, #FFFFFF]",1,0.83
UR # Urdu,Happy,1,0.83
UR # Urdu,Angry,1,0.83
UR # Urdu,"[#FFFFFF,#FFFFFF]",1,0.83
UR # Urdu,"[#800080,#EE82EE]",1,0.83
UR # Urdu,"[4B0082, 6A0DAD]",1,0.83
UR # Urdu,"[#000080,#ADD8E6]",1,0.83
UR # Urdu,blue,1,0.83
UR # Urdu,"[FF0000, FF4040]",1,0.83
UR # Urdu,"[#FFFF00,#FFFF66]",1,0.83
UR # Urdu,"[ #FF0000, #800000 ]",1,0.83
UR # Urdu,happy,1,0.83
VI # Vietnamese,Your Answer: blue,10,8.33
VI # Vietnamese,calm,8,6.67
VI # Vietnamese,Your Answer: red,8,6.67
VI # Vietnamese,blue,7,5.83
VI # Vietnamese,Your Answer: calm,7,5.83
VI # Vietnamese,red,4,3.33
VI # Vietnamese,Your Answer: white,4,3.33
VI # Vietnamese,Your Answer: yellow,4,3.33
VI # Vietnamese,Your Answer: happy,4,3.33
VI # Vietnamese,Your Answer: Blue,4,3.33
VI # Vietnamese,Your Answer: green,4,3.33
VI # Vietnamese,indigo,3,2.5
VI # Vietnamese,happy,3,2.5
VI # Vietnamese,yellow,3,2.5
VI # Vietnamese,violet,2,1.67
VI # Vietnamese,Your Answer: orange,2,1.67
VI # Vietnamese,"[#008000,#00FF00]",2,1.67
VI # Vietnamese,green,2,1.67
VI # Vietnamese,Yellow,2,1.67
VI # Vietnamese,White,2,1.67
VI # Vietnamese,Blue,2,1.67
VI # Vietnamese,"[#F0F0F0,#FFFFFF]",2,1.67
VI # Vietnamese,Your Answer: Red,2,1.67
VI # Vietnamese,white,2,1.67
VI # Vietnamese,"[#4B0082,#800080]",2,1.67
VI # Vietnamese,"[#FF0000,#FF4040]",1,0.83
VI # Vietnamese,Your Answer: White,1,0.83
VI # Vietnamese,angry,1,0.83
