Language1,Language2,Language1 Gender System,Language2 Gender System,Gender Pairing,Average Noun Distance,NounCategory,Noun
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03274559974670404,Environmental Phenomena,rain
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04764920026063914,Environmental Phenomena,rainbow
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05005480088293545,Environmental Phenomena,snow
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.045713800564408234,Environmental Phenomena,storm
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04933080114424223,Environmental Phenomena,thunder
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04925199933350082,Environmental Phenomena,tide
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03776740022003643,Environmental Phenomena,volcano
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05469100065529345,Environmental Phenomena,wind
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.024110400490462737,Food Items,apple
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04130819924175731,Food Items,banana
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.047032001428306026,Food Items,beef
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.031663600727915735,Food Items,bread
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03897880055010313,Food Items,broccoli
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0570905996486544,Food Items,cheese
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0637877985835075,Food Items,chicken
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03353659920394418,Food Items,egg
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.051587601006030985,Food Items,fish
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06926740054041143,Food Items,pasta
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04658179841935631,Food Items,rice
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05444900151342152,Food Items,soup
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06756280101835725,Human Roles,artist
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03453739969838806,Human Roles,athlete
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04953020066022869,Human Roles,chef
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05495039895176883,Human Roles,doctor
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05779079906642434,Human Roles,engineer
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06150919906795022,Human Roles,farmer
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0852180019021034,Human Roles,lawyer
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07239499837160104,Human Roles,musician
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06122619919478885,Human Roles,scientist
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06384360007941721,Human Roles,soldier
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07325880080461498,Human Roles,teacher
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07533600032329556,Human Roles,writer
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05577240101993082,Inanimate Objects,book
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05737459994852538,Inanimate Objects,bridge
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06340720020234583,Inanimate Objects,drums
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.053159399703144976,Inanimate Objects,earth
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06752900034189221,Inanimate Objects,flute
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06603820025920863,Inanimate Objects,key
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06444200128316875,Inanimate Objects,knife
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0534755997359752,Inanimate Objects,lock
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0426174003630876,Inanimate Objects,moon
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07200300022959708,Inanimate Objects,pen
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04681139932945366,Inanimate Objects,sun
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08160220012068743,Inanimate Objects,sword
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.050915000028908204,Neutral Animals,cat
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.055588998645544,Neutral Animals,dog
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06894639916718003,Neutral Animals,dolphin
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06355379968881605,Neutral Animals,elephant
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.060839601233601506,Neutral Animals,hamster
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07801860161125657,Neutral Animals,monkey
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.09084100052714345,Neutral Animals,mouse
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08087799996137611,Neutral Animals,peacock
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07883839979767795,Neutral Animals,rabbit
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05952560082077976,Neutral Animals,shark
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07668200135231017,Neutral Animals,snake
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06612599864602084,Neutral Animals,whale
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.059100799262523575,Places,city
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03997239898890255,Places,desert
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04382440000772469,Places,forest
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06522760018706321,Places,island
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.059793401882052385,Places,lake
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04167279936373231,Places,mountain
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.043069401383399944,Places,ocean
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.045857400633394683,Places,plain
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03174560097672838,Places,plateau
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07112099975347516,Places,river
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.042567599937319706,Places,valley
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06665340103209014,Places,village
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04640979953110214,Plants,cactus
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03765719905495641,Plants,eggplant
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05478320084512229,Plants,flower
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04904740080237382,Plants,grass
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.048833001591265135,Plants,lettuce
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.052442398667335424,Plants,mushroom
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.048335399851202936,Plants,onion
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05222159959375857,Plants,pepper
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05483980178833002,Plants,potato
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.051494800671935015,Plants,rose
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04089280031621449,Plants,tomato
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04362040013074872,Plants,tree
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04607919864356514,Social Relationships,ally
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05685819834470748,Social Relationships,brother
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05405019894242285,Social Relationships,enemy
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05758919976651666,Social Relationships,father
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0753790009766817,Social Relationships,follower
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05734780058264728,Social Relationships,friend
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05930100139230486,Social Relationships,leader
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07190860025584696,Social Relationships,mother
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07032259888947004,Social Relationships,partner
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07500079944729804,Social Relationships,rival
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06332919895648952,Social Relationships,sister
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.041381799243390534,Social Relationships,stranger
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.12043059952557082,Spatial Concepts,above
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06921460106968876,Spatial Concepts,back
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07122600115835666,Spatial Concepts,below
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0893838003277778,Spatial Concepts,east
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.1013770021498203,Spatial Concepts,front
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08523959890007969,Spatial Concepts,inside
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.11079919859766957,Spatial Concepts,left
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.09615239799022672,Spatial Concepts,north
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.10840979889035222,Spatial Concepts,outside
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08261260017752642,Spatial Concepts,right
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.09387439936399457,Spatial Concepts,south
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.11039019897580143,Spatial Concepts,west
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05956579968333241,Time Concepts,century
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.063102800399065,Time Concepts,day
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06544719971716399,Time Concepts,evening
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05858740117400881,Time Concepts,hour
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.09452079981565471,Time Concepts,minute
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07044560015201565,Time Concepts,month
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06094119958579537,Time Concepts,morning
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06856100000441069,Time Concepts,night
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05891820117831227,Time Concepts,season
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.09025499857962127,Time Concepts,second
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06216340102255339,Time Concepts,week
BN,VI,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05349719896912572,Time Concepts,year
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03887139894068234,Abstract Concepts,anger
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.039320400357246356,Abstract Concepts,courage
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.021736400015652156,Abstract Concepts,fear
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03383740037679668,Abstract Concepts,freedom
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.029627000540494892,Abstract Concepts,happiness
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03984760083258151,Abstract Concepts,hate
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.027453999966382946,Abstract Concepts,honesty
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03498239964246746,Abstract Concepts,justice
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.053446601331233926,Abstract Concepts,knowledge
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04149259924888606,Abstract Concepts,love
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0462270006537437,Abstract Concepts,peace
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.058400399237871096,Abstract Concepts,wisdom
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03699259981513017,Cultural Artifacts,bell
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04897999912500379,Cultural Artifacts,candle
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.045876999571919395,Cultural Artifacts,carpet
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.043681800737977006,Cultural Artifacts,coin
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.042069799825549085,Cultural Artifacts,crown
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04772039949893949,Cultural Artifacts,flag
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05744360089302058,Cultural Artifacts,mask
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06459360085427754,Cultural Artifacts,necklace
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.037623200006782945,Cultural Artifacts,painting
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06817400008440012,Cultural Artifacts,ring
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0673340011388063,Cultural Artifacts,statue
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03533079996705051,Cultural Artifacts,vase
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0361820008605718,Environmental Phenomena,cloud
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03982559964060777,Environmental Phenomena,earthquake
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.058633198961615486,Environmental Phenomena,fog
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03417320065200324,Environmental Phenomena,lightning
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03401300050318236,Environmental Phenomena,rain
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.047342799976468036,Environmental Phenomena,rainbow
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0462518004700541,Environmental Phenomena,snow
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03862360045313833,Environmental Phenomena,storm
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.058810199424624406,Environmental Phenomena,thunder
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04523159973323343,Environmental Phenomena,tide
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04015219993889323,Environmental Phenomena,volcano
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05025739893317218,Environmental Phenomena,wind
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.034519600123167,Food Items,apple
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.040560200065374315,Food Items,banana
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03785419985651963,Food Items,beef
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03605420030653474,Food Items,bread
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0360735990107059,Food Items,broccoli
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04901020117104046,Food Items,cheese
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.044851200655102716,Food Items,chicken
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03568239994347092,Food Items,egg
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.056673200428485816,Food Items,fish
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.062067797780036925,Food Items,pasta
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07036140039563175,Food Items,rice
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04095059907842824,Food Items,soup
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07403059937059876,Human Roles,artist
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.03235700069774336,Human Roles,athlete
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05207260102033609,Human Roles,chef
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0664980016648769,Human Roles,doctor
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07458260133862492,Human Roles,engineer
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07361320219933984,Human Roles,farmer
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08205239921808241,Human Roles,lawyer
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06262879967689508,Human Roles,musician
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07941039875149722,Human Roles,scientist
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.061820198222994775,Human Roles,soldier
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0735364012420177,Human Roles,teacher
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07350360155105588,Human Roles,writer
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05779079943895333,Inanimate Objects,book
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.04885379932820796,Inanimate Objects,bridge
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06363459974527354,Inanimate Objects,drums
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08142160102725028,Inanimate Objects,earth
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06556960046291345,Inanimate Objects,flute
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05206160061061374,Inanimate Objects,key
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0660880006849765,Inanimate Objects,knife
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.05021299975771851,Inanimate Objects,lock
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.028637999668717364,Inanimate Objects,moon
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06967180036008352,Inanimate Objects,pen
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.041977400332689256,Inanimate Objects,sun
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07322800159454342,Inanimate Objects,sword
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.060521001927554566,Neutral Animals,cat
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06060339994728559,Neutral Animals,dog
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07676799856126305,Neutral Animals,dolphin
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06371900122612711,Neutral Animals,elephant
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06522199921309942,Neutral Animals,hamster
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08922820016741752,Neutral Animals,monkey
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.08277920037508009,Neutral Animals,mouse
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07415279932320115,Neutral Animals,peacock
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06533860005438319,Neutral Animals,rabbit
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07174460068345069,Neutral Animals,shark
BN,ZH,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06746479943394659,Neutral Animals,snake
