Language,Question,Response,Count,Percentage
FR # French,Which relationship best symbolizes unfamiliarity and neutrality?,stranger,3,2.08
FR # French,Which relationship intuitively symbolizes guidance and leadership?,father,2,1.39
FR # French,Which relationship intuitively symbolizes guidance and leadership?,leader,1,0.69
FR # French,Which relationship naturally conveys trust and reliability?,brother,2,1.39
FR # French,Which relationship naturally conveys trust and reliability?,friend,1,0.69
FR # French,Which role would you naturally associate with creativity and innovation?,artist,3,2.08
FR # French,Which spatial concept intuitively conveys security and comfort?,inside,3,2.08
FR # French,Which spatial concept symbolizes authority and prominence?,above,3,2.08
FR # French,Which time period naturally symbolizes stability and longevity?,century,3,2.08
FR # French,Which trait is most essential in a fair and balanced leader?,honesty,1,0.69
FR # French,Which trait is most essential in a fair and balanced leader?,justice,2,1.39
GA # Irish,Choose the artifact that you feel best represents personal artistic expression.,painting,3,2.08
GA # Irish,Choose the food that you feel represents simplicity and universal accessibility.,bread,3,2.08
GA # Irish,Choose the object you intuitively associate with exploration and discovery.,moon,3,2.08
GA # Irish,Choose the plant you intuitively associate with simplicity and modesty.,grass,3,2.08
GA # Irish,Choose the relationship most strongly associated with competition and conflict.,enemy,1,0.69
GA # Irish,Choose the relationship most strongly associated with competition and conflict.,rival,2,1.39
GA # Irish,Choose the role you believe is foundational for maintaining societal stability.,farmer,3,2.08
GA # Irish,Select the item you naturally link to security and protection.,key,1,0.69
GA # Irish,Select the item you naturally link to security and protection.,lock,2,1.39
GA # Irish,Select the phenomenon you feel is most strongly associated with power and awe in nature.,thunder,3,2.08
GA # Irish,Select the role that best represents discipline and resilience.,soldier,3,2.08
GA # Irish,Which abstract idea is most vital to inspiring widespread social change?,freedom,2,1.39
GA # Irish,Which abstract idea is most vital to inspiring widespread social change?,justice,1,0.69
GA # Irish,Which animal best symbolizes cleverness and adaptability?,monkey,1,0.69
GA # Irish,Which animal best symbolizes cleverness and adaptability?,snake,2,1.39
GA # Irish,Which animal most embodies strength and resilience in challenging environments?,dog,2,1.39
GA # Irish,Which animal most embodies strength and resilience in challenging environments?,elephant,1,0.69
GA # Irish,Which animal naturally symbolizes friendliness and companionship?,dog,3,2.08
GA # Irish,Which animal naturally symbolizes grace and subtlety in its movements?,cat,3,2.08
GA # Irish,Which artifact best represents the authority and legitimacy of leadership?,crown,3,2.08
GA # Irish,Which artifact best symbolizes national pride and collective identity?,flag,3,2.08
GA # Irish,Which concept intuitively conveys urgency and immediacy?,second,3,2.08
GA # Irish,Which concept naturally symbolizes new beginnings and opportunities?,morning,2,1.39
GA # Irish,Which concept naturally symbolizes new beginnings and opportunities?,year,1,0.69
GA # Irish,Which concept would you most associate with someone who consistently takes decisive action in critic,courage,3,2.08
GA # Irish,Which direction is most associated with openness and exploration?,outside,1,0.69
GA # Irish,Which direction is most associated with openness and exploration?,west,2,1.39
GA # Irish,Which direction naturally symbolizes progress and optimism?,east,2,1.39
GA # Irish,Which direction naturally symbolizes progress and optimism?,front,1,0.69
GA # Irish,Which environmental phenomenon most effectively symbolizes hope and renewal?,rain,1,0.69
GA # Irish,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow,2,1.39
GA # Irish,Which food item would you associate most closely with comfort and homeliness?,potato,3,2.08
GA # Irish,Which food would you naturally link to vitality and sustained energy?,banana,3,2.08
GA # Irish,Which item most strongly represents connection or overcoming barriers?,bridge,3,2.08
GA # Irish,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,Candle,1,0.69
GA # Irish,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,candle,2,1.39
GA # Irish,Which location best represents isolation and introspection?,island,3,2.08
GA # Irish,Which natural event most evokes a sense of mystery or the unknown?,fog,3,2.08
GA # Irish,Which object naturally symbolizes learning and intellectual pursuit?,book,3,2.08
GA # Irish,Which of these foods would you intuitively associate with abundance and prosperity?,beef,3,2.08
GA # Irish,Which period best symbolizes rest and introspection?,evening,1,0.69
GA # Irish,Which period best symbolizes rest and introspection?,night,2,1.39
GA # Irish,Which phenomenon most naturally symbolizes sudden change or disruption?,Lightning,1,0.69
GA # Irish,Which phenomenon most naturally symbolizes sudden change or disruption?,lightning,2,1.39
GA # Irish,Which place is most strongly associated with growth and abundance?,forest,1,0.69
GA # Irish,Which place is most strongly associated with growth and abundance?,river,1,0.69
GA # Irish,Which place is most strongly associated with growth and abundance?,valley,1,0.69
GA # Irish,Which place naturally evokes tranquility and relaxation?,island,1,0.69
GA # Irish,Which place naturally evokes tranquility and relaxation?,lake,2,1.39
GA # Irish,Which place symbolizes exploration and adventure?,ocean,3,2.08
GA # Irish,Which plant is most associated with beauty and emotional significance?,flower,1,0.69
GA # Irish,Which plant is most associated with beauty and emotional significance?,rose,2,1.39
GA # Irish,Which plant most naturally symbolizes strength and endurance in harsh conditions?,cactus,2,1.39
GA # Irish,Which plant most naturally symbolizes strength and endurance in harsh conditions?,potato,1,0.69
GA # Irish,Which plant symbolizes nourishment and sustenance?,potato,3,2.08
GA # Irish,Which profession do you feel is most inherently connected to guiding and mentoring others?,teacher,3,2.08
GA # Irish,Which quality is crucial for deep intellectual understanding of the world?,wisdom,3,2.08
GA # Irish,Which relationship best symbolizes unfamiliarity and neutrality?,stranger,3,2.08
GA # Irish,Which relationship intuitively symbolizes guidance and leadership?,father,3,2.08
GA # Irish,Which relationship naturally conveys trust and reliability?,brother,3,2.08
GA # Irish,Which role would you naturally associate with creativity and innovation?,artist,2,1.39
GA # Irish,Which role would you naturally associate with creativity and innovation?,writer,1,0.69
GA # Irish,Which spatial concept intuitively conveys security and comfort?,inside,3,2.08
GA # Irish,Which spatial concept symbolizes authority and prominence?,above,3,2.08
GA # Irish,Which time period naturally symbolizes stability and longevity?,century,3,2.08
GA # Irish,Which trait is most essential in a fair and balanced leader?,honesty,2,1.39
GA # Irish,Which trait is most essential in a fair and balanced leader?,justice,1,0.69
HE # Hebrew,Choose the artifact that you feel best represents personal artistic expression.,painting,3,2.08
HE # Hebrew,Choose the food that you feel represents simplicity and universal accessibility.,bread,3,2.08
HE # Hebrew,Choose the object you intuitively associate with exploration and discovery.,moon,3,2.08
HE # Hebrew,Choose the plant you intuitively associate with simplicity and modesty.,grass,3,2.08
HE # Hebrew,Choose the relationship most strongly associated with competition and conflict.,enemy,1,0.69
HE # Hebrew,Choose the relationship most strongly associated with competition and conflict.,rival,2,1.39
HE # Hebrew,Choose the role you believe is foundational for maintaining societal stability.,farmer,3,2.08
HE # Hebrew,Select the item you naturally link to security and protection.,lock,3,2.08
HE # Hebrew,Select the phenomenon you feel is most strongly associated with power and awe in nature.,thunder,1,0.69
HE # Hebrew,Select the phenomenon you feel is most strongly associated with power and awe in nature.,volcano,2,1.39
HE # Hebrew,Select the role that best represents discipline and resilience.,soldier,3,2.08
HE # Hebrew,Which abstract idea is most vital to inspiring widespread social change?,freedom,1,0.69
HE # Hebrew,Which abstract idea is most vital to inspiring widespread social change?,justice,2,1.39
HE # Hebrew,Which animal best symbolizes cleverness and adaptability?,monkey,1,0.69
HE # Hebrew,Which animal best symbolizes cleverness and adaptability?,snake,2,1.39
HE # Hebrew,Which animal most embodies strength and resilience in challenging environments?,elephant,3,2.08
HE # Hebrew,Which animal naturally symbolizes friendliness and companionship?,dog,3,2.08
HE # Hebrew,Which animal naturally symbolizes grace and subtlety in its movements?,cat,3,2.08
HE # Hebrew,Which artifact best represents the authority and legitimacy of leadership?,crown,3,2.08
HE # Hebrew,Which artifact best symbolizes national pride and collective identity?,flag,3,2.08
HE # Hebrew,Which concept intuitively conveys urgency and immediacy?,second,3,2.08
HE # Hebrew,Which concept naturally symbolizes new beginnings and opportunities?,morning,2,1.39
HE # Hebrew,Which concept naturally symbolizes new beginnings and opportunities?,year,1,0.69
HE # Hebrew,Which concept would you most associate with someone who consistently takes decisive action in critic,courage,3,2.08
HE # Hebrew,Which direction is most associated with openness and exploration?,outside,2,1.39
HE # Hebrew,Which direction is most associated with openness and exploration?,west,1,0.69
HE # Hebrew,Which direction naturally symbolizes progress and optimism?,east,2,1.39
HE # Hebrew,Which direction naturally symbolizes progress and optimism?,front,1,0.69
HE # Hebrew,Which environmental phenomenon most effectively symbolizes hope and renewal?,rain,1,0.69
HE # Hebrew,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow,2,1.39
HE # Hebrew,Which food item would you associate most closely with comfort and homeliness?,soup,3,2.08
HE # Hebrew,Which food would you naturally link to vitality and sustained energy?,banana,3,2.08
HE # Hebrew,Which item most strongly represents connection or overcoming barriers?,bridge,3,2.08
HE # Hebrew,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,candle,3,2.08
HE # Hebrew,Which location best represents isolation and introspection?,desert,3,2.08
HE # Hebrew,Which natural event most evokes a sense of mystery or the unknown?,fog,3,2.08
HE # Hebrew,Which object naturally symbolizes learning and intellectual pursuit?,book,3,2.08
HE # Hebrew,Which of these foods would you intuitively associate with abundance and prosperity?,beef,2,1.39
HE # Hebrew,Which of these foods would you intuitively associate with abundance and prosperity?,fish,1,0.69
HE # Hebrew,Which period best symbolizes rest and introspection?,evening,1,0.69
HE # Hebrew,Which period best symbolizes rest and introspection?,night,2,1.39
HE # Hebrew,Which phenomenon most naturally symbolizes sudden change or disruption?,earthquake,2,1.39
HE # Hebrew,Which phenomenon most naturally symbolizes sudden change or disruption?,lightning,1,0.69
HE # Hebrew,Which place is most strongly associated with growth and abundance?,river,2,1.39
HE # Hebrew,Which place is most strongly associated with growth and abundance?,valley,1,0.69
HE # Hebrew,Which place naturally evokes tranquility and relaxation?,lake,3,2.08
HE # Hebrew,Which place symbolizes exploration and adventure?,desert,1,0.69
HE # Hebrew,Which place symbolizes exploration and adventure?,ocean,2,1.39
HE # Hebrew,Which plant is most associated with beauty and emotional significance?,flower,1,0.69
HE # Hebrew,Which plant is most associated with beauty and emotional significance?,rose,2,1.39
HE # Hebrew,Which plant most naturally symbolizes strength and endurance in harsh conditions?,cactus,3,2.08
HE # Hebrew,Which plant symbolizes nourishment and sustenance?,potato,3,2.08
HE # Hebrew,Which profession do you feel is most inherently connected to guiding and mentoring others?,teacher,3,2.08
HE # Hebrew,Which quality is crucial for deep intellectual understanding of the world?,wisdom,3,2.08
HE # Hebrew,Which relationship best symbolizes unfamiliarity and neutrality?,stranger,3,2.08
HE # Hebrew,Which relationship intuitively symbolizes guidance and leadership?,father,3,2.08
HE # Hebrew,Which relationship naturally conveys trust and reliability?,brother,2,1.39
HE # Hebrew,Which relationship naturally conveys trust and reliability?,אח,1,0.69
HE # Hebrew,Which role would you naturally associate with creativity and innovation?,artist,3,2.08
HE # Hebrew,Which spatial concept intuitively conveys security and comfort?,inside,3,2.08
HE # Hebrew,Which spatial concept symbolizes authority and prominence?,above,3,2.08
HE # Hebrew,Which time period naturally symbolizes stability and longevity?,century,3,2.08
HE # Hebrew,Which trait is most essential in a fair and balanced leader?,honesty,1,0.69
HE # Hebrew,Which trait is most essential in a fair and balanced leader?,justice,2,1.39
HI # Hindi,Choose the artifact that you feel best represents personal artistic expression.,painting,3,2.08
HI # Hindi,Choose the food that you feel represents simplicity and universal accessibility.,rice,3,2.08
HI # Hindi,Choose the object you intuitively associate with exploration and discovery.,moon,3,2.08
HI # Hindi,Choose the plant you intuitively associate with simplicity and modesty.,grass,3,2.08
HI # Hindi,Choose the relationship most strongly associated with competition and conflict.,rival,3,2.08
HI # Hindi,Choose the role you believe is foundational for maintaining societal stability.,farmer,3,2.08
HI # Hindi,Select the item you naturally link to security and protection.,lock,3,2.08
HI # Hindi,Select the phenomenon you feel is most strongly associated with power and awe in nature.,thunder,2,1.39
HI # Hindi,Select the phenomenon you feel is most strongly associated with power and awe in nature.,volcano,1,0.69
HI # Hindi,Select the role that best represents discipline and resilience.,soldier,3,2.08
HI # Hindi,Which abstract idea is most vital to inspiring widespread social change?,freedom,2,1.39
HI # Hindi,Which abstract idea is most vital to inspiring widespread social change?,justice,1,0.69
HI # Hindi,Which animal best symbolizes cleverness and adaptability?,monkey,3,2.08
HI # Hindi,Which animal most embodies strength and resilience in challenging environments?,elephant,3,2.08
HI # Hindi,Which animal naturally symbolizes friendliness and companionship?,dog,3,2.08
HI # Hindi,Which animal naturally symbolizes grace and subtlety in its movements?,cat,2,1.39
HI # Hindi,Which animal naturally symbolizes grace and subtlety in its movements?,peacock,1,0.69
HI # Hindi,Which artifact best represents the authority and legitimacy of leadership?,crown,3,2.08
HI # Hindi,Which artifact best symbolizes national pride and collective identity?,flag,3,2.08
HI # Hindi,Which concept intuitively conveys urgency and immediacy?,second,3,2.08
HI # Hindi,Which concept naturally symbolizes new beginnings and opportunities?,morning,2,1.39
HI # Hindi,Which concept naturally symbolizes new beginnings and opportunities?,year,1,0.69
HI # Hindi,Which concept would you most associate with someone who consistently takes decisive action in critic,courage,3,2.08
HI # Hindi,Which direction is most associated with openness and exploration?,outside,3,2.08
HI # Hindi,Which direction naturally symbolizes progress and optimism?,east,3,2.08
HI # Hindi,Which environmental phenomenon most effectively symbolizes hope and renewal?,rain,1,0.69
HI # Hindi,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow,2,1.39
HI # Hindi,Which food item would you associate most closely with comfort and homeliness?,potato,2,1.39
HI # Hindi,Which food item would you associate most closely with comfort and homeliness?,soup,1,0.69
HI # Hindi,Which food would you naturally link to vitality and sustained energy?,banana,3,2.08
HI # Hindi,Which item most strongly represents connection or overcoming barriers?,bridge,3,2.08
HI # Hindi,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,bell,1,0.69
HI # Hindi,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,candle,2,1.39
HI # Hindi,Which location best represents isolation and introspection?,desert,2,1.39
HI # Hindi,Which location best represents isolation and introspection?,island,1,0.69
HI # Hindi,Which natural event most evokes a sense of mystery or the unknown?,fog,3,2.08
HI # Hindi,Which object naturally symbolizes learning and intellectual pursuit?,book,3,2.08
HI # Hindi,Which of these foods would you intuitively associate with abundance and prosperity?,egg,1,0.69
HI # Hindi,Which of these foods would you intuitively associate with abundance and prosperity?,fish,2,1.39
HI # Hindi,Which period best symbolizes rest and introspection?,evening,1,0.69
HI # Hindi,Which period best symbolizes rest and introspection?,night,2,1.39
HI # Hindi,Which phenomenon most naturally symbolizes sudden change or disruption?,earthquake,1,0.69
HI # Hindi,Which phenomenon most naturally symbolizes sudden change or disruption?,lightning,2,1.39
HI # Hindi,Which place is most strongly associated with growth and abundance?,plain,1,0.69
HI # Hindi,Which place is most strongly associated with growth and abundance?,river,2,1.39
HI # Hindi,Which place naturally evokes tranquility and relaxation?,lake,2,1.39
HI # Hindi,Which place naturally evokes tranquility and relaxation?,village,1,0.69
HI # Hindi,Which place symbolizes exploration and adventure?,mountain,1,0.69
HI # Hindi,Which place symbolizes exploration and adventure?,ocean,2,1.39
HI # Hindi,Which plant is most associated with beauty and emotional significance?,flower,1,0.69
HI # Hindi,Which plant is most associated with beauty and emotional significance?,rose,2,1.39
HI # Hindi,Which plant most naturally symbolizes strength and endurance in harsh conditions?,cactus,3,2.08
HI # Hindi,Which plant symbolizes nourishment and sustenance?,potato,3,2.08
HI # Hindi,Which profession do you feel is most inherently connected to guiding and mentoring others?,teacher,3,2.08
HI # Hindi,Which quality is crucial for deep intellectual understanding of the world?,wisdom,3,2.08
HI # Hindi,Which relationship best symbolizes unfamiliarity and neutrality?,stranger,3,2.08
HI # Hindi,Which relationship intuitively symbolizes guidance and leadership?,father,3,2.08
HI # Hindi,Which relationship naturally conveys trust and reliability?,brother,2,1.39
HI # Hindi,Which relationship naturally conveys trust and reliability?,friend,1,0.69
HI # Hindi,Which role would you naturally associate with creativity and innovation?,artist,3,2.08
HI # Hindi,Which spatial concept intuitively conveys security and comfort?,inside,3,2.08
HI # Hindi,Which spatial concept symbolizes authority and prominence?,above,3,2.08
HI # Hindi,Which time period naturally symbolizes stability and longevity?,century,3,2.08
HI # Hindi,Which trait is most essential in a fair and balanced leader?,honesty,3,2.08
IT # Italian,Choose the artifact that you feel best represents personal artistic expression.,painting,3,2.08
IT # Italian,Choose the food that you feel represents simplicity and universal accessibility.,bread,1,0.69
IT # Italian,Choose the food that you feel represents simplicity and universal accessibility.,pasta,2,1.39
IT # Italian,Choose the object you intuitively associate with exploration and discovery.,moon,3,2.08
IT # Italian,Choose the plant you intuitively associate with simplicity and modesty.,grass,3,2.08
IT # Italian,Choose the relationship most strongly associated with competition and conflict.,rival,3,2.08
IT # Italian,Choose the role you believe is foundational for maintaining societal stability.,farmer,3,2.08
IT # Italian,Select the item you naturally link to security and protection.,lock,3,2.08
IT # Italian,Select the phenomenon you feel is most strongly associated with power and awe in nature.,volcano,3,2.08
IT # Italian,Select the role that best represents discipline and resilience.,soldier,3,2.08
IT # Italian,Which abstract idea is most vital to inspiring widespread social change?,freedom,2,1.39
IT # Italian,Which abstract idea is most vital to inspiring widespread social change?,justice,1,0.69
IT # Italian,Which animal best symbolizes cleverness and adaptability?,monkey,2,1.39
IT # Italian,Which animal best symbolizes cleverness and adaptability?,snake,1,0.69
IT # Italian,Which animal most embodies strength and resilience in challenging environments?,elephant,3,2.08
IT # Italian,Which animal naturally symbolizes friendliness and companionship?,dog,3,2.08
IT # Italian,Which animal naturally symbolizes grace and subtlety in its movements?,cat,3,2.08
IT # Italian,Which artifact best represents the authority and legitimacy of leadership?,crown,3,2.08
IT # Italian,Which artifact best symbolizes national pride and collective identity?,flag,3,2.08
IT # Italian,Which concept intuitively conveys urgency and immediacy?,second,3,2.08
IT # Italian,Which concept naturally symbolizes new beginnings and opportunities?,morning,1,0.69
IT # Italian,Which concept naturally symbolizes new beginnings and opportunities?,year,2,1.39
IT # Italian,Which concept would you most associate with someone who consistently takes decisive action in critic,courage,3,2.08
IT # Italian,Which direction is most associated with openness and exploration?,outside,3,2.08
IT # Italian,Which direction naturally symbolizes progress and optimism?,east,1,0.69
IT # Italian,Which direction naturally symbolizes progress and optimism?,front,2,1.39
IT # Italian,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow,3,2.08
IT # Italian,Which food item would you associate most closely with comfort and homeliness?,bread,1,0.69
IT # Italian,Which food item would you associate most closely with comfort and homeliness?,soup,2,1.39
IT # Italian,Which food would you naturally link to vitality and sustained energy?,banana,3,2.08
IT # Italian,Which item most strongly represents connection or overcoming barriers?,bridge,3,2.08
IT # Italian,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,candle,3,2.08
IT # Italian,Which location best represents isolation and introspection?,island,3,2.08
IT # Italian,Which natural event most evokes a sense of mystery or the unknown?,fog,3,2.08
IT # Italian,Which object naturally symbolizes learning and intellectual pursuit?,book,3,2.08
IT # Italian,Which of these foods would you intuitively associate with abundance and prosperity?,beef,3,2.08
IT # Italian,Which period best symbolizes rest and introspection?,evening,1,0.69
IT # Italian,Which period best symbolizes rest and introspection?,night,2,1.39
IT # Italian,Which phenomenon most naturally symbolizes sudden change or disruption?,earthquake,2,1.39
IT # Italian,Which phenomenon most naturally symbolizes sudden change or disruption?,lightning,1,0.69
IT # Italian,Which place is most strongly associated with growth and abundance?,forest,1,0.69
IT # Italian,Which place is most strongly associated with growth and abundance?,plain,1,0.69
IT # Italian,Which place is most strongly associated with growth and abundance?,river,1,0.69
IT # Italian,Which place naturally evokes tranquility and relaxation?,lake,3,2.08
IT # Italian,Which place symbolizes exploration and adventure?,ocean,3,2.08
IT # Italian,Which plant is most associated with beauty and emotional significance?,flower,1,0.69
IT # Italian,Which plant is most associated with beauty and emotional significance?,rose,2,1.39
IT # Italian,Which plant most naturally symbolizes strength and endurance in harsh conditions?,cactus,3,2.08
IT # Italian,Which plant symbolizes nourishment and sustenance?,potato,3,2.08
IT # Italian,Which profession do you feel is most inherently connected to guiding and mentoring others?,teacher,3,2.08
IT # Italian,Which quality is crucial for deep intellectual understanding of the world?,wisdom,3,2.08
IT # Italian,Which relationship best symbolizes unfamiliarity and neutrality?,stranger,3,2.08
IT # Italian,Which relationship intuitively symbolizes guidance and leadership?,father,3,2.08
IT # Italian,Which relationship naturally conveys trust and reliability?,brother,2,1.39
IT # Italian,Which relationship naturally conveys trust and reliability?,friend,1,0.69
IT # Italian,Which role would you naturally associate with creativity and innovation?,artist,3,2.08
IT # Italian,Which spatial concept intuitively conveys security and comfort?,inside,3,2.08
IT # Italian,Which spatial concept symbolizes authority and prominence?,above,3,2.08
IT # Italian,Which time period naturally symbolizes stability and longevity?,century,3,2.08
IT # Italian,Which trait is most essential in a fair and balanced leader?,honesty,2,1.39
IT # Italian,Which trait is most essential in a fair and balanced leader?,justice,1,0.69
JA # Japanese,Choose the artifact that you feel best represents personal artistic expression.,painting,3,2.08
JA # Japanese,Choose the food that you feel represents simplicity and universal accessibility.,rice,3,2.08
JA # Japanese,Choose the object you intuitively associate with exploration and discovery.,moon,3,2.08
JA # Japanese,Choose the plant you intuitively associate with simplicity and modesty.,grass,3,2.08
JA # Japanese,Choose the relationship most strongly associated with competition and conflict.,rival,3,2.08
JA # Japanese,Choose the role you believe is foundational for maintaining societal stability.,farmer,3,2.08
JA # Japanese,Select the item you naturally link to security and protection.,lock,3,2.08
JA # Japanese,Select the phenomenon you feel is most strongly associated with power and awe in nature.,volcano,3,2.08
JA # Japanese,Select the role that best represents discipline and resilience.,soldier,3,2.08
JA # Japanese,Which abstract idea is most vital to inspiring widespread social change?,freedom,1,0.69
JA # Japanese,Which abstract idea is most vital to inspiring widespread social change?,justice,2,1.39
JA # Japanese,Which animal best symbolizes cleverness and adaptability?,monkey,3,2.08
JA # Japanese,Which animal most embodies strength and resilience in challenging environments?,elephant,3,2.08
JA # Japanese,Which animal naturally symbolizes friendliness and companionship?,dog,3,2.08
JA # Japanese,Which animal naturally symbolizes grace and subtlety in its movements?,cat,3,2.08
JA # Japanese,Which artifact best represents the authority and legitimacy of leadership?,crown,3,2.08
JA # Japanese,Which artifact best symbolizes national pride and collective identity?,flag,3,2.08
JA # Japanese,Which concept intuitively conveys urgency and immediacy?,second,3,2.08
JA # Japanese,Which concept naturally symbolizes new beginnings and opportunities?,morning,1,0.69
JA # Japanese,Which concept naturally symbolizes new beginnings and opportunities?,year,2,1.39
JA # Japanese,Which concept would you most associate with someone who consistently takes decisive action in critic,courage,3,2.08
JA # Japanese,Which direction is most associated with openness and exploration?,outside,2,1.39
JA # Japanese,Which direction is most associated with openness and exploration?,west,1,0.69
JA # Japanese,Which direction naturally symbolizes progress and optimism?,east,3,2.08
JA # Japanese,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow,3,2.08
JA # Japanese,Which food item would you associate most closely with comfort and homeliness?,soup,3,2.08
JA # Japanese,Which food would you naturally link to vitality and sustained energy?,banana,3,2.08
JA # Japanese,Which item most strongly represents connection or overcoming barriers?,bridge,3,2.08
JA # Japanese,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,bell,1,0.69
JA # Japanese,Which item would you most naturally associate with rituals or ceremonies that mark significant life ,candle,2,1.39
JA # Japanese,Which location best represents isolation and introspection?,island,3,2.08
JA # Japanese,Which natural event most evokes a sense of mystery or the unknown?,fog,3,2.08
JA # Japanese,Which object naturally symbolizes learning and intellectual pursuit?,book,3,2.08
JA # Japanese,Which of these foods would you intuitively associate with abundance and prosperity?,fish,3,2.08
JA # Japanese,Which period best symbolizes rest and introspection?,evening,1,0.69
JA # Japanese,Which period best symbolizes rest and introspection?,night,2,1.39
JA # Japanese,Which phenomenon most naturally symbolizes sudden change or disruption?,earthquake,3,2.08
JA # Japanese,Which place is most strongly associated with growth and abundance?,forest,3,2.08
JA # Japanese,Which place naturally evokes tranquility and relaxation?,lake,3,2.08
JA # Japanese,Which place symbolizes exploration and adventure?,ocean,3,2.08
JA # Japanese,Which plant is most associated with beauty and emotional significance?,flower,1,0.69
JA # Japanese,Which plant is most associated with beauty and emotional significance?,rose,2,1.39
JA # Japanese,Which plant most naturally symbolizes strength and endurance in harsh conditions?,cactus,3,2.08
JA # Japanese,Which plant symbolizes nourishment and sustenance?,potato,3,2.08
JA # Japanese,Which profession do you feel is most inherently connected to guiding and mentoring others?,teacher,3,2.08
JA # Japanese,Which quality is crucial for deep intellectual understanding of the world?,wisdom,3,2.08
JA # Japanese,Which relationship best symbolizes unfamiliarity and neutrality?,stranger,3,2.08
JA # Japanese,Which relationship intuitively symbolizes guidance and leadership?,father,2,1.39
JA # Japanese,Which relationship intuitively symbolizes guidance and leadership?,leader,1,0.69
JA # Japanese,Which relationship naturally conveys trust and reliability?,brother,2,1.39
JA # Japanese,Which relationship naturally conveys trust and reliability?,friend,1,0.69
JA # Japanese,Which role would you naturally associate with creativity and innovation?,artist,3,2.08
JA # Japanese,Which spatial concept intuitively conveys security and comfort?,inside,3,2.08
JA # Japanese,Which spatial concept symbolizes authority and prominence?,above,3,2.08
JA # Japanese,Which time period naturally symbolizes stability and longevity?,century,3,2.08
JA # Japanese,Which trait is most essential in a fair and balanced leader?,honesty,2,1.39
JA # Japanese,Which trait is most essential in a fair and balanced leader?,"honesty, I’m thinking about this question in Japanese first. 公平でバランスの取れたリーダーにとって最も重要な特性は何だろう？選択肢は「幸福」「憎しみ」「正直さ」「正義」。日本文化では、リーダーは公正で信頼できる存在であるべきとされることが多い。正直さ（honesty）は信頼を築く基盤だし、正義（justice）も公平さを保つために重要。でも、直感的には「正義」がリーダーシップにおいてより核心的な価値として感じられる。リーダーが正義感を持っていれば、公平な判断ができ、みんなが納得する方向に導けると思う。

Answer: justice",1,0.69
KO # Korean,Choose the artifact that you feel best represents personal artistic expression.,painting,3,2.08
KO # Korean,Choose the food that you feel represents simplicity and universal accessibility.,rice,3,2.08
KO # Korean,Choose the object you intuitively associate with exploration and discovery.,moon,3,2.08
KO # Korean,Choose the plant you intuitively associate with simplicity and modesty.,grass,3,2.08
KO # Korean,Choose the relationship most strongly associated with competition and conflict.,enemy,2,1.39
KO # Korean,Choose the relationship most strongly associated with competition and conflict.,rival,1,0.69
KO # Korean,Choose the role you believe is foundational for maintaining societal stability.,farmer,3,2.08
KO # Korean,Select the item you naturally link to security and protection.,lock,3,2.08
KO # Korean,Select the phenomenon you feel is most strongly associated with power and awe in nature.,volcano,3,2.08
KO # Korean,Select the role that best represents discipline and resilience.,soldier,3,2.08
KO # Korean,Which abstract idea is most vital to inspiring widespread social change?,freedom,1,0.69
KO # Korean,Which abstract idea is most vital to inspiring widespread social change?,justice,2,1.39
KO # Korean,Which animal best symbolizes cleverness and adaptability?,monkey,3,2.08
KO # Korean,Which animal most embodies strength and resilience in challenging environments?,elephant,3,2.08
KO # Korean,Which animal naturally symbolizes friendliness and companionship?,dog,3,2.08
KO # Korean,Which animal naturally symbolizes grace and subtlety in its movements?,Answer: cat,1,0.69
KO # Korean,Which animal naturally symbolizes grace and subtlety in its movements?,cat,2,1.39
KO # Korean,Which artifact best represents the authority and legitimacy of leadership?,crown,3,2.08
KO # Korean,Which artifact best symbolizes national pride and collective identity?,flag,3,2.08
KO # Korean,Which concept intuitively conveys urgency and immediacy?,second,3,2.08
KO # Korean,Which concept naturally symbolizes new beginnings and opportunities?,morning,1,0.69
KO # Korean,Which concept naturally symbolizes new beginnings and opportunities?,year,2,1.39
KO # Korean,Which concept would you most associate with someone who consistently takes decisive action in critic,courage,3,2.08
KO # Korean,Which direction is most associated with openness and exploration?,outside,2,1.39
KO # Korean,Which direction is most associated with openness and exploration?,west,1,0.69
KO # Korean,Which direction naturally symbolizes progress and optimism?,east,2,1.39
KO # Korean,Which direction naturally symbolizes progress and optimism?,front,1,0.69
KO # Korean,Which environmental phenomenon most effectively symbolizes hope and renewal?,rainbow,3,2.08
KO # Korean,Which food item would you associate most closely with comfort and homeliness?,soup,3,2.08
KO # Korean,Which food would you naturally link to vitality and sustained energy?,banana,3,2.08
KO # Korean,Which item most strongly represents connection or overcoming barriers?,bridge,3,2.08
