Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,intense;boiling;sudden;deep;raw;suppressed;righteous;blind;explosive;simmering
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;seismic;minor;destructive;underground;massive;shallow;frequent
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,fog,thick;dense;misty;rolling;early-morning;chilling;persistent;light;coastal;eerie
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,lightning,bright;striking;forked;sudden;electrical;distant;powerful;flashing;nighttime;dramatic
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;seasonal;cold;tropical;relentless;misty
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;spectacular;arched;post-rain;bright;fleeting;natural
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;drifting;melting;deep;fluffy;wet;seasonal;pristine
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,storm,violent;brewing;fierce;tropical;electrical;sudden;howling;massive;winter;approaching
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;explosive
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;powerful;gentle
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;towering;dangerous;volcanic
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;gusty;warm;steady;brisk;easterly;turbulent
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,apple,red;juicy;fresh;green;crisp;ripe;sweet;tart;organic;shiny
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,banana,yellow;ripe;fresh;peeled;sweet;green;curved;organic;soft;tropical
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,beef,tender;lean;grilled;fresh;ground;rare;fatty;organic;juicy;seasoned
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;crusty;soft;homemade;toasted;white;artisanal
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;raw;frozen;tender;floreted;nutritious
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,chicken,grilled;fresh;roasted;organic;tender;fried;boneless;spicy;free-range;seasoned
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,egg,fresh;boiled;scrambled;organic;brown;white;cracked;fried;large;runny
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;salted;frozen;oily;raw;seasoned
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;stuffed;sauced;wheat;colorful;Italian
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,rice,steamed;white;brown;cooked;fluffy;sticky;wild;basmati;aromatic;long-grain
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,artist,talented;creative;famous;struggling;visionary;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;experienced;talented;creative;meticulous
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,doctor,skilled;experienced;dedicated;specialist;caring;emergency;renowned;young;competent;trustworthy
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;dedicated;software;talented;practical
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;dedicated;rural;skilled;family;sustainable;traditional
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,lawyer,experienced;corporate;defense;skilled;ethical;ambitious;trial;reputable;young;criminal
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,musician,talented;famous;classical;rock;dedicated;emerging;skilled;jazz;passionate;indie
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;theoretical;experienced;young;acclaimed;curious
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,soldier,brave;trained;elite;veteran;disciplined;young;combat;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;creative;elementary;passionate;skilled;young;knowledgeable
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Human Roles,writer,talented;prolific;famous;aspiring;creative;mystery;dedicated;poetic;skilled;freelance
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,book,old;new;bestselling;hardcover;paperback;educational;fictional;thick;illustrated;rare
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,bridge,old;wooden;steel;suspension;ancient;modern;arched;long;iconic;rickety
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;acoustic;shiny;vintage
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;living;vast;green;solid;rotating;mysterious
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;shiny;professional;small;bamboo;sweet-sounding;ornate
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;old;skeleton;modern;locked
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,knife,sharp;kitchen;rusty;pocket;silver;ancient;dull;ceremonial;folding;deadly
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,lock,rusty;secure;electronic;old;combination;modern;broken;padlock;keyed;sturdy
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;silvery;distant;glowing;mysterious;blood
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;colorful;leaking;fine-tipped;antique;disposable
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;golden;midday;distant;scorching;radiant;summer
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Inanimate Objects,sword,sharp;ancient;medieval;ceremonial;steel;enchanted;long;rusty;decorative;deadly
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,cat,fluffy;black;playful;stray;domestic;wild;lazy;curious;orange;sleek
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,dog,loyal;big;small;playful;trained;stray;energetic;friendly;barking;furry
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;marine;graceful;wild;bottlenose;leaping;social;endangered;swift
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,elephant,large;gray;wild;majestic;endangered;African;intelligent;gentle;trumpeting;tusked
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;pet;golden;active;tiny
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,monkey,playful;wild;agile;curious;small;intelligent;swinging;mischievous;tropical;furry
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;computer;furry;squeaky;pet;electronic;quick
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,peacock,colorful;majestic;wild;proud;feathered;exotic;strutting;beautiful;male;royal
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,rabbit,fluffy;white;wild;pet;hopping;fast;cute;furry;eastern;timid
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,shark,great;white;dangerous;marine;predatory;fast;aggressive;deep-sea;sleek;fearsome
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,snake,venomous;long;slithering;wild;colorful;coiled;dangerous;pet;green;constrictor
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Neutral Animals,whale,massive;blue;migrating;endangered;marine;singing;graceful;deep-diving;intelligent;ancient
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;historic;sprawling;vibrant;industrial;quiet
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,desert,vast;sandy;arid;hot;barren;remote;golden;windswept;endless;harsh
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,forest,dense;ancient;green;tropical;dark;lush;enchanted;quiet;vast;misty
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,island,tropical;remote;volcanic;deserted;green;sandy;inhabited;small;exotic;rocky
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,lake,deep;clear;frozen;scenic;freshwater;vast;tranquil;mountain;polluted;shimmering
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,mountain,tall;snowy;rugged;ancient;volcanic;majestic;steep;green;remote;foggy
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;endless;salty;tropical;mysterious;turbulent
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,plain,vast;flat;grassy;fertile;dry;endless;open;rolling;green;barren
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;green;remote
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,river,wide;flowing;muddy;clear;winding;deep;swift;ancient;frozen;scenic
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,valley,deep;green;fertile;narrow;scenic;hidden;mountainous;lush;dry;peaceful
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Places,village,quaint;rural;small;peaceful;ancient;coastal;fishing;mountain;historic;sleepy
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,cactus,spiky;desert;tall;green;flowering;prickly;hardy;small;exotic;drought-resistant
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,eggplant,purple;fresh;shiny;large;organic;grilled;ripe;smooth;vegetable;dark
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;blooming;exotic;red;delicate;garden;wilted
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,grass,green;lush;tall;wet;dry;mowed;wild;soft;overgrown;fresh
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,lettuce,fresh;crisp;green;organic;leafy;salad;washed;wilted;romaine;iceberg
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,mushroom,wild;edible;poisonous;fresh;button;dried;large;organic;fungi;caps
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,onion,fresh;red;white;sliced;pungent;organic;raw;dried;sweet;large
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,pepper,spicy;red;green;fresh;bell;ground;hot;organic;sliced;sweet
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,potato,fresh;baked;mashed;organic;small;large;peeled;fried;starchy;sweet
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;blooming;wild;white;garden;delicate;hybrid
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,tomato,red;ripe;fresh;juicy;organic;sliced;cherry;vine-ripened;raw;plump
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Plants,tree,tall;ancient;green;oak;fruit-bearing;shady;fallen;evergreen;blooming;sturdy
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,ally,reliable;strong;faithful;strategic;trusted;powerful;loyal;supportive;key;steadfast
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,brother,older;younger;protective;loving;twin;estranged;supportive;mischievous;caring;biological
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,enemy,sworn;bitter;formidable;ancient;dangerous;ruthless;hidden;powerful;mortal;declared
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,father,loving;strict;absent;biological;supportive;hardworking;proud;adoptive;caring;distant
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;cult;social;ardent;obedient
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,friend,close;loyal;old;new;trustworthy;fun;supportive;childhood;best;reliable
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,leader,charismatic;strong;visionary;effective;democratic;authoritarian;inspirational;competent;natural;elected
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,mother,loving;caring;strict;single;biological;nurturing;adoptive;protective;hardworking;devoted
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,partner,business;romantic;reliable;equal;supportive;professional;trusted;life;creative;committed
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,rival,fierce;corporate;athletic;bitter;longstanding;competitive;worthy;direct;professional;challenging
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,sister,younger;older;protective;loving;twin;estranged;supportive;caring;biological;fun-loving
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Social Relationships,stranger,mysterious;unknown;dangerous;friendly;passing;foreign;helpful;suspicious;wandering;enigmatic
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;uppermost;celestial;dominant;soaring;topmost;overhanging
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,back,rear;hidden;supporting;lower;distant;secondary;muscular;straight;injured;broad
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,below,lower;underground;submerged;inferior;beneath;hidden;deep;sublevel;downward;sunken
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,east,rising;oriental;eastern;coastal;sunny;distant;ancient;far;directional;windswept
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,front,main;forward;leading;visible;prominent;battle;exterior;direct;facial;bold
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,inside,inner;hidden;cozy;protected;enclosed;secret;warm;internal;private;deep
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,left,abandoned;liberal;remaining;western;unused;directional;overlooked;solitary;forgotten;stray
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,north,polar;northern;cold;distant;magnetic;upper;frozen;directional;remote;arctic
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,outside,external;outdoor;exposed;chilly;vast;peripheral;surrounding;fresh;distant;open
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,right,correct;moral;conservative;proper;accurate;directional;legal;straight;inherent;justified
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,south,southern;warm;tropical;directional;lower;humid;distant;polar;sunny;equatorial
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Spatial Concepts,west,western;setting;coastal;distant;wild;directional;frontier;remote;sunny;expansive
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,century,past;current;upcoming;golden;dark;Victorian;modern;ancient;pivotal;enlightened
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,day,sunny;long;short;busy;lazy;clear;rainy;ordinary;special;festive
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,evening,quiet;romantic;cool;long;peaceful;starry;golden;relaxing;late;festive
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,hour,late;early;golden;final;busy;quiet;fleeting;long;prime;midnight
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,minute,last;final;brief;exact;passing;crucial;silent;ticking;golden;extra
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,month,long;short;busy;festive;quiet;final;upcoming;past;warm;cold
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,morning,fresh;early;bright;foggy;crisp;lazy;sunny;chilly;productive;golden
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,night,dark;starry;long;quiet;stormy;festive;moonlit;chilly;endless;peaceful
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,season,busy;festive;quiet;warm;cold;upcoming;past;rainy;dry;transitional
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,second,final;last;brief;crucial;extra;passing;golden;split;ticking;precise
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,week,long;short;busy;productive;relaxing;final;upcoming;past;eventful;quiet
grok-3-mini,english-monolingual,0.0,FA # Persian,B2,most frequent,Time Concepts,year,new;old;busy;productive;challenging;memorable;final;upcoming;prosperous;quiet
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;simmering;explosive;quiet;righteous;suppressed
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,courage,brave;bold;unwavering;heroic;fearless;steadfast;admirable;quiet;moral;inspiring
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,fear,intense;overwhelming;irrational;deep-seated;sudden;primal;paralyzing;creeping;unfounded;instinctive
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,freedom,absolute;hard-won;personal;unlimited;true;basic;newfound;restricted;cherished;democratic
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,happiness,pure;lasting;genuine;fleeting;overwhelming;simple;radiant;inner;contagious;profound
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,hate,intense;bitter;deep-seated;irrational;burning;blind;festering;mutual;passionate;unspoken
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,honesty,brutal;unwavering;complete;refreshing;straightforward;rare;absolute;heartfelt;transparent;admirable
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,justice,swift;blind;social;poetic;true;equal;restorative;divine;impartial;delayed
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,knowledge,vast;practical;ancient;hidden;theoretical;profound;specialized;basic;shared;invaluable
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;pure;romantic;selfless;forbidden;deep;platonic;fleeting
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;temporary;profound;spiritual;negotiated;absolute
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;hard-earned;intuitive;deep;worldly;shared;innate
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,bell,ringing;old;golden;church;alarm;silver;loud;antique;small;decorative
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,candle,flickering;scented;tall;wax;aromatic;decorative;birthday;melted;colored;elegant
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,carpet,soft;woolen;patterned;thick;oriental;worn;colorful;plush;antique;modern
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,coin,ancient;shiny;rare;gold;silver;foreign;counterfeit;old;valuable;small
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;ceremonial;heavy;ornate;symbolic;imperial;simple
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;proud;foreign;symbolic;large;striped;historic
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,mask,protective;decorative;theatrical;mysterious;facial;ancient;colorful;surgical;elaborate;hidden
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,necklace,pearl;golden;elegant;beaded;antique;simple;sparkling;long;silver;handmade
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,painting,vibrant;abstract;detailed;famous;landscape;modern;oil;portrait;colorful;historic
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,ring,golden;engagement;simple;antique;diamond;silver;wedding;large;engraved;decorative
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,statue,marble;ancient;towering;bronze;historic;modern;heroic;stone;decorative;lifelike
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Cultural Artifacts,vase,antique;ceramic;decorative;tall;floral;glass;ornate;simple;colorful;fragile
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;stormy;white;drifting;low;billowing;gray;wispy;high
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;minor;seismic;destructive;underground;massive;shallow;frequent
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;rolling;light;coastal;chilling;persistent;eerie
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,lightning,bright;striking;forked;sudden;electrical;distant;powerful;flashing;dangerous;nighttime
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;seasonal;cold;tropical;relentless;misty
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;arched;bright;fleeting;natural;spectacular;rare
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,snow,fresh;heavy;powdery;melting;deep;fluffy;wet;drifting;seasonal;pristine
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,storm,violent;brewing;fierce;tropical;sudden;electrical;howling;massive;winter;approaching
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;rolling;sudden;echoing;fierce;nighttime
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;powerful;gentle
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;dangerous;towering;underwater
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;biting;refreshing
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,apple,red;crisp;juicy;green;sweet;tart;fresh;ripe;organic;shiny
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,banana,yellow;ripe;sweet;green;peeled;fresh;curved;soft;organic;spotted
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,beef,tender;lean;grilled;ground;fatty;fresh;organic;rare;seasoned;juicy
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;crusty;soft;homemade;toasted;white;artisanal
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;raw;frozen;tender;floreted;healthy
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;mild;imported
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;cracked;scrambled;brown;free-range;raw
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;saltwater;tasty;filleted
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;stuffed;sauced;wheat;colorful;Italian
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,rice,steamed;white;brown;cooked;fluffy;sticky;wild;basmati;seasoned;long-grain
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;creative;busy;talented
grok-3-mini,english-monolingual,0.0,FA # Persian,C1,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;dedicated;young;renowned;emergency;compassionate
