Language1,Language2,Language1 Gender System,Language2 Gender System,Gender Pairing,Language-Level Distance
VI # Vietnamese,PS # Pashto,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.042264223
VI # Vietnamese,PT # Portuguese,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05853349
VI # Vietnamese,RU # Russian,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.05596608
VI # Vietnamese,SQ # Albanian,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.027477086
VI # Vietnamese,TH # Thai,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.05375725
VI # Vietnamese,TR # Turkish,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.012333572
VI # Vietnamese,UR # Urdu,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.08163518
VI # Vietnamese,ZH # Mandarin,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.06816918
ZH # Mandarin,AR # Arabic,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.045845687
ZH # Mandarin,BN # Bengali,Fully Non-Gendered,Minimal-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.028594911
ZH # Mandarin,DE # German,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.029162109
ZH # Mandarin,ES # Spanish,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.049152374
ZH # Mandarin,FA # Persian,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.03049028
ZH # Mandarin,FR # French,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.079012156
ZH # Mandarin,GA # Irish,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0443241
ZH # Mandarin,HE # Hebrew,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.036676645
ZH # Mandarin,HI # Hindi,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028963864
ZH # Mandarin,IT # Italian,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.040314198
ZH # Mandarin,JA # Japanese,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.040834725
ZH # Mandarin,KO # Korean,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.045725048
ZH # Mandarin,PL # Polish,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.06816906
ZH # Mandarin,PS # Pashto,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.04034269
ZH # Mandarin,PT # Portuguese,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.025090158
ZH # Mandarin,RU # Russian,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.050024867
ZH # Mandarin,SQ # Albanian,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.054769576
ZH # Mandarin,TR # Turkish,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.056767225
ZH # Mandarin,UR # Urdu,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.021832705
