Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;hot;blind;deep;sudden;intense;raw;great;furious;bitter
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,engineer,smart;young;old;skilled;busy;creative;good;tired;helpful;technical
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,farmer,old;young;strong;busy;hard-working;simple;good;tired;skilled;local
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,lawyer,smart;good;busy;young;old;skilled;professional;helpful;strict;fair
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,musician,talented;young;old;famous;good;creative;busy;skilled;quiet;active
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,scientist,smart;young;old;skilled;creative;busy;good;helpful;curious;professional
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,soldier,strong;brave;young;old;trained;good;tired;skilled;loyal;active
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,teacher,good;young;old;skilled;busy;kind;helpful;strict;patient;smart
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,writer,talented;young;old;famous;creative;good;busy;skilled;quiet;active
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,book,old;new;big;small;thick;thin;interesting;boring;colorful;hard
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,bridge,big;old;new;strong;high;long;metal;wooden;broken;safe
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,drums,big;small;loud;old;new;wooden;metal;shiny;broken;simple
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,earth,big;round;green;blue;old;beautiful;dry;wet;hot;cold
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,flute,small;long;wooden;metal;shiny;old;new;simple;broken;sweet
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,key,small;old;new;metal;shiny;broken;simple;long;short;black
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,knife,sharp;old;new;metal;big;small;broken;clean;dirty;simple
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,lock,old;new;metal;strong;broken;simple;small;big;shiny;secure
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,moon,big;bright;full;dark;old;beautiful;cold;quiet;round;distant
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,pen,small;black;blue;old;new;cheap;expensive;broken;simple;fine
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,sun,bright;hot;big;yellow;warm;strong;beautiful;high;daily;real
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,sword,sharp;old;new;metal;big;long;shiny;broken;simple;strong
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,cat,small;big;black;white;wild;tame;lazy;active;old;young
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,dog,big;small;friendly;wild;old;young;loyal;active;black;white
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,dolphin,big;smart;wild;friendly;fast;gray;active;playful;young;old
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;old;young;slow;fast;heavy;smart
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,hamster,small;cute;wild;tame;brown;white;active;lazy;young;old
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,monkey,small;wild;smart;active;brown;black;playful;young;old;funny
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,mouse,small;gray;wild;tame;fast;quiet;young;old;active;shy
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,peacock,big;colorful;wild;beautiful;proud;active;old;young;loud;rare
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,rabbit,small;white;wild;tame;fast;cute;young;old;active;shy
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,shark,big;dangerous;wild;gray;fast;strong;old;young;scary;real
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;black;fast;quiet;old;young;scary
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,whale,big;gray;wild;strong;old;young;fast;slow;deep;rare
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,city,big;small;busy;old;new;noisy;clean;dirty;modern;beautiful
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,desert,big;dry;hot;sandy;empty;wild;old;quiet;vast;yellow
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,forest,big;green;wild;dark;quiet;old;beautiful;dense;wet;cool
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,island,small;big;green;tropical;wild;beautiful;quiet;remote;sandy;old
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,lake,big;small;blue;deep;quiet;clean;wild;cold;fresh;beautiful
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,mountain,big;high;old;green;snowy;wild;steep;beautiful;cold;strong
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,ocean,big;deep;blue;wild;cold;warm;vast;wet;beautiful;dangerous
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,plain,big;flat;green;dry;open;wild;quiet;vast;simple;empty
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,plateau,high;flat;big;rocky;dry;wild;quiet;vast;old;beautiful
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,river,big;small;deep;wide;fast;slow;clean;dirty;wild;beautiful
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,valley,deep;green;beautiful;quiet;wide;wild;old;fertile;cool;narrow
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Places,village,small;old;quiet;simple;green;clean;remote;beautiful;traditional;friendly
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,cactus,big;small;green;spiky;dry;wild;old;rare;tall;short
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,eggplant,purple;big;small;fresh;soft;hard;raw;cooked;shiny;long
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,flower,beautiful;red;white;small;big;fresh;wild;sweet;bright;simple
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,grass,green;long;short;fresh;dry;soft;wild;thick;wet;simple
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,lettuce,green;fresh;big;small;crisp;soft;raw;healthy;wet;simple
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,mushroom,small;big;white;brown;fresh;wild;soft;raw;cooked;rare
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,onion,big;small;white;red;fresh;strong;raw;cooked;dry;spicy
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,pepper,red;green;big;small;fresh;hot;sweet;raw;cooked;shiny
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,potato,big;small;brown;fresh;raw;cooked;soft;hard;dry;tasty
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,rose,red;beautiful;fresh;wild;big;small;sweet;thorny;simple;full
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,tomato,red;green;big;small;fresh;juicy;raw;cooked;soft;shiny
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Plants,tree,big;small;green;old;young;tall;short;wild;strong;beautiful
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,ally,strong;true;good;reliable;helpful;loyal;smart;brave;quiet;firm
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,brother,young;old;strong;kind;helpful;smart;loyal;funny;quiet;busy
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,enemy,strong;dangerous;bad;old;young;smart;cruel;hidden;real;bitter
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,father,old;young;strong;kind;smart;busy;helpful;strict;loving;quiet
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,follower,loyal;strong;young;old;faithful;quiet;active;smart;helpful;firm
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,friend,good;true;loyal;kind;helpful;smart;funny;old;young;reliable
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,leader,strong;smart;good;brave;firm;busy;helpful;old;young;loyal
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,mother,kind;loving;busy;smart;helpful;old;young;strict;quiet;strong
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,partner,good;reliable;strong;smart;helpful;loyal;busy;kind;firm;true
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,rival,strong;smart;tough;old;young;dangerous;bitter;real;hidden;active
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,sister,young;old;kind;smart;helpful;funny;loyal;quiet;busy;strong
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,stranger,unknown;strange;new;old;young;quiet;dangerous;friendly;real;hidden
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,above,high;clear;bright;open;free;simple;direct;strong;full;pure
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,back,old;strong;hidden;quiet;dark;simple;full;real;firm;true
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,below,low;dark;hidden;deep;quiet;simple;cold;full;real;firm
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,east,far;bright;warm;simple;full;real;firm;true;open;clear
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,front,clear;open;strong;simple;full;real;firm;true;bright;direct
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,inside,warm;safe;hidden;quiet;simple;full;real;firm;true;deep
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,left,free;open;simple;full;real;firm;true;bright;clear;strong
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,north,cold;far;wild;simple;full;real;firm;true;open;clear
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,outside,free;open;wild;simple;full;real;firm;true;bright;clear
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,right,correct;strong;simple;full;real;firm;true;bright;clear;direct
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,south,warm;far;simple;full;real;firm;true;open;clear;bright
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,west,far;wild;simple;full;real;firm;true;open;clear;bright
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,century,long;old;great;simple;full;real;firm;true;bright;clear
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,day,long;short;bright;dark;simple;full;real;firm;true;warm
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,evening,quiet;dark;cool;simple;full;real;firm;true;bright;long
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;simple;full;real;firm;true;dark
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,minute,short;quick;simple;full;real;firm;true;bright;clear;direct
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,month,long;short;busy;simple;full;real;firm;true;bright;clear
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,morning,fresh;bright;early;simple;full;real;firm;true;cool;quiet
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,night,dark;quiet;long;simple;full;real;firm;true;cold;deep
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,season,long;short;warm;cold;simple;full;real;firm;true;bright
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,second,short;quick;simple;full;real;firm;true;bright;clear;direct
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,week,long;short;busy;simple;full;real;firm;true;bright;clear
grok-3-mini,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,year,long;short;new;old;simple;full;real;firm;true;bright
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;hot;explosive;bitter;raw;suppressed;uncontrollable
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,courage,brave;strong;fearless;bold;heroic;steadfast;quiet;moral;inspiring;unwavering
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;primal;hidden;constant;paralyzing;instinctive
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,freedom,absolute;true;personal;hard-won;unlimited;basic;democratic;spiritual;joyful;restricted
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;overwhelming;quiet;shared;fleeting;inner;radiant
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,hate,intense;deep;bitter;blind;irrational;strong;destructive;enduring;passionate;unspoken
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,honesty,complete;straightforward;brutal;rare;refreshing;absolute;painful;sincere;unwavering;clear
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,justice,fair;blind;swift;true;social;equal;moral;harsh;balanced;restorative
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;modern;hidden;essential;shared;accurate
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;romantic;familial;enduring;gentle;intense;selfless
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;quiet;perfect;spiritual;mutual;deep;temporary
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;intuitive;hard-earned;clear;spiritual;quiet;invaluable
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,bell,loud;clear;ringing;old;small;golden;church;alarm;decorative;broken
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,candle,lit;flickering;scented;tall;white;melting;decorative;birthday;emergency;warm
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;old;woolen;patterned;dirty;new;oriental;large
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;gold;silver;foreign;small;counterfeit;ancient;valuable
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;heavy;symbolic;ornate;simple;ceremonial;lost
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;small;official;faded;symbolic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,mask,protective;decorative;scary;festive;old;wooden;full-face;simple;theatrical;hidden
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,necklace,golden;pearl;long;simple;elegant;antique;beaded;cheap;sparkling;heavy
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,painting,beautiful;old;modern;abstract;colorful;famous;detailed;small;landscape;portrait
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,ring,golden;engagement;simple;antique;diamond;small;wedding;magical;heavy;plain
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,statue,tall;stone;ancient;bronze;impressive;broken;modern;heroic;garden;forgotten
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,vase,decorative;glass;antique;colorful;tall;broken;simple;floral;ceramic;elegant
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;drifting;thin;low;rainy;beautiful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;underground;frequent;destructive;shallow;deep;seismic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;cold;rolling;light;persistent;coastal;eerie
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,lightning,bright;fast;striking;dangerous;forked;distant;electrical;sudden;powerful;nighttime
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;tropical;relentless
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;beautiful;arched;rare;full;evening;magical
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;fluffy;melting;heavy;light;winter;powdery;frozen
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;powerful;sudden;tropical;windy;rainy;electrical;calm
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;sudden;ominous;deep;frequent;echoing;frightening
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;coastal;daily;powerful;unpredictable
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;dangerous;fiery;tall;underwater
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;refreshing
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,apple,red;green;fresh;juicy;ripe;sweet;sour;small;organic;fallen
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;fresh;peeled;tropical;soft;spotted
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,beef,fresh;tender;grilled;lean;fatty;rare;cooked;organic;cheap;high-quality
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;whole-grain;sliced;homemade;stale;toasted
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;tender;bitter;healthy
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,cheese,sharp;soft;hard;creamy;aged;mild;grated;fresh;imported;melted
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;tender;spicy;fried;boneless;raw;seasoned
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;brown;white;cracked;organic;soft-boiled
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;farmed;salty;flaky;raw;big;tasty
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;spicy;cheesy;simple;Italian;hot
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;raw;seasoned;long-grain
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;spicy;thick;clear;homemade;cold;hearty
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;established;visionary;dedicated;innovative;skilled
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;young;injured;competitive;skilled;fit;Olympic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,chef,skilled;famous;creative;busy;professional;young;experienced;passionate;talented;innovative
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,doctor,skilled;caring;busy;experienced;young;specialist;dedicated;professional;trustworthy;emergency
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,engineer,skilled;innovative;experienced;young;mechanical;electrical;dedicated;creative;professional;reliable
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,farmer,hardworking;local;experienced;young;organic;dedicated;rural;skilled;independent;traditional
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,lawyer,sharp;experienced;successful;young;corporate;dedicated;ethical;aggressive;professional;trustworthy
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,musician,talented;famous;young;skilled;passionate;classical;rock;dedicated;innovative;performing
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;innovative;research;theoretical;practical;curious;respected
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,soldier,brave;trained;experienced;young;disciplined;heroic;loyal;combat;elite;wounded
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;patient;knowledgeable;strict;creative;effective;supportive
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,writer,talented;famous;young;prolific;creative;dedicated;fictional;journalistic;skilled;imaginative
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;hardcover;paperback;educational;fictional
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;broken;famous;safe
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;small;large;professional;beginner;tuned;antique
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,earth,green;vast;round;fertile;dry;ancient;living;polluted;beautiful;fragile
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,flute,wooden;silver;small;melodic;antique;modern;professional;simple;shiny;handmade
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,key,small;metal;rusty;shiny;old;new;spare;locked;golden;secret
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,knife,sharp;dull;metal;wooden-handled;kitchen;pocket;old;new;dangerous;useful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,lock,old;new;broken;secure;metal;electronic;simple;complex;rusty;modern
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;beautiful;mysterious;silver;waxing;waning
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,pen,black;blue;cheap;expensive;fountain;ballpoint;old;new;leaking;smooth
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;powerful;midday;golden
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;decorative;battle;rusty;shiny;heavy;ceremonial
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,cat,black;white;fluffy;playful;lazy;wild;domestic;stray;young;old
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;trained;wild;playful;old;young;barking
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;wild;marine;large;friendly;jumping;social;endangered
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;endangered;strong;intelligent;old;young;majestic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,hamster,small;furry;playful;cute;pet;wild;fast;nocturnal;young;old
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,monkey,playful;clever;wild;small;noisy;curious;tree-dwelling;young;old;mischievous
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,mouse,small;gray;fast;timid;wild;pet;nocturnal;cute;young;old
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;beautiful;large;exotic;feathered;male;female;noisy
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,rabbit,fluffy;fast;wild;pet;white;brown;young;old;hopping;cute
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,shark,dangerous;large;fast;marine;predatory;gray;wild;fearsome;endangered;solitary
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;colorful;slithery;small;large;hidden;dangerous;harmless
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,whale,massive;gentle;marine;endangered;blue;singing;wild;deep-diving;graceful;ancient
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;noisy
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,desert,dry;vast;sandy;hot;barren;remote;beautiful;windy;ancient;golden
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;wild;vast;rainy;peaceful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,island,tropical;small;remote;beautiful;volcanic;sandy;deserted;large;green;rocky
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,lake,deep;clear;frozen;large;small;peaceful;mountain;freshwater;scenic;calm
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,mountain,high;snowy;rugged;ancient;green;steep;majestic;volcanic;remote;beautiful
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;warm;cold
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,plain,flat;vast;grassy;dry;fertile;open;windy;green;empty;rolling
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;scenic;ancient;green;remote
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,river,wide;deep;flowing;muddy;clear;fast;slow;winding;ancient;frozen
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,valley,deep;green;fertile;narrow;wide;scenic;hidden;mountainous;peaceful;dry
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Places,village,small;quiet;rural;ancient;coastal;mountain;traditional;poor;rich;friendly
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,cactus,spiky;green;desert;tall;small;flowering;wild;hardy;prickly;exotic
grok-3-mini,think-in-native,0.0,DE # German,C1,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;raw;cooked;organic;bitter;soft
