Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;bad;big;quick;deep;hot;bitter;furious;intense;sudden
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Food Items,chicken,fresh;cooked;grilled;white;tender;fried;small;big;cheap;organic
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Food Items,egg,fresh;boiled;raw;white;brown;large;small;cracked;soft;hard
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Food Items,fish,fresh;cooked;wild;big;small;salty;fried;tasty;silver;cold
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Food Items,pasta,hot;cooked;soft;dry;fresh;simple;cheesy;long;short;tasty
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Food Items,rice,white;cooked;hot;soft;dry;steamed;brown;simple;cheap;sticky
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Food Items,soup,hot;thick;tasty;vegetable;chicken;cold;simple;creamy;fresh;spicy
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,artist,talented;creative;young;famous;skilled;poor;dedicated;modern;old;passionate
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,athlete,strong;fast;young;skilled;professional;dedicated;fit;famous;tired;competitive
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,chef,skilled;famous;young;creative;busy;talented;professional;old;quick;passionate
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,doctor,skilled;busy;kind;young;experienced;professional;tired;famous;helpful;dedicated
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,engineer,skilled;creative;busy;young;experienced;professional;smart;practical;dedicated;innovative
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,farmer,hard-working;old;young;simple;strong;poor;dedicated;local;busy;skilled
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,lawyer,smart;busy;professional;experienced;young;famous;honest;tough;dedicated;skilled
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;passionate;old;creative;busy;dedicated;local
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;creative;professional;famous;busy;innovative;curious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;dedicated;tired;professional;heroic;loyal;experienced
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,teacher,kind;experienced;young;dedicated;patient;professional;strict;helpful;smart;passionate
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Human Roles,writer,creative;famous;young;skilled;dedicated;old;passionate;busy;talented;local
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,book,old;new;thick;interesting;small;big;colorful;cheap;educational;fictional
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,bridge,old;strong;long;high;wooden;metal;broken;modern;simple;wide
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,drums,loud;big;wooden;old;shiny;simple;broken;fast;rhythmic;small
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,earth,green;round;old;beautiful;vast;dry;wet;rich;hard;living
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,flute,wooden;small;old;shiny;simple;sweet-sounding;broken;light;ancient;clear
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,key,small;metal;old;shiny;broken;simple;rusty;modern;heavy;secret
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,knife,sharp;small;metal;old;rusty;simple;clean;dangerous;wooden-handled;cheap
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,lock,old;metal;broken;simple;strong;rusty;modern;small;secure;electronic
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,moon,bright;full;round;dark;beautiful;distant;silver;old;rising;hidden
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,pen,black;small;cheap;old;smooth;broken;simple;colorful;metal;plastic
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;strong;daily;distant;golden
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;heavy;broken;shiny;ancient;simple;powerful
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,cat,black;small;wild;lazy;cute;old;fast;playful;friendly;quiet
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,dog,big;friendly;loyal;old;small;wild;fast;playful;smart;barking
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,dolphin,smart;fast;playful;big;wild;friendly;gray;jumping;ocean;curious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,elephant,big;gray;strong;wild;old;gentle;smart;heavy;slow;majestic
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,hamster,small;cute;furry;fast;playful;wild;brown;quiet;active;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,monkey,playful;smart;wild;small;fast;brown;noisy;curious;climbing;funny
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,mouse,small;gray;fast;quiet;wild;cute;sneaky;simple;brown;timid
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,peacock,colorful;proud;wild;big;beautiful;noisy;exotic;old;shiny;graceful
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,rabbit,white;small;fast;cute;wild;fluffy;playful;brown;timid;jumping
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,shark,big;dangerous;fast;wild;gray;scary;strong;ocean;hungry;sharp-toothed
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;fast;poisonous;small;scary;smooth;hidden
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Neutral Animals,whale,big;gray;wild;ocean;gentle;old;fast;singing;massive;deep-diving
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,city,big;busy;modern;old;crowded;beautiful;noisy;clean;dirty;exciting
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,desert,hot;dry;vast;sandy;empty;wild;beautiful;harsh;golden;quiet
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,forest,green;dense;wild;dark;beautiful;old;quiet;wet;vast;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,island,small;tropical;beautiful;remote;green;sandy;wild;sunny;quiet;rocky
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,lake,blue;deep;calm;large;small;clear;frozen;wild;beautiful;cold
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,mountain,high;snowy;steep;green;old;beautiful;rocky;tall;wild;majestic
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,ocean,vast;blue;deep;wild;cold;warm;stormy;beautiful;endless;salty
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,plain,flat;wide;green;dry;empty;vast;simple;open;grassy;quiet
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,plateau,high;flat;rocky;wide;dry;beautiful;wild;ancient;green;empty
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,river,wide;deep;fast;clean;dirty;long;wild;blue;frozen;flowing
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,valley,green;deep;beautiful;narrow;wide;quiet;fertile;wild;sunny;hidden
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Places,village,small;quiet;old;simple;rural;green;friendly;poor;traditional;peaceful
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,cactus,spiky;green;tall;dry;wild;small;hardy;desert;thorny;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,eggplant,purple;fresh;big;soft;raw;cooked;shiny;healthy;round;dark
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,flower,beautiful;colorful;fresh;small;wild;red;sweet-smelling;simple;blooming;bright
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,grass,green;soft;wet;tall;short;wild;fresh;dry;thick;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,lettuce,green;fresh;crunchy;raw;healthy;big;small;leafy;wet;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,mushroom,small;wild;fresh;white;edible;poisonous;soft;round;hidden;tasty
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,onion,white;fresh;strong-smelling;small;raw;cooked;spicy;round;dry;healthy
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,pepper,red;hot;fresh;green;small;spicy;raw;cooked;crunchy;sweet
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,potato,big;fresh;raw;cooked;brown;soft;healthy;small;round;tasty
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;sweet-smelling;wild;simple;blooming;soft;full
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,tomato,red;fresh;juicy;small;raw;cooked;round;healthy;ripe;sweet
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Plants,tree,tall;green;old;big;wild;fruit-bearing;shady;simple;strong;leafy
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,ally,strong;faithful;helpful;true;reliable;close;powerful;loyal;smart;dedicated
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,brother,young;older;kind;strong;playful;helpful;loyal;smart;funny;protective
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,enemy,dangerous;strong;hidden;bitter;powerful;old;fierce;smart;ruthless;common
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,father,strong;kind;old;wise;busy;loving;strict;helpful;protective;patient
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;young;strong;blind;simple;active;passionate;true
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,friend,true;close;loyal;kind;old;new;helpful;funny;smart;reliable
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,leader,strong;wise;charismatic;young;experienced;powerful;dedicated;smart;inspiring;fair
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,mother,loving;kind;busy;strong;patient;wise;protective;caring;old;gentle
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,partner,reliable;strong;close;helpful;smart;loyal;equal;dedicated;professional;true
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,rival,strong;tough;smart;bitter;competitive;old;dangerous;equal;fierce;challenging
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,sister,young;older;kind;playful;helpful;smart;funny;loyal;caring;protective
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;new;quiet;tall;odd;friendly;scary;foreign
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,above,high;clear;bright;distant;open;free;safe;wide;pure;endless
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,back,strong;straight;wide;sore;muscular;hidden;dark;old;simple;flat
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,below,deep;dark;hidden;low;cold;quiet;secret;wet;narrow;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,east,distant;rising;warm;sunny;ancient;wild;open;free;bright;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,front,wide;open;clear;busy;strong;simple;flat;clean;visible;direct
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;quiet;comfortable;deep;secret;dry;cozy
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,left,free;open;clear;strong;hidden;quiet;simple;dark;wet;narrow
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,north,cold;wild;distant;free;open;ancient;strong;quiet;bright;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,outside,cold;wet;open;free;bright;noisy;dangerous;wide;green;empty
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,right,correct;strong;clear;direct;simple;true;fair;straight;quick;proper
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,south,warm;sunny;distant;wild;open;free;bright;ancient;quiet;tropical
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Spatial Concepts,west,distant;wild;open;free;setting;ancient;quiet;strong;bright;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,century,long;old;past;great;modern;dark;golden;lost;full;changing
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,day,long;sunny;short;busy;clear;dark;warm;cold;simple;full
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,evening,quiet;cool;long;dark;peaceful;warm;short;beautiful;relaxing;golden
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;full;empty;dark;bright
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,minute,short;quick;long;last;final;early;busy;quiet;simple;exact
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;full;empty;new;old
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,morning,fresh;early;bright;cool;quiet;busy;clear;sunny;new;energetic
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;starry;peaceful;short;warm;mysterious;deep
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;changing;full;quiet;beautiful
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,second,short;quick;last;final;simple;exact;busy;quiet;early;late
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,week,long;short;busy;quiet;full;empty;new;old;working;relaxing
grok-3-mini,think-in-native,0.0,TR # Turkish,B2,most frequent,Time Concepts,year,long;short;new;old;busy;quiet;full;empty;changing;great
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,anger,intense;sudden;blind;raw;deep;uncontrolled;furious;simmering;righteous;bottled-up
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,courage,brave;bold;heroic;fearless;strong;unwavering;quiet;moral;physical;innate
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,fear,overwhelming;sudden;deep;irrational;constant;hidden;primal;intense;paralyzing;creeping
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,freedom,absolute;true;limited;personal;hard-won;basic;complete;sudden;equal;fragile
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;sudden;quiet;shared;genuine;fleeting;overwhelming
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,hate,bitter;deep;blind;intense;irrational;growing;mutual;cold;fierce;unspoken
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;rare;straightforward;absolute;quiet;painful;genuine;unwavering
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,justice,fair;swift;blind;equal;harsh;true;delayed;moral;perfect;social
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;hidden;basic;advanced;shared;ancient;useful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;fleeting;pure;romantic;familial;intense;gentle
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;perfect;sudden;true;disturbed;complete
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;quiet;earned;simple;deep;shared;natural
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,bell,loud;clear;ringing;old;small;golden;broken;antique;shiny;distant
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,candle,flickering;warm;scented;tall;melted;simple;colored;old;bright;decorative
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;old;woven;dirty;patterned;large;cheap;elegant
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;small;gold;fake;heavy;ancient;valuable;dirty
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;simple;broken;ceremonial;large;fake
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;small;symbolic;red;foreign
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,mask,mysterious;colorful;protective;old;plastic;scary;simple;decorative;tight;hidden
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,necklace,shiny;gold;long;simple;expensive;broken;elegant;colorful;antique;light
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;abstract;detailed;famous;simple;dark;modern;large
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,ring,shiny;gold;small;engraved;broken;valuable;simple;antique;tight;decorative
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,statue,tall;stone;ancient;broken;impressive;modern;detailed;large;forgotten;bronze
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Cultural Artifacts,vase,fragile;decorative;old;colorful;tall;broken;simple;elegant;glass;patterned
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;drifting;low;stormy;thin;high;gray;fast-moving
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,earthquake,violent;sudden;massive;destructive;shallow;deep;rare;powerful;minor;unexpected
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,fog,thick;dense;cold;mysterious;early;light;rolling;wet;gray;lingering
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;dangerous;fast;forked;distant;powerful;rare;striking;electric
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;sudden;refreshing
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;faint;double;rare;beautiful;short;wide;natural;arched
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;falling;cold;wet;fluffy;packed;seasonal
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,storm,fierce;violent;approaching;sudden;powerful;rainy;windy;long;mild;tropical
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;sudden;deep;frightening;constant;mild;echoing;powerful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;calm;rough;daily;incoming;outgoing
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;quiet;fiery;remote
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;eastern;light
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,apple,red;green;fresh;juicy;sweet;sour;ripe;small;organic;shiny
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,banana,yellow;ripe;green;soft;sweet;long;fresh;peeled;organic;spotted
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,beef,fresh;tender;lean;grilled;spicy;rare;cooked;organic;cheap;tough
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-wheat;stale;crusty;homemade;cheap;tasty
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,broccoli,green;fresh;steamed;raw;crunchy;organic;frozen;small;bitter;healthy
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,cheese,sharp;soft;hard;creamy;aged;fresh;melted;mild;expensive;grated
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;spicy;organic;tender;frozen;small;cooked;raw
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;cracked;white;brown;runny
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;small;large;tasty;oily;raw
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;cheesy;spicy;simple;homemade;cheap;Italian
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;raw;organic;long-grain;cheap
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Food Items,soup,hot;creamy;spicy;vegetable;thick;clear;homemade;cold;tasty;simple
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,artist,talented;creative;famous;young;dedicated;skilled;modern;struggling;visionary;local
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;young;skilled;injured;competitive;fit;Olympic
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,chef,skilled;creative;famous;young;experienced;busy;talented;professional;innovative;local
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,doctor,skilled;experienced;busy;young;dedicated;professional;caring;senior;local;specialized
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,engineer,skilled;creative;experienced;young;dedicated;professional;innovative;mechanical;busy;local
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,farmer,hardworking;local;experienced;young;dedicated;organic;rural;skilled;poor;successful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,lawyer,experienced;sharp;busy;young;dedicated;professional;corporate;local;successful;ethical
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,musician,talented;famous;young;dedicated;skilled;classical;rock;local;creative;struggling
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;professional;innovative;local;theoretical;busy;curious
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,soldier,brave;trained;young;dedicated;experienced;elite;local;injured;professional;loyal
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;patient;skilled;local;inspiring;strict;creative;busy
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Human Roles,writer,talented;famous;young;dedicated;creative;local;experienced;fictional;busy;insightful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,book,old;new;thick;interesting;fictional;educational;cheap;popular;hardcover;colorful
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,bridge,old;long;strong;wooden;modern;high;broken;famous;simple;arched
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,drums,loud;wooden;large;small;rhythmic;old;electronic;professional;cheap;shiny
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,earth,green;vast;ancient;fertile;dry;round;beautiful;polluted;solid;warm
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,flute,wooden;silver;small;melodic;old;shiny;simple;professional;cheap;ancient
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;spare;simple;electronic;locked;golden
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,knife,sharp;old;metal;small;rusty;kitchen;simple;dangerous;clean;wooden-handled
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,lock,old;metal;simple;electronic;broken;secure;small;rusty;modern;keyless
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;silver;dark;beautiful;waxing;waning;mysterious
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,pen,black;cheap;smooth;old;colorful;fountain;ballpoint;simple;broken;elegant
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;powerful;distant;warm;midday;golden
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Inanimate Objects,sword,sharp;old;metal;long;rusty;ancient;decorative;heavy;simple;magical
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,cat,black;playful;lazy;small;wild;domestic;fluffy;old;curious;stray
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;old;energetic;stray;fluffy
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;large;graceful;marine;fast;social;rare;friendly
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,elephant,large;gray;wild;strong;gentle;old;endangered;majestic;African;intelligent
grok-3-mini,think-in-native,0.0,TR # Turkish,C1,most frequent,Neutral Animals,hamster,small;furry;playful;cute;wild;domestic;fast;young;brown;active
