Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Abstract Concepts,anger,big;strong;bad;quick;hot;deep;sudden;great;intense;raw
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,beef,fresh;cooked;tender;lean;fatty;red;grilled;cheap;organic;tough
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,bread,fresh;soft;warm;white;whole;sliced;toasted;homemade;dry;crusty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,broccoli,green;fresh;steamed;raw;crunchy;healthy;small;big;organic;frozen
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,cheese,yellow;soft;hard;fresh;melted;sharp;mild;grated;creamy;aged
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,chicken,fresh;cooked;grilled;roasted;tender;white;organic;frozen;spicy;plain
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,egg,fresh;boiled;fried;raw;white;brown;large;small;cracked;organic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,fish,fresh;cooked;salty;big;small;wild;farmed;frozen;tasty;oily
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,pasta,cooked;dry;fresh;Italian;soft;long;short;cheesy;spicy;simple
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,rice,white;cooked;brown;steamed;sticky;dry;fluffy;organic;hot;plain
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;creamy;spicy;fresh;homemade;tasty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,artist,talented;creative;young;famous;dedicated;skilled;local;modern;passionate;struggling
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,athlete,strong;fast;skilled;professional;young;dedicated;fit;competitive;talented;injured
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,chef,skilled;famous;young;creative;professional;busy;talented;experienced;passionate;local
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,doctor,skilled;busy;experienced;young;dedicated;professional;caring;local;respected;tired
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,engineer,skilled;creative;busy;young;experienced;professional;innovative;dedicated;technical;smart
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,farmer,hard-working;local;experienced;young;dedicated;simple;rural;strong;organic;busy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,lawyer,smart;experienced;busy;professional;young;dedicated;successful;ethical;local;tough
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;passionate;creative;local;dedicated;professional;struggling
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;innovative;professional;curious;local;passionate;busy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,soldier,brave;strong;trained;young;dedicated;professional;experienced;loyal;disciplined;heroic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,teacher,dedicated;experienced;young;patient;skilled;passionate;local;creative;busy;respected
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Human Roles,writer,talented;creative;young;experienced;passionate;local;dedicated;famous;struggling;skilled
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;colorful;educational;fictional;popular
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,bridge,old;new;long;high;strong;wooden;metal;busy;ancient;modern
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,drums,loud;big;small;wooden;metal;rhythmic;old;new;traditional;electronic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,earth,green;blue;vast;old;fertile;dry;round;beautiful;fragile;warm
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,flute,wooden;small;shiny;old;new;musical;simple;traditional;sweet-sounding;light
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;locked;simple;important
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,knife,sharp;old;new;metal;dull;small;big;kitchen;rusty;clean
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,lock,old;new;metal;broken;secure;simple;electronic;rusty;small;strong
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,moon,bright;full;crescent;distant;silver;beautiful;nightly;cold;mysterious;large
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,pen,black;blue;old;new;cheap;expensive;ink;simple;broken;smooth
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;daily;powerful;distant;golden
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;heavy;ancient;shiny;decorative;powerful;broken
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,cat,black;white;small;playful;lazy;wild;domestic;furry;cute;old
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,dog,big;small;friendly;loyal;wild;trained;furry;energetic;old;smart
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,dolphin,smart;playful;fast;wild;marine;gray;big;friendly;aquatic;graceful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;gentle;old;endangered;intelligent;heavy;majestic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,hamster,small;furry;cute;playful;fast;domestic;brown;white;active;tiny
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,monkey,playful;smart;wild;small;furry;noisy;agile;brown;curious;energetic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;domestic;shy;tiny;clever;quiet;common
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,peacock,colorful;beautiful;wild;large;proud;exotic;feathered;noisy;striking;royal
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,rabbit,white;small;fast;fluffy;wild;domestic;cute;quick;furry;timid
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,shark,big;dangerous;fast;wild;gray;marine;predatory;fierce;powerful;scary
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,snake,long;poisonous;wild;green;slippery;dangerous;small;coiled;fast;exotic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Neutral Animals,whale,big;massive;wild;marine;gray;gentle;endangered;deep-diving;majestic;ancient
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;vibrant;historic;noisy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;remote;harsh;golden;windy;barren
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,forest,green;dense;wild;dark;ancient;quiet;lush;deep;mysterious;cool
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,island,small;tropical;remote;beautiful;sandy;volcanic;green;isolated;sunny;rocky
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,lake,blue;deep;calm;frozen;clear;large;small;fresh;scenic;quiet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,mountain,high;snowy;rugged;green;tall;steep;ancient;majestic;rocky;remote
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,ocean,vast;blue;deep;stormy;calm;salty;endless;cold;warm;mysterious
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,plain,flat;vast;green;dry;open;fertile;empty;wide;grassy;simple
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;elevated;green;remote;ancient;scenic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,river,wide;deep;fast;slow;clean;dirty;winding;fresh;long;scenic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,valley,deep;green;narrow;wide;fertile;scenic;hidden;peaceful;lush;remote
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Places,village,small;quiet;rural;old;traditional;peaceful;simple;remote;charming;green
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,cactus,spiky;green;tall;small;desert;hardy;prickly;dry;exotic;flowering
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;vegetable;soft;ripe;organic;cooked
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,flower,beautiful;colorful;fresh;wild;red;yellow;fragrant;small;big;blooming
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,grass,green;fresh;tall;short;wet;dry;soft;wild;thick;lush
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,lettuce,green;fresh;crisp;leafy;organic;raw;small;big;salad;healthy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,mushroom,small;wild;fresh;edible;poisonous;brown;white;soft;organic;damp
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,onion,white;red;fresh;strong-smelling;small;big;raw;cooked;spicy;organic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,pepper,red;green;hot;fresh;spicy;small;big;crunchy;organic;sweet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,potato,brown;fresh;large;small;baked;raw;organic;starchy;soft;boiled
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,rose,red;beautiful;thorny;fresh;fragrant;wild;blooming;pink;white;elegant
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,tomato,red;fresh;juicy;ripe;small;big;organic;raw;cooked;sweet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;strong;shady;ancient;bare
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,ally,strong;reliable;faithful;helpful;strategic;close;trusted;powerful;loyal;supportive
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,brother,older;younger;loving;protective;fun;annoying;close;distant;supportive;strong
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,enemy,dangerous;powerful;hated;strong;hidden;bitter;foreign;fierce;sworn;relentless
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,father,loving;strict;busy;wise;strong;absent;supportive;caring;older;dedicated
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;blind;enthusiastic;strong;quiet;active;supportive;committed
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,friend,close;loyal;fun;trustworthy;old;new;supportive;caring;reliable;honest
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,leader,strong;wise;charismatic;effective;popular;inspiring;dedicated;firm;visionary;respected
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,mother,loving;caring;busy;strict;supportive;wise;patient;dedicated;strong;nurturing
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,partner,reliable;supportive;equal;business;romantic;trusted;close;helpful;committed;strong
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,rival,strong;fierce;competitive;hated;equal;challenging;bitter;skilled;direct;persistent
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,sister,younger;older;loving;fun;protective;close;supportive;caring;annoying;strong
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;foreign;odd;helpful;suspicious;new;distant
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,above,high;upper;overhead;superior;elevated;top;clear;bright;distant;floating
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,back,rear;hidden;old;strong;distant;lower;dark;quiet;supportive;straight
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,below,low;under;deep;hidden;inferior;dark;submerged;quiet;basic;underground
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,east,rising;sunny;distant;coastal;ancient;warm;directional;far;exotic;eastern
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,front,main;forward;visible;leading;open;direct;busy;clean;strong;prominent
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,inside,inner;hidden;warm;safe;deep;private;cozy;dark;protected;enclosed
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,left,western;side;forgotten;open;free;directional;weak;hidden;natural;unused
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,north,cold;polar;distant;northern;wild;frozen;directional;remote;ancient;high
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,outside,outer;exposed;cold;free;public;bright;wild;dangerous;fresh;open
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,right,correct;proper;eastern;strong;directional;accurate;firm;true;just;dominant
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,south,warm;tropical;southern;distant;sunny;directional;humid;exotic;low;coastal
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Spatial Concepts,west,wild;setting;distant;western;dry;directional;remote;ancient;golden;vast
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,century,past;modern;long;historical;recent;old;golden;dark;progressive;forgotten
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,day,sunny;long;short;busy;clear;rainy;ordinary;special;warm;cold
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,evening,quiet;cool;long;peaceful;dark;relaxing;late;warm;busy;golden
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;golden;dark;productive;waiting
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,minute,short;quick;last;final;waiting;precious;long;tense;simple;exact
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;festive;dry;wet;final
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,morning,fresh;early;bright;cool;busy;foggy;sunny;quiet;new;crisp
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;mysterious;warm;sleepless;peaceful;late
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,season,warm;cold;wet;dry;festive;harsh;mild;long;short;changing
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,second,short;last;final;quick;precious;tense;simple;exact;waiting;fleeting
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;productive;relaxing;ordinary;special
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Time Concepts,year,long;short;new;old;busy;quiet;productive;challenging;memorable;final
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;raw;suppressed;explosive;quiet;bitter;uncontrolled;fierce
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,courage,brave;great;moral;physical;quiet;heroic;true;inner;sudden;foolish
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,fear,deep;sudden;irrational;overwhelming;constant;hidden;primal;intense;dark;chilling
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,freedom,true;absolute;personal;political;hard-won;limited;basic;inner;complete;fragile
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;sudden;shared;genuine;quiet;overwhelming;fleeting
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,hate,intense;blind;deep;bitter;irrational;strong;mutual;hidden;growing;cold
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;rare;absolute;genuine;straightforward;deep;quiet;painful
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,justice,fair;blind;swift;true;social;divine;equal;harsh;moral;delayed
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,knowledge,deep;vast;practical;theoretical;hidden;basic;ancient;modern;shared;limited
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;lost;pure;forbidden;lasting;sudden;gentle
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;quiet;true;perfect;sudden;deep;broken
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Abstract Concepts,wisdom,ancient;deep;practical;true;simple;hidden;great;inner;rare;timeless
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,bell,loud;old;small;ringing;golden;broken;church;clear;antique;heavy
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,candle,lit;small;flickering;scented;white;melted;long;decorative;simple;warm
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,carpet,soft;old;colorful;thick;patterned;dirty;new;woolen;large;faded
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;gold;silver;ancient;foreign;heavy;fake
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;ancient;jeweled;simple;broken;ceremonial;large;symbolic
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;foreign;small;red;blue
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,mask,black;protective;decorative;scary;simple;hidden;plastic;ancient;full-face;colorful
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,necklace,gold;shiny;long;simple;beaded;antique;heavy;elegant;broken;silver
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;famous;abstract;detailed;large;modern;simple;dark
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,ring,gold;shiny;small;antique;diamond;simple;broken;heavy;silver;engraved
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,statue,tall;ancient;stone;beautiful;broken;famous;large;modern;simple;golden
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Cultural Artifacts,vase,tall;decorative;broken;antique;colorful;simple;glass;ceramic;large;elegant
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;low;fast-moving;high;stormy;thin;gray;puffy
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;deep;violent;rare;massive;local;frightening
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;cold;mysterious;light;wet;gray;rolling;persistent
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;sudden;forked;distant;powerful;rare;striking;electric
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;sudden;seasonal;refreshing
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;double;faint;wide;short;vivid;arched
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;cold;falling;packed;wet;fluffy;melting
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,storm,violent;fierce;sudden;powerful;tropical;winter;long;dark;approaching;mild
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;sudden;deep;frightening;constant;light;booming;echoing
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;fast;calm;dangerous;daily;outgoing
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;tall;quiet;fiery
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;light;fierce
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,apple,red;green;fresh;juicy;ripe;sweet;sour;small;large;organic
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,banana,yellow;ripe;fresh;long;sweet;green;soft;peeled;small;tropical
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,beef,fresh;lean;cooked;tender;grilled;rare;fatty;organic;cheap;tough
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-wheat;white;crusty;stale;homemade;toasted
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;small;large;boiled
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,cheese,soft;hard;fresh;melted;sharp;creamy;aged;yellow;grated;mild
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;organic;tender;small;large;boneless;spicy
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;cracked;white;brown;raw
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,fish,fresh;grilled;fried;wild;caught;small;large;salty;smoked;frozen
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,pasta,cooked;fresh;dried;long;short;cheesy;homemade;Italian;soft;spicy
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;long-grain;short-grain;sticky;plain;flavored;hot
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;thick;light;spicy;homemade;cold;hearty
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,artist,talented;creative;famous;young;skilled;dedicated;modern;struggling;visionary;local
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,athlete,strong;fast;professional;dedicated;young;skilled;injured;competitive;famous;fit
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,chef,skilled;famous;young;creative;professional;busy;talented;experienced;local;passionate
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,doctor,skilled;experienced;young;busy;dedicated;famous;local;caring;professional;retired
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,engineer,skilled;creative;young;experienced;professional;dedicated;innovative;local;busy;talented
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,farmer,hard-working;local;experienced;young;dedicated;organic;poor;rich;skilled;rural
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,lawyer,skilled;experienced;young;professional;busy;famous;dedicated;local;honest;aggressive
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,musician,talented;famous;young;skilled;dedicated;local;creative;professional;struggling;passionate
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;famous;innovative;local;skilled;curious;professional
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;strong;local;injured;professional;heroic
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;skilled;patient;local;creative;professional;inspiring;strict
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Human Roles,writer,talented;famous;young;dedicated;creative;local;experienced;struggling;professional;imaginative
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;popular;educational;fictional;hardcover
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;broken;famous;safe
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,drums,loud;wooden;small;large;rhythmic;old;new;electronic;traditional;shiny
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,earth,green;vast;round;fertile;dry;ancient;beautiful;polluted;solid;warm
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,flute,wooden;small;silver;old;new;melodic;traditional;shiny;simple;broken
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;locked;simple;golden
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,knife,sharp;small;old;new;rusty;metal;kitchen;pocket;dull;clean
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,lock,old;new;broken;secure;metal;simple;electronic;rusty;small;strong
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;beautiful;silver;glowing;hidden;large
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,pen,black;new;old;cheap;expensive;broken;smooth;ink;metal;plastic
grok-3-mini,think-in-native,0.0,SQ # Albanian,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;powerful;golden;hidden
