Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;bad;quick;hot;sudden;deep;great;wild;bitter;fierce
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,doctor,skilled;experienced;young;busy;local;professional;caring;specialist;good;trusted
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,engineer,skilled;young;professional;experienced;creative;busy;mechanical;local;dedicated;smart
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,farmer,hard-working;local;old;young;experienced;organic;poor;rich;dedicated;simple
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,lawyer,experienced;smart;professional;young;busy;good;corporate;local;dedicated;successful
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;passionate;classical;local;experienced;creative;popular
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;professional;famous;local;creative;brilliant;busy
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;dedicated;experienced;loyal;active;elite;wounded
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,teacher,good;experienced;young;dedicated;patient;local;creative;strict;passionate;skilled
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;local;dedicated;popular;skilled;prolific
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;popular;educational;fictional;hardcover;cheap
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,bridge,old;big;wooden;stone;modern;long;high;strong;broken;famous
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,drums,loud;big;small;wooden;electronic;old;new;rhythmic;cheap;professional
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,earth,green;beautiful;old;vast;blue;dry;fertile;round;warm;fragile
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,flute,wooden;silver;old;small;musical;shiny;cheap;professional;sweet-sounding;simple
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;spare;golden;simple;locked;electronic
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,knife,sharp;old;metal;small;big;rusty;kitchen;pocket;cheap;dangerous
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,lock,old;metal;secure;broken;electronic;small;big;simple;rusty;modern
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;beautiful;distant;silver;cold;rising;hidden
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,pen,black;cheap;new;old;ink;ballpoint;fine;broken;colorful;simple
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;warm;yellow;powerful;daily;distant;golden
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;heavy;ancient;shiny;broken;royal;simple
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,cat,black;white;small;wild;domestic;lazy;playful;old;young;furry
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,dog,big;small;loyal;wild;friendly;old;young;trained;barking;furry
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,dolphin,smart;playful;wild;big;friendly;marine;fast;gray;swimming;rare
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;old;young;gentle;African;Asian;endangered
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,hamster,small;furry;cute;wild;domestic;fast;brown;white;playful;caged
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,monkey,small;wild;playful;smart;brown;young;old;noisy;climbing;funny
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,mouse,small;gray;wild;domestic;fast;scared;quiet;caged;white;clever
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;large;proud;noisy;exotic;male;female;rare
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,rabbit,white;small;wild;domestic;fast;fluffy;young;old;caged;cute
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,shark,big;dangerous;wild;gray;fast;marine;hungry;rare;aggressive;scary
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;poisonous;small;big;slippery;rare;hidden
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Neutral Animals,whale,big;wild;marine;gray;endangered;singing;deep-diving;rare;majestic;friendly
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,city,big;busy;modern;old;crowded;beautiful;dirty;clean;historic;exciting
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;remote;beautiful;harsh;yellow;endless
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,forest,green;dense;old;wild;dark;beautiful;tropical;quiet;large;natural
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,island,small;tropical;remote;beautiful;deserted;green;volcanic;sandy;large;sunny
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,lake,blue;deep;calm;frozen;large;small;clear;fresh;mountain;quiet
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,mountain,high;tall;snowy;rocky;beautiful;steep;green;distant;ancient;rugged
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;cold;warm;endless;mysterious;wild
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,plain,flat;wide;green;dry;open;empty;fertile;vast;simple;rural
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,plateau,high;flat;rocky;dry;vast;green;remote;beautiful;ancient;elevated
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,river,wide;deep;fast-flowing;calm;blue;dirty;clean;long;winding;natural
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,valley,deep;green;narrow;wide;beautiful;fertile;hidden;sunny;remote;peaceful
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Places,village,small;quiet;old;rural;simple;beautiful;remote;green;traditional;poor
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,cactus,green;spiky;tall;small;desert;wild;dry;flowering;rare;thorny
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,eggplant,purple;fresh;big;small;organic;cooked;raw;shiny;healthy;round
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,flower,beautiful;colorful;wild;red;white;small;big;fresh;blooming;fragrant
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,grass,green;fresh;wet;dry;tall;short;wild;soft;thick;natural
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,lettuce,green;fresh;crisp;organic;raw;big;small;leafy;healthy;washed
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,mushroom,small;wild;fresh;edible;poisonous;brown;white;organic;cooked;rare
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,onion,white;red;fresh;big;small;organic;raw;cooked;strong-smelling;cheap
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,pepper,red;green;fresh;hot;sweet;small;big;organic;raw;spicy
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,potato,big;small;fresh;organic;cooked;raw;yellow;white;cheap;healthy
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,rose,red;beautiful;wild;fresh;thorny;fragrant;white;pink;blooming;simple
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,tomato,red;fresh;ripe;big;small;organic;juicy;raw;cooked;sweet
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Plants,tree,tall;green;old;big;small;fruit;leafy;wild;strong;ancient
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,ally,strong;loyal;close;reliable;foreign;powerful;true;helpful;secret;key
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,brother,younger;older;loving;caring;strong;fun;protective;close;distant;helpful
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,enemy,dangerous;strong;old;bitter;foreign;powerful;hidden;main;deadly;common
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,father,loving;strict;old;young;caring;busy;protective;wise;strong;distant
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;strong;young;old;blind;active;passionate;key
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,friend,close;true;old;new;loyal;helpful;fun;reliable;young;distant
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,leader,strong;great;wise;young;old;powerful;charismatic;effective;local;inspiring
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,mother,loving;caring;strict;busy;young;old;protective;wise;strong;dedicated
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,partner,reliable;close;business;strong;loyal;equal;helpful;young;old;trusted
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,rival,strong;bitter;main;old;new;fierce;close;dangerous;competitive;smart
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,sister,younger;older;loving;caring;fun;protective;close;distant;helpful;smart
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;foreign;friendly;odd;tall;quiet;helpful;suspicious
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,above,high;clear;bright;open;vast;blue;distant;safe;warm;full
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,back,strong;sore;straight;wide;old;injured;muscular;flat;hidden;covered
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,below,deep;dark;hidden;low;cold;wet;mysterious;safe;quiet;vast
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,east,distant;sunny;coastal;windy;old;modern;rural;urban;quiet;busy
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,front,main;wide;open;busy;clean;decorated;simple;hidden;strong;low
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;quiet;comfortable;empty;full;clean;messy
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,left,open;empty;dark;quiet;hidden;safe;narrow;wide;cold;warm
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,north,cold;windy;remote;wild;old;modern;green;snowy;quiet;busy
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,outside,bright;cold;warm;wet;dry;empty;full;safe;dangerous;open
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,right,correct;true;proper;good;absolute;basic;clear;direct;full;strong
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,south,warm;sunny;coastal;busy;old;modern;green;dry;quiet;exotic
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,west,wild;open;distant;sunny;coastal;old;modern;quiet;windy;remote
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,century,past;new;old;great;dark;golden;modern;long;short;eventful
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;hot;cold;special;normal
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,evening,quiet;long;warm;cool;dark;peaceful;busy;short;beautiful;relaxing
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;full;empty;final;first
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,minute,short;long;final;first;quiet;busy;last;next;exact;passing
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;first;full;empty
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,morning,early;fresh;bright;cold;warm;quiet;busy;foggy;sunny;new
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;warm;starry;short;busy;peaceful;mysterious
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,season,long;short;warm;cold;busy;quiet;rainy;dry;green;harsh
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,second,short;last;first;final;quick;long;extra;important;simple;key
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;full;empty;working;holiday
grok-3-mini,basic,1.0,TR # Turkish,B2,most frequent,Time Concepts,year,new;old;long;short;busy;quiet;good;bad;final;starting
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;explosive;quiet;raw;righteous;simmering;uncontrolled
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,courage,brave;bold;heroic;unwavering;quiet;moral;physical;innate;foolish;admirable
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;primal;constant;hidden;paralyzing;dark
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,freedom,absolute;personal;political;total;hard-won;limited;true;basic;new;equal
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,happiness,pure;simple;lasting;genuine;deep;sudden;quiet;shared;fleeting;inner
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,hate,intense;deep;blind;irrational;burning;bitter;longstanding;mutual;hidden;violent
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;straightforward;rare;genuine;absolute;painful;unwavering;basic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,justice,fair;blind;swift;true;social;criminal;equal;divine;moral;delayed
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;basic;hidden;shared;ancient;modern;essential
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;romantic;eternal;fleeting;pure;familial;intense
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,peace,lasting;inner;global;quiet;fragile;perfect;mutual;temporary;spiritual;deep
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;innate;hard-earned;simple;deep;shared;true
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,bell,loud;small;large;ringing;old;golden;church;alarm;clear;decorative
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,candle,lit;small;large;scented;waxen;flickering;old;decorative;simple;colored
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,carpet,soft;large;colorful;old;woolen;patterned;thick;dirty;new;oriental
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,coin,old;shiny;gold;silver;rare;small;foreign;ancient;modern;counterfeit
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;ancient;heavy;symbolic;simple;ornate;modern;broken
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;old;torn;proud;foreign;small;large;symbolic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,mask,protective;colorful;scary;old;plastic;decorative;theatrical;simple;hidden;facial
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,necklace,gold;silver;beautiful;long;short;pearl;simple;expensive;antique;beaded
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,painting,beautiful;old;modern;colorful;abstract;famous;large;detailed;simple;landscape
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,ring,gold;silver;diamond;simple;old;engagement;decorative;large;small;antique
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,statue,large;stone;ancient;beautiful;bronze;modern;damaged;heroic;small;famous
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,vase,beautiful;glass;ceramic;large;small;decorative;antique;broken;floral;simple
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;low;high;stormy;light;moving;thin;thick
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;major;underground;seismic;rare;frequent;destructive
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;cold;mysterious;light;early;coastal;heavy;persistent
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;electrical;sudden;striking;forked;night;powerful;rare
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;sudden;tropical
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;full;beautiful;rare;short;wide;natural
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;falling;cold;wet;powdery;seasonal;heavy
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,storm,violent;strong;sudden;fierce;tropical;winter;electrical;long;mild;approaching
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;sudden;powerful;frightening;deep;echoing;nighttime;constant
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;coastal;daily;dangerous;calm;rising
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;large;dangerous;smoking;ancient;mountain;fiery;threatening
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;seasonal
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,apple,red;green;fresh;juicy;sweet;ripe;tart;small;large;organic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;fresh;peeled;organic;small;tropical
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,beef,fresh;tender;lean;grilled;raw;cooked;organic;fatty;cheap;expensive
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,bread,fresh;soft;warm;whole-wheat;sliced;toasted;homemade;dry;white;crusty
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;crunchy;boiled;large;small;frozen
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,cheese,sharp;soft;hard;fresh;melted;grated;creamy;yellow;aged;mild
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,chicken,fresh;grilled;roasted;fried;organic;tender;boneless;spicy;raw;seasoned
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;small;organic;brown;white;cracked
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,fish,fresh;grilled;smoked;raw;wild;farmed;large;small;tasty;oily
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,pasta,cooked;fresh;dried;homemade;Italian;cheesy;spicy;long;short;al dente
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;wild;sticky;fluffy;organic;raw;seasoned
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Food Items,soup,hot;cold;creamy;vegetable;chicken;spicy;thick;thin;homemade;canned
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,artist,talented;creative;famous;young;skilled;dedicated;modern;traditional;passionate;unknown
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,athlete,strong;fast;skilled;professional;young;dedicated;competitive;fit;famous;injured
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;experienced;talented;busy;innovative;passionate
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;professional;caring;busy;famous;local;specialist
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,engineer,skilled;creative;professional;young;experienced;innovative;dedicated;mechanical;electrical;talented
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,farmer,hardworking;local;experienced;young;organic;dedicated;rural;skilled;modern;traditional
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,lawyer,skilled;experienced;professional;young;corporate;dedicated;famous;criminal;busy;ethical
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,musician,talented;famous;young;skilled;classical;rock;dedicated;passionate;innovative;unknown
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;professional;innovative;famous;biological;physical;curious
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;professional;elite;wounded;loyal;heroic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;skilled;patient;professional;inspiring;strict;creative;knowledgeable
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;dedicated;fictional;poetic;unknown;prolific
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;hardcover;paperback;educational;fictional
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;collapsed;famous;simple
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,drums,loud;wooden;large;small;traditional;modern;rhythmic;electronic;old;shiny
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,earth,green;blue;vast;ancient;fertile;dry;round;spinning;beautiful;fragile
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,flute,wooden;silver;small;traditional;modern;melodic;old;shiny;simple;sweet-sounding
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;secret;simple;locked
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,knife,sharp;small;large;metal;old;new;kitchen;pocket;rusty;clean
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,lock,old;new;secure;broken;metal;simple;electronic;rusty;strong;small
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;glowing;distant;silver;mysterious;beautiful;waxing
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,pen,black;blue;cheap;expensive;old;new;ink;ballpoint;smooth;broken
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;powerful;shining;midday
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,sword,sharp;long;ancient;metal;rusty;decorative;powerful;light;heavy;magical
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,cat,black;white;fluffy;wild;domestic;playful;lazy;old;young;stray
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;old;young;barking;energetic
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;friendly;large;small;marine;swift;graceful;social
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,elephant,large;gray;wild;tame;intelligent;strong;old;young;majestic;endangered
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,hamster,small;furry;cute;fast;wild;pet;brown;white;playful;nocturnal
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;brown;agile;curious;young;old;mischievous
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,mouse,small;gray;fast;wild;pet;shy;nocturnal;clever;young;old
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,peacock,colorful;beautiful;wild;proud;large;exotic;male;female;noisy;graceful
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,rabbit,white;fluffy;fast;wild;pet;small;cute;young;old;jumping
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,shark,large;dangerous;fast;wild;gray;marine;aggressive;powerful;solitary;ancient
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;colorful;small;large;slithering;dangerous;tame;green
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Neutral Animals,whale,large;massive;wild;marine;graceful;endangered;singing;blue;deep-diving;intelligent
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;industrial;coastal
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,desert,dry;hot;vast;sandy;barren;remote;beautiful;dangerous;golden;ancient
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,forest,dense;green;old;dark;tropical;quiet;vast;beautiful;wild;mysterious
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,island,small;large;tropical;remote;beautiful;deserted;volcanic;green;sandy;inhabited
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,lake,deep;clear;blue;frozen;large;small;calm;scenic;freshwater;mountain
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,mountain,high;steep;snowy;rugged;beautiful;ancient;green;volcanic;tall;remote
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;cold;warm
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,plain,flat;vast;green;dry;open;fertile;empty;windy;rural;expansive
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;ancient;scenic;elevated
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,river,wide;deep;fast-flowing;calm;blue;muddy;long;winding;fresh;ancient
grok-3-mini,basic,1.0,TR # Turkish,C1,most frequent,Places,valley,deep;green;fertile;narrow;wide;beautiful;remote;sunny;hidden;river
