Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,PS # Pashto,B1,most frequent,Abstract Concepts,anger,strong;hot;sudden;deep;blind;great;fierce;quick;raw;bad
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,farmer,hard-working;local;old;young;skilled;poor;rich;organic;dedicated;experienced
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,lawyer,good;experienced;young;old;professional;skilled;local;famous;busy;smart
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,musician,talented;famous;young;old;skilled;creative;local;professional;dedicated;popular
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,scientist,smart;experienced;young;old;famous;skilled;creative;local;dedicated;professional
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,soldier,brave;strong;young;experienced;trained;dedicated;professional;loyal;heroic;skilled
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,teacher,good;experienced;young;old;dedicated;patient;skilled;local;creative;helpful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Human Roles,writer,talented;famous;young;old;creative;skilled;local;dedicated;professional;popular
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,book,old;new;big;small;interesting;boring;thick;thin;popular;educational
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,bridge,old;new;big;strong;wooden;stone;modern;broken;high;long
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,drums,big;small;loud;wooden;electronic;old;new;professional;simple;rhythmic
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,earth,big;round;blue;green;old;fertile;dry;wet;beautiful;vast
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,flute,wooden;metal;small;long;old;new;shiny;simple;professional;sweet-sounding
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,key,small;old;new;metal;rusty;shiny;house;car;spare;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,knife,sharp;dull;small;big;metal;wooden-handled;old;new;kitchen;pocket
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,lock,old;new;metal;strong;broken;simple;electronic;door;safe;rusty
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,moon,full;new;bright;dark;big;small;yellow;distant;beautiful;mysterious
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,pen,black;blue;red;cheap;expensive;old;new;ink;ballpoint;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,sun,bright;hot;big;yellow;rising;setting;warm;powerful;daily;distant
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,sword,sharp;old;new;metal;long;short;ancient;shiny;heavy;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,cat,black;white;small;big;lazy;active;friendly;wild;domestic;cute
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,dog,big;small;friendly;wild;loyal;active;old;young;smart;playful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,dolphin,smart;big;friendly;wild;fast;playful;gray;ocean;social;graceful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;gentle;old;young;smart;endangered;majestic
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,hamster,small;cute;furry;active;friendly;wild;pet;brown;fast;playful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,monkey,small;wild;smart;playful;brown;fast;funny;tree-living;curious;active
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;sneaky;pet;brown;quiet;cute;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;large;proud;exotic;blue;green;majestic;noisy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,rabbit,small;white;fast;wild;pet;fluffy;cute;brown;playful;quick
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,shark,big;dangerous;gray;wild;fast;ocean;scary;powerful;hungry;sharp-toothed
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;small;poisonous;green;black;fast;scary;smooth
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Neutral Animals,whale,big;gray;wild;ocean;gentle;massive;smart;endangered;deep-diving;singing
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;noisy;exciting
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,desert,hot;dry;vast;sandy;empty;beautiful;remote;yellow;harsh;quiet
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,forest,green;dense;wild;beautiful;dark;large;old;quiet;tropical;cool
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,island,small;big;tropical;remote;beautiful;sandy;green;deserted;volcanic;sunny
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,lake,big;small;blue;deep;calm;frozen;clear;dirty;beautiful;fresh
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,mountain,high;big;snowy;green;rocky;old;beautiful;steep;distant;majestic
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,ocean,vast;blue;deep;stormy;calm;salty;wide;beautiful;cold;warm
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,plain,flat;wide;green;dry;empty;vast;open;fertile;simple;quiet
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;beautiful;elevated;wide
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,river,long;wide;deep;fast;slow;clean;dirty;blue;wild;beautiful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,valley,deep;green;wide;narrow;beautiful;fertile;quiet;remote;sunny;cool
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Places,village,small;quiet;old;remote;simple;beautiful;rural;green;peaceful;traditional
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,cactus,tall;green;spiky;dry;wild;small;big;desert;hardy;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,eggplant,purple;fresh;big;small;raw;cooked;organic;shiny;soft;healthy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,flower,beautiful;red;yellow;small;big;fresh;wild;garden;fragrant;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,grass,green;fresh;tall;short;wet;dry;soft;wild;garden;thick
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,lettuce,green;fresh;crisp;raw;organic;big;small;leafy;healthy;salad
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,mushroom,small;big;fresh;wild;cooked;white;brown;edible;poisonous;soft
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,onion,white;red;fresh;big;small;raw;cooked;strong-smelling;organic;spicy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,pepper,red;green;hot;sweet;fresh;small;big;raw;cooked;spicy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,potato,big;small;fresh;cooked;organic;white;red;soft;hard;healthy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;wild;garden;sweet-smelling;big;small;delicate
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,tomato,red;fresh;big;small;ripe;raw;cooked;juicy;organic;sweet
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Plants,tree,tall;green;old;young;big;small;fruit;shady;wild;strong
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,ally,strong;loyal;reliable;close;powerful;helpful;true;foreign;key;trusted
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,brother,older;younger;kind;smart;strong;helpful;close;funny;loyal;caring
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,enemy,dangerous;strong;old;new;foreign;powerful;bitter;hidden;common;fierce
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,father,old;young;kind;strict;loving;strong;wise;busy;caring;hardworking
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;strong;young;old;active;true;blind;enthusiastic
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,friend,good;close;old;new;loyal;funny;helpful;true;kind;reliable
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,leader,strong;great;wise;young;old;powerful;popular;effective;inspirational;skilled
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,mother,loving;caring;kind;busy;strong;wise;young;old;dedicated;patient
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,partner,good;reliable;business;life;strong;helpful;close;loyal;skilled;trusted
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,rival,strong;tough;old;new;fierce;competitive;dangerous;smart;direct;bitter
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,sister,younger;older;kind;smart;funny;helpful;close;caring;loyal;beautiful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Social Relationships,stranger,unknown;mysterious;foreign;dangerous;friendly;new;odd;quiet;tall;short
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,above,high;upper;top;overhead;superior;elevated;northern;clear;bright;distant
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,back,rear;hidden;old;strong;wide;dark;simple;wooden;metal;broken
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,below,low;under;deep;hidden;dark;inferior;southern;quiet;cold;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,east,far;coastal;sunny;distant;rising;ancient;modern;busy;quiet;green
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,front,main;forward;open;busy;wide;clean;simple;wooden;metal;new
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;quiet;deep;secret;cozy;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,left,far;open;dark;quiet;western;simple;empty;hidden;narrow;old
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,north,far;cold;snowy;distant;ancient;modern;busy;quiet;green;high
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,outside,outer;cold;wet;bright;dark;free;simple;wide;empty;noisy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,right,correct;proper;eastern;simple;direct;true;strong;clear;obvious;fair
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,south,warm;sunny;distant;ancient;modern;busy;quiet;green;coastal;high
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,west,far;dry;distant;ancient;modern;busy;quiet;green;coastal;windy
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,century,past;present;future;long;short;golden;dark;modern;ancient;important
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;good;bad;warm;cold
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,evening,late;cool;quiet;dark;peaceful;long;short;beautiful;relaxing;warm
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;first
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,minute,short;long;final;first;quick;slow;last;early;important;simple
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;first;summer;winter
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,morning,early;fresh;bright;cool;quiet;busy;beautiful;foggy;sunny;cold
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,night,dark;long;short;quiet;cold;warm;starry;peaceful;exciting;late
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;busy;quiet;changing;beautiful
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,second,short;last;first;quick;final;important;simple;early;late;extra
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;working;holiday;full;empty
grok-3-mini,basic,1.0,PS # Pashto,B2,most frequent,Time Concepts,year,long;short;busy;quiet;new;old;good;bad;full;empty
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,anger,intense;blind;sudden;deep;raw;suppressed;explosive;quiet;simmering;boiling
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,courage,brave;bold;fearless;strong;heroic;steadfast;unwavering;moral;quiet;exceptional
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,fear,deep;sudden;overwhelming;constant;irrational;primal;hidden;intense;chilling;growing
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,freedom,complete;true;personal;limited;absolute;hard-won;basic;equal;precious;new
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,happiness,pure;simple;lasting;genuine;short-lived;deep;everyday;shared;sudden;quiet
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,hate,intense;bitter;deep;blind;growing;racial;personal;irrational;strong;unyielding
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;rare;straightforward;absolute;genuine;quiet;unwavering;clear
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,justice,fair;swift;blind;social;true;equal;delayed;harsh;basic;moral
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,knowledge,deep;vast;basic;practical;ancient;hidden;useful;shared;growing;essential
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,love,true;deep;unconditional;romantic;lasting;blind;pure;intense;simple;selfless
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,peace,lasting;true;inner;fragile;global;quiet;complete;hard-won;sudden;perfect
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,wisdom,ancient;deep;practical;timeless;simple;shared;profound;quiet;hard-earned;rare
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,bell,loud;small;old;ringing;golden;cracked;ancient;clear;handheld;decorative
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,candle,small;lit;wax;scented;flickering;tall;white;old;simple;colorful
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,carpet,soft;old;colorful;thick;woven;red;dirty;large;cheap;handmade
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,coin,old;shiny;gold;rare;small;foreign;ancient;silver;dirty;valuable
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;ancient;jeweled;simple;old;ceremonial;large;fake
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,flag,national;old;waving;colorful;torn;small;official;red;foreign;symbolic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,mask,protective;old;colorful;simple;scary;wooden;medical;handmade;black;decorative
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,necklace,gold;simple;long;beaded;old;valuable;cheap;elegant;colorful;broken
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;large;famous;simple;abstract;modern;detailed;framed
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,ring,gold;small;engagement;old;simple;valuable;broken;silver;decorative;ancient
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,statue,tall;stone;old;bronze;famous;broken;modern;large;simple;decorative
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,vase,glass;old;decorative;broken;tall;simple;colorful;antique;small;porcelain
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;moving;high;stormy;light;low;gray;thin
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;massive;destructive;minor;deep;violent;rare;shallow;unexpected
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;light;cold;mysterious;gray;heavy;low;lingering
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;striking;forked;sudden;distant;powerful;electrical;rare
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;sudden;pouring;gentle;seasonal;continuous
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;beautiful;short;wide;rare;natural;full
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,snow,white;fresh;heavy;light;falling;deep;cold;wet;soft;packed
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,storm,violent;strong;sudden;massive;tropical;winter;fierce;dark;long;approaching
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;sudden;powerful;frightening;continuous;heavy;deep;echoing
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;swift;calm;dangerous;outgoing;incoming
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;large;quiet;fiery
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;hot;blowing;steady;gusty;northern;eastern;wild
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,apple,red;green;fresh;ripe;sweet;sour;large;small;juicy;organic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,banana,yellow;ripe;green;long;sweet;fresh;soft;organic;small;peeled
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,beef,fresh;cooked;lean;tender;grilled;ground;rare;fatty;organic;cheap
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,bread,fresh;soft;white;whole-wheat;sliced;warm;stale;homemade;cheap;crusty
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;frozen;small;tender;boiled;crisp
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,cheese,sharp;soft;hard;melted;fresh;grated;yellow;organic;cheap;creamy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;organic;boneless;raw;small;tender;spicy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,egg,fresh;boiled;fried;large;white;brown;organic;cracked;soft;hard
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,fish,fresh;grilled;smoked;raw;big;small;salty;frozen;wild;tasty
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,pasta,cooked;dry;fresh;Italian;long;short;cheap;homemade;spicy;soft
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;long-grain;short-grain;dry;organic;hot;sticky
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;chicken;creamy;spicy;fresh;homemade
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,artist,talented;young;famous;creative;skilled;local;modern;dedicated;inspiring;struggling
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,athlete,strong;fast;professional;young;skilled;dedicated;famous;fit;competitive;injured
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,chef,skilled;famous;young;creative;professional;busy;talented;local;experienced;innovative
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,doctor,skilled;experienced;young;busy;caring;professional;famous;dedicated;local;qualified
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,engineer,skilled;experienced;young;creative;professional;dedicated;innovative;busy;local;qualified
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,farmer,hardworking;local;experienced;young;organic;dedicated;poor;skilled;rural;successful
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,lawyer,experienced;professional;young;skilled;busy;famous;dedicated;corporate;local;honest
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,musician,talented;young;famous;skilled;local;dedicated;creative;professional;struggling;inspiring
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,scientist,brilliant;young;experienced;dedicated;famous;creative;skilled;innovative;local;curious
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;strong;loyal;professional;injured;heroic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;skilled;patient;inspiring;local;professional;creative;strict
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Human Roles,writer,talented;famous;young;creative;experienced;dedicated;local;struggling;skilled;inspiring
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;popular;educational;hardcover;cheap
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,bridge,old;long;high;wooden;metal;busy;broken;modern;small;strong
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,drums,loud;big;small;wooden;metal;old;new;electronic;rhythmic;handmade
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,earth,green;round;old;fertile;dry;vast;blue;warm;rocky;flat
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,flute,wooden;small;silver;old;new;sweet-sounding;handmade;simple;professional;broken
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;golden;spare;simple;locked;electronic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,knife,sharp;old;metal;small;large;rusty;kitchen;pocket;blunt;clean
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,lock,old;metal;broken;simple;electronic;strong;rusty;small;new;secure
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;glowing;silver;new;old;rising
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,pen,black;new;old;cheap;fancy;broken;ink;metal;plastic;simple
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;powerful;midday;golden
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,sword,sharp;old;metal;long;ancient;rusty;decorative;heavy;simple;magical
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,cat,black;white;small;wild;domestic;lazy;playful;old;young;friendly
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,dog,big;small;friendly;wild;loyal;old;young;trained;barking;energetic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,dolphin,smart;playful;wild;large;friendly;swimming;gray;young;old;aquatic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,elephant,large;gray;wild;strong;old;young;gentle;trained;majestic;endangered
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,hamster,small;cute;furry;wild;pet;young;old;fast;playful;brown
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,monkey,small;wild;playful;smart;young;old;furry;trained;noisy;brown
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,mouse,small;gray;wild;pet;fast;young;old;sneaky;quiet;common
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,peacock,colorful;wild;beautiful;large;proud;young;old;exotic;noisy;feathered
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,rabbit,white;small;wild;pet;fast;young;old;fluffy;cute;brown
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;gray;young;old;hungry;fierce;oceanic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;small;green;young;old;slithery;dangerous;harmless
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Neutral Animals,whale,large;blue;wild;gentle;old;young;swimming;massive;endangered;deep-sea
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;industrial;coastal
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,desert,dry;hot;vast;sandy;empty;rocky;remote;harsh;golden;barren
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,forest,dense;green;old;dark;wild;quiet;tropical;snowy;vast;beautiful
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,island,small;tropical;remote;beautiful;deserted;rocky;green;volcanic;sandy;large
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,lake,deep;blue;calm;frozen;large;small;clear;dirty;fresh;mountain
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,mountain,high;snowy;rugged;green;old;tall;steep;beautiful;remote;volcanic
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;cold;warm;endless;wild;mysterious
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,plain,flat;vast;green;dry;empty;fertile;wide;open;grassy;boring
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;elevated;barren;ancient
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,river,wide;deep;fast;slow;clean;dirty;long;fresh;winding;frozen
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,valley,deep;green;narrow;wide;fertile;remote;beautiful;dry;hidden;sunny
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Places,village,small;quiet;rural;old;peaceful;remote;traditional;poor;colorful;coastal
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,cactus,spiky;green;tall;small;desert;wild;thorny;dry;flowering;hardy
grok-3-mini,basic,1.0,PS # Pashto,C1,most frequent,Plants,eggplant,purple;fresh;large;small;organic;raw;cooked;shiny;soft;ripe
