Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,strong;big;hot;sudden;quick;bad;deep;wild;silent;hidden
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,engineer,skilled;smart;young;experienced;professional;creative;busy;good;innovative;reliable
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,farmer,hard-working;old;young;skilled;poor;rich;busy;simple;dedicated;local
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,lawyer,smart;experienced;young;professional;busy;good;famous;skilled;honest;tough
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;creative;old;dedicated;professional;good;passionate
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;famous;creative;professional;skilled;innovative;busy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;experienced;dedicated;professional;tough;loyal;heroic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,teacher,good;young;experienced;dedicated;patient;smart;professional;creative;helpful;kind
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Human Roles,writer,talented;famous;young;creative;skilled;experienced;good;dedicated;professional;imaginative
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,book,old;new;big;small;interesting;boring;thick;thin;colorful;educational
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,bridge,old;big;strong;wooden;stone;long;broken;high;modern;safe
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,drums,big;loud;wooden;old;new;shiny;broken;simple;professional;rhythmic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,earth,big;round;green;blue;old;beautiful;dry;wet;rich;vast
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,flute,wooden;old;shiny;small;simple;broken;sweet-sounding;new;silver;light
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,key,small;old;shiny;metal;broken;simple;new;rusty;gold;important
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,knife,sharp;small;old;metal;dull;new;clean;dirty;long;simple
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,lock,old;strong;metal;broken;new;simple;rusty;small;secure;electronic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,moon,bright;full;round;old;beautiful;dark;new;distant;silver;mysterious
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,pen,black;small;new;old;broken;simple;colorful;cheap;smooth;metal
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,sun,bright;hot;big;yellow;warm;rising;setting;powerful;daily;golden
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Inanimate Objects,sword,sharp;old;big;metal;broken;shiny;ancient;simple;heavy;magical
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,cat,black;small;wild;tame;lazy;active;old;young;fluffy;playful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,dog,big;small;loyal;wild;old;young;friendly;active;brown;playful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,dolphin,smart;big;wild;friendly;fast;gray;playful;marine;social;graceful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;old;young;gentle;intelligent;heavy;majestic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,hamster,small;cute;furry;wild;tame;fast;brown;playful;active;young
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,monkey,small;wild;playful;clever;brown;fast;young;active;noisy;curious
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;tame;shy;young;quiet;clever;tiny
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;large;proud;noisy;royal;exotic;male;stunning
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,rabbit,small;white;fast;wild;tame;fluffy;young;playful;quiet;cute
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,shark,big;dangerous;wild;gray;fast;fierce;marine;hungry;powerful;scary
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;fast;poisonous;small;scary;silent;sleek
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Neutral Animals,whale,big;gray;wild;massive;marine;gentle;old;fast;deep-diving;majestic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;exciting;noisy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,desert,hot;dry;vast;sandy;empty;beautiful;harsh;remote;yellow;windy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,forest,green;dense;wild;dark;beautiful;old;quiet;wet;vast;mysterious
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,island,small;tropical;beautiful;remote;green;sandy;lonely;volcanic;sunny;wild
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,lake,big;deep;blue;clear;frozen;calm;wild;fresh;cold;beautiful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,mountain,high;tall;snowy;rocky;green;beautiful;steep;old;vast;rugged
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,ocean,vast;deep;blue;wild;cold;warm;stormy;beautiful;salty;endless
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,plain,flat;wide;green;dry;empty;vast;fertile;open;sunny;peaceful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,plateau,high;flat;rocky;wide;dry;green;ancient;vast;remote;beautiful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,river,long;wide;deep;fast;clean;dirty;blue;wild;frozen;flowing
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,valley,deep;green;wide;beautiful;fertile;quiet;remote;sunny;narrow;peaceful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Places,village,small;quiet;old;rural;simple;peaceful;green;poor;friendly;traditional
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,cactus,tall;green;spiky;dry;wild;small;hardy;desert;thorny;strong
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,eggplant,purple;big;fresh;soft;raw;cooked;shiny;healthy;round;long
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,flower,beautiful;red;small;wild;fresh;colorful;sweet-smelling;bright;simple;rare
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,grass,green;tall;wet;dry;fresh;soft;wild;short;thick;healthy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,lettuce,green;fresh;crisp;raw;big;small;leafy;healthy;wet;organic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,mushroom,small;wild;fresh;white;cooked;raw;soft;tasty;poisonous;big
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,onion,big;small;fresh;raw;cooked;white;red;strong-smelling;spicy;dry
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,pepper,red;green;hot;fresh;raw;cooked;small;spicy;sweet;crunchy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,potato,big;small;fresh;raw;cooked;brown;soft;healthy;fried;boiled
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;sweet-smelling;wild;full;simple;pink;rare
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,tomato,red;fresh;raw;cooked;juicy;small;big;ripe;sweet;soft
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Plants,tree,tall;green;old;big;wild;strong;fruit-bearing;shady;young;bare
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,ally,strong;loyal;true;helpful;reliable;close;powerful;faithful;brave;strategic
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,brother,young;old;kind;helpful;strong;caring;funny;smart;loyal;protective
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,enemy,dangerous;strong;old;powerful;bitter;fierce;hidden;real;common;threatening
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,father,old;young;kind;strong;wise;caring;busy;strict;loving;protective
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,follower,loyal;devoted;young;faithful;dedicated;strong;simple;enthusiastic;blind;true
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,friend,good;close;true;loyal;old;young;helpful;funny;reliable;kind
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,leader,strong;wise;great;young;old;powerful;charismatic;dedicated;brave;effective
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,mother,loving;kind;old;young;caring;busy;strong;wise;protective;gentle
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,partner,reliable;good;close;strong;loyal;business;equal;helpful;true;dedicated
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,rival,strong;tough;fierce;old;young;dangerous;competitive;smart;bitter;equal
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,sister,young;old;kind;helpful;caring;funny;smart;loyal;protective;close
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Social Relationships,stranger,unknown;strange;new;dangerous;friendly;mysterious;foreign;tall;quiet;odd
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,above,high;clear;bright;open;distant;safe;free;vast;empty;blue
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,back,strong;straight;wide;tired;sore;broad;flat;hidden;old;dark
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,below,deep;dark;hidden;low;cold;wet;quiet;secret;underground;distant
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,east,distant;sunny;rising;far;coastal;green;ancient;warm;mysterious;flat
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,front,clear;open;busy;wide;clean;hidden;strong;flat;new;old
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;quiet;cool;empty;full;comfortable;secret
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,left,open;free;strong;weak;clear;dark;empty;full;hidden;distant
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,north,cold;far;wild;green;ancient;high;mysterious;flat;sunny;vast
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,outside,cold;warm;bright;dark;free;open;busy;quiet;wet;dry
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,right,strong;correct;clear;free;open;hidden;flat;new;old;direct
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,south,warm;sunny;far;green;coastal;ancient;flat;mysterious;high;vast
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Spatial Concepts,west,distant;wild;golden;far;coastal;ancient;flat;mysterious;high;windy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,century,long;old;great;past;modern;new;dark;golden;short;forgotten
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;free;cold;warm;new;old
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,evening,quiet;cool;long;short;beautiful;dark;warm;busy;relaxing;peaceful
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,hour,long;short;busy;free;early;late;quiet;full;empty;final
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,minute,short;long;quick;slow;final;early;busy;free;quiet;last
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;new;old;full;empty
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,morning,early;fresh;bright;cool;busy;quiet;sunny;new;clear;foggy
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;warm;starry;short;peaceful;busy;mysterious
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;new;old;full;quiet
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,second,short;quick;last;final;early;quiet;busy;free;long;important
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,week,long;short;busy;free;new;old;full;quiet;warm;cold
grok-3-mini,basic,1.0,AR # Arabic,B2,most frequent,Time Concepts,year,new;old;long;short;busy;quiet;full;happy;difficult;memorable
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;uncontrolled;boiling;raw;bitter;suppressed;explosive;quiet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,courage,great;true;moral;physical;heroic;bold;unwavering;quiet;foolish;innate
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,fear,deep;sudden;overwhelming;irrational;constant;primal;hidden;intense;paralyzing;dark
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,freedom,total;personal;political;true;absolute;limited;hard-won;basic;equal;creative
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;sudden;shared;genuine;quiet;overwhelming;fleeting
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,hate,deep;intense;blind;irrational;strong;bitter;long-lasting;hidden;violent;cold
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;absolute;straightforward;rare;true;painful;clear;unwavering
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,justice,fair;blind;social;swift;true;equal;poetic;divine;legal;harsh
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,knowledge,vast;deep;basic;practical;secret;ancient;useful;general;specialized;shared
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;romantic;pure;lasting;forbidden;gentle;strong
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,peace,inner;lasting;global;fragile;quiet;true;perfect;temporary;deep;external
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Abstract Concepts,wisdom,great;ancient;practical;profound;simple;timeless;hidden;natural;hard-earned;clear
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,bell,small;large;old;ringing;golden;church;alarm;silver;decorative;cracked
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,candle,small;scented;burning;white;tall;wax;decorative;red;flickering;long
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,carpet,soft;old;colorful;thick;woolen;Persian;red;dirty;new;patterned
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,coin,old;gold;silver;rare;shiny;ancient;fake;small;foreign;valuable
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,crown,golden;royal;ancient;heavy;jeweled;simple;ceremonial;broken;large;fake
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;old;torn;large;small;foreign;official;red
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,mask,black;protective;decorative;old;scary;simple;full-face;white;carnival;plastic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,necklace,gold;silver;simple;expensive;long;beaded;pearl;antique;colorful;broken
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,painting,beautiful;old;modern;colorful;large;famous;abstract;simple;detailed;dark
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,ring,gold;silver;engagement;small;ancient;diamond;simple;broken;valuable;plain
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,statue,large;stone;ancient;bronze;beautiful;broken;famous;small;modern;detailed
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Cultural Artifacts,vase,tall;glass;antique;decorative;broken;colorful;simple;large;ceramic;small
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,cloud,white;dark;fluffy;low;high;stormy;drifting;thin;heavy;fast-moving
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;massive;destructive;minor;underground;violent;rare;shallow;deep
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,fog,thick;light;morning;cold;dense;rolling;wet;mysterious;early;grey
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;forked;sudden;powerful;distant;electrical;night;rare
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;sudden;fresh
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,rainbow,beautiful;colorful;bright;double;faint;full;rare;wide;short;arched
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,snow,white;fresh;heavy;light;deep;falling;cold;wet;powdery;melting
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,storm,violent;fierce;sudden;tropical;winter;strong;dark;massive;windy;rainy
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;sudden;powerful;booming;frightening;constant;electrical;low
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;fast;gentle;coastal;daily;rough
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;ancient;smoking;fiery;tall;explosive;remote
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;blowing;steady;gusty;northern;eastern;dry
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,apple,red;green;fresh;sweet;ripe;juicy;small;large;sour;organic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;large;small;fresh;soft;organic;peeled
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,beef,fresh;cooked;lean;fatty;grilled;rare;tough;tender;organic;cheap
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,bread,fresh;soft;white;whole-wheat;sliced;warm;stale;crusty;homemade;cheap
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;frozen;large;small;crisp;healthy
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,cheese,soft;hard;sharp;mild;fresh;aged;creamy;yellow;grated;expensive
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,chicken,grilled;fried;fresh;organic;roasted;raw;boneless;spicy;tender;cheap
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;brown;white;cracked;hard
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,fish,fresh;cooked;salty;grilled;wild;farmed;large;small;tasty;frozen
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,pasta,cooked;dry;fresh;Italian;long;short;cheesy;spicy;homemade;cheap
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;sticky;wild;raw;fluffy;hot;plain
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Food Items,soup,hot;cold;creamy;spicy;vegetable;chicken;thick;thin;homemade;fresh
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,artist,talented;young;famous;creative;skilled;local;modern;dedicated;struggling;visionary
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,athlete,strong;fast;skilled;professional;young;dedicated;Olympic;injured;fit;competitive
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,chef,skilled;famous;young;creative;professional;local;talented;busy;experienced;passionate
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,doctor,skilled;experienced;young;busy;dedicated;local;specialist;caring;professional;tired
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,engineer,skilled;creative;young;experienced;mechanical;software;dedicated;innovative;busy;talented
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,farmer,hard-working;local;experienced;organic;poor;rich;dedicated;young;old;skilled
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,lawyer,experienced;skilled;corporate;criminal;busy;young;dedicated;successful;ethical;tough
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,musician,talented;young;famous;skilled;classical;rock;dedicated;creative;local;passionate
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;environmental;medical;skilled;curious;respected
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;elite;wounded;loyal;strong;disciplined
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;strict;creative;patient;local;inspiring
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;dedicated;fictional;poetic;local;struggling
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;popular;educational;fictional;hardcover
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;broken;famous;busy
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,drums,loud;wooden;large;small;rhythmic;electronic;old;new;professional;basic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,earth,round;blue;green;vast;ancient;fertile;dry;rich;polluted;beautiful
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,flute,wooden;silver;small;musical;old;new;simple;professional;sweet-sounding;shiny
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;master;locked;simple
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,knife,sharp;dull;metal;kitchen;pocket;old;new;rusty;large;small
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,lock,old;new;metal;broken;secure;electronic;simple;rusty;strong;small
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;silver;glowing;mysterious;waxing;waning
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,pen,black;blue;cheap;expensive;ink;ballpoint;old;new;smooth-writing;colorful
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;distant;warm;powerful;daily;burning
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;short;rusty;shiny;ceremonial;heavy;light
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,cat,black;white;small;wild;domestic;playful;lazy;fluffy;stray;cute
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,dog,big;small;friendly;wild;trained;loyal;energetic;old;young;furry
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;large;graceful;marine;friendly;fast;rare;social
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,elephant,large;wild;grey;gentle;strong;endangered;old;young;majestic;intelligent
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,hamster,small;cute;furry;playful;wild;tame;fast;brown;white;nocturnal
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;noisy;brown;fast;social;curious;young
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,mouse,small;grey;wild;fast;timid;cute;nocturnal;common;furry;quiet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;large;exotic;proud;noisy;rare;male;graceful
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,rabbit,white;small;wild;fast;fluffy;cute;tame;brown;young;active
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;grey;marine;predatory;fierce;rare;hungry
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;small;green;deadly;harmless;slippery;fast;exotic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Neutral Animals,whale,large;gentle;wild;marine;blue;intelligent;endangered;old;massive;migratory
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,city,big;busy;modern;old;crowded;beautiful;dirty;coastal;industrial;historic
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,desert,hot;dry;vast;sandy;barren;remote;beautiful;dangerous;empty;ancient
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,forest,dense;green;wild;dark;tropical;quiet;ancient;beautiful;large;wet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,island,small;tropical;remote;beautiful;deserted;volcanic;green;rocky;large;sunny
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,lake,deep;blue;calm;frozen;large;small;clear;freshwater;scenic;quiet
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,mountain,high;snowy;rugged;tall;green;rocky;ancient;beautiful;steep;remote
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;cold;warm;salty;endless;mysterious
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,plain,flat;wide;green;dry;fertile;empty;vast;grassy;open;rural
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;ancient;beautiful;remote;elevated;barren
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,river,wide;deep;fast-flowing;calm;dirty;clear;long;scenic;frozen;mighty
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,valley,deep;green;narrow;wide;beautiful;fertile;remote;sunny;hidden;lush
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Places,village,small;quiet;rural;old;traditional;peaceful;remote;coastal;poor;charming
grok-3-mini,basic,1.0,AR # Arabic,C1,most frequent,Plants,cactus,spiky;green;tall;small;desert;wild;flowering;hardy;prickly;exotic
