Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,ES # Spanish,B1,most frequent,Abstract Concepts,anger,strong;hot;deep;sudden;bad;quick;personal;hidden;intense;blind
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,athlete,strong;fast;young;skilled;professional;dedicated;fit;competitive;talented;injured
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,chef,skilled;famous;young;creative;professional;busy;talented;experienced;passionate;local
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,doctor,skilled;experienced;young;busy;dedicated;professional;kind;local;respected;caring
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,engineer,skilled;young;creative;professional;experienced;dedicated;smart;busy;local;innovative
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,farmer,hard-working;local;experienced;young;dedicated;poor;rich;skilled;rural;organic
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,lawyer,skilled;experienced;busy;professional;smart;local;young;dedicated;respected;corporate
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;passionate;local;creative;dedicated;professional;unknown
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,scientist,smart;dedicated;young;experienced;professional;creative;local;passionate;skilled;innovative
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,soldier,brave;trained;young;strong;dedicated;experienced;professional;loyal;wounded;elite
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,teacher,dedicated;experienced;young;kind;skilled;passionate;professional;local;patient;creative
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,writer,talented;young;famous;creative;dedicated;experienced;local;passionate;skilled;unknown
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;colorful;popular;hardback;paperback
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,bridge,old;long;high;strong;wooden;metal;broken;modern;wide;narrow
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,drums,loud;big;wooden;small;rhythmic;old;shiny;electronic;basic;tuned
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,earth,round;blue;green;vast;ancient;fertile;dry;warm;cold;flat
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,flute,wooden;small;shiny;old;musical;simple;silver;tuned;light;decorative
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;simple;locked;spare;golden;broken
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,knife,sharp;small;old;metal;dull;kitchen;rusty;wooden-handled;clean;dangerous
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,lock,old;metal;broken;simple;secure;rusty;electronic;small;strong;modern
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,moon,bright;full;dark;crescent;distant;silver;glowing;cold;beautiful;large
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,pen,black;small;old;shiny;broken;simple;colorful;ink;metal;plastic
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;strong;distant;golden;daily
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;rusty;decorative;heavy;simple;ancient;broken
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,cat,black;small;wild;domestic;fluffy;lazy;playful;old;young;stray
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,dog,big;small;friendly;wild;loyal;playful;old;young;trained;stray
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,dolphin,smart;fast;playful;wild;large;graceful;friendly;marine;young;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,elephant,large;gray;wild;strong;slow;old;young;tame;intelligent;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,hamster,small;furry;playful;wild;tame;fast;young;old;brown;active
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,monkey,small;wild;playful;smart;fast;young;old;noisy;brown;curious
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;tame;quiet;young;old;furry;sneaky
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,peacock,colorful;wild;large;beautiful;noisy;proud;young;old;exotic;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,rabbit,small;white;fast;wild;tame;fluffy;young;old;playful;quiet
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;gray;fierce;marine;young;old;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;slippery;fast;poisonous;small;large;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,whale,large;wild;marine;gray;slow;intelligent;rare;old;young;majestic
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,city,big;busy;modern;old;noisy;clean;dirty;crowded;beautiful;historic
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;remote;harsh;beautiful;golden;barren
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,forest,dense;green;dark;wild;large;quiet;ancient;beautiful;wet;cool
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,island,small;tropical;remote;beautiful;green;sandy;isolated;volcanic;large;sunny
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,lake,large;deep;clear;blue;frozen;calm;fresh;small;quiet;natural
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,mountain,high;tall;snowy;rocky;green;steep;ancient;beautiful;cold;vast
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,ocean,vast;blue;deep;cold;warm;stormy;calm;salty;endless;wild
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,plain,flat;wide;green;dry;empty;fertile;vast;open;simple;rural
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;ancient;wide;elevated
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,river,wide;deep;fast;clear;muddy;long;winding;fresh;wild;quiet
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,valley,deep;green;narrow;wide;fertile;remote;beautiful;sunny;rocky;hidden
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Places,village,small;quiet;old;rural;simple;peaceful;remote;green;traditional;poor
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,cactus,spiky;green;tall;small;dry;wild;prickly;hardy;desert;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;soft;raw;cooked;healthy;ripe
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,flower,beautiful;red;small;wild;colorful;fragrant;fresh;blooming;simple;rare
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,grass,green;soft;tall;short;wet;dry;fresh;wild;thick;natural
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,lettuce,green;fresh;crisp;raw;leafy;small;organic;wet;healthy;simple
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,mushroom,small;wild;fresh;edible;poisonous;white;brown;soft;rare;cooked
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,onion,small;fresh;raw;spicy;white;red;dry;organic;strong;sliced
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,pepper,red;green;hot;fresh;spicy;small;raw;sweet;dried;organic
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,potato,large;small;fresh;raw;cooked;brown;organic;soft;boiled;firm
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;fragrant;wild;simple;blooming;rare;white
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,tomato,red;fresh;ripe;small;juicy;raw;organic;sweet;cooked;firm
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Plants,tree,tall;green;old;large;shady;fruit-bearing;wild;young;strong;leafy
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,ally,strong;faithful;true;reliable;helpful;powerful;secret;loyal;strategic;close
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,brother,older;younger;loving;protective;playful;strong;caring;distant;twin;reliable
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,enemy,dangerous;strong;old;bitter;powerful;hidden;fierce;sworn;foreign;hated
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,father,loving;strict;old;young;caring;busy;wise;absent;supportive;proud
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;blind;strong;young;old;passionate;simple;true
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,friend,true;close;old;new;loyal;helpful;fun;reliable;distant;kind
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,leader,strong;wise;charismatic;young;old;effective;inspiring;fair;powerful;respected
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,mother,loving;caring;strict;young;old;protective;busy;gentle;supportive;proud
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,partner,reliable;business;loving;equal;supportive;close;professional;trusted;strong;creative
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,rival,strong;fierce;old;new;bitter;competitive;skilled;dangerous;direct;foreign
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,sister,younger;older;loving;playful;caring;distant;protective;close;twin;supportive
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,stranger,unknown;mysterious;foreign;dangerous;friendly;odd;tall;quiet;new;suspicious
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,above,high;clear;bright;visible;distant;open;vast;blue;sunny;empty
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,back,strong;straight;broad;sore;muscular;injured;wide;hidden;dark
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,below,deep;dark;hidden;low;underground;cold;wet;secret;vast;quiet
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,east,distant;sunny;foreign;rising;ancient;warm;mysterious;vast;coastal;green
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,front,wide;clean;open;busy;modern;simple;narrow;bright;hidden;decorative
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,inside,warm;dark;cozy;empty;hidden;safe;quiet;bright;cool;secret
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,left,free;open;empty;dark;hidden;narrow;quiet;busy;clean;unused
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,north,cold;distant;wild;frozen;green;mysterious;vast;remote;ancient;snowy
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,outside,cold;bright;wet;dark;open;empty;noisy;quiet;green;vast
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,right,correct;straight;proper;true;accurate;fair;direct;perfect;absolute;just
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,south,warm;sunny;distant;tropical;vast;green;coastal;ancient;busy;exotic
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,west,distant;wild;sunny;vast;coastal;mysterious;ancient;golden;open;dry
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,century,long;past;modern;ancient;golden;dark;recent;full;busy;forgotten
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;clear;dark
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,evening,long;quiet;cool;dark;peaceful;busy;warm;short;relaxing;golden
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;full;empty;productive;tiring
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,minute,short;quick;last;first;busy;quiet;final;initial;precise;exact
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;full;empty;final;initial
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,morning,early;fresh;bright;cool;quiet;busy;sunny;foggy;short;clear
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;starry;busy;warm;short;mysterious;peaceful
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;busy;quiet;colorful;harsh
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,second,quick;last;first;short;final;initial;precious;exact;busy;quiet
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,week,long;short;busy;quiet;full;empty;final;initial;productive;relaxing
grok-3-mini,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,year,long;short;busy;quiet;full;empty;final;initial;productive;memorable
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;boiling;raw;suppressed;violent;quiet;righteous;personal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,courage,great;true;moral;physical;brave;heroic;quiet;sudden;inspiring;fearless
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,fear,deep;sudden;irrational;intense;overwhelming;hidden;constant;natural;childlike;primal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,freedom,complete;true;personal;social;absolute;limited;hard-won;basic;individual;creative
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,happiness,pure;simple;lasting;sudden;deep;shared;inner;genuine;everyday;quiet
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,hate,intense;blind;deep;bitter;irrational;strong;hidden;racial;personal;cold
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;absolute;rare;straightforward;genuine;direct;everyday;deep
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,justice,true;social;blind;fair;quick;delayed;moral;absolute;human;basic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,knowledge,deep;wide;practical;theoretical;secret;basic;ancient;modern;useful;shared
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,love,true;deep;unconditional;romantic;familial;sudden;lasting;pure;intense;quiet
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,peace,inner;lasting;fragile;complete;global;quiet;sudden;true;personal;natural
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,wisdom,great;ancient;practical;deep;simple;timeless;everyday;moral;hidden;shared
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,bell,small;large;old;ringing;clear;metal;decorative;broken;shiny;antique
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,candle,small;tall;scented;burning;wax;white;colorful;old;simple;decorative
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;old;new;patterned;woolen;dirty;clean;large
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,coin,small;old;shiny;rare;metal;gold;silver;foreign;worn;valuable
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;ancient;jeweled;simple;fake;large;ceremonial;decorative
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;old;new;torn;bright;symbolic;large;foreign
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,mask,black;protective;decorative;old;simple;scary;colorful;facial;cheap;elegant
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,necklace,gold;silver;long;short;beaded;simple;expensive;old;colorful;elegant
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,painting,beautiful;old;modern;large;small;colorful;abstract;realistic;framed;famous
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,ring,gold;silver;small;large;shiny;old;engraved;simple;valuable;wedding
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,statue,large;stone;metal;ancient;modern;broken;impressive;famous;outdoor;detailed
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,vase,glass;ceramic;tall;small;decorative;broken;colorful;antique;simple;elegant
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,cloud,white;dark;fluffy;low;high;stormy;light;moving;thick;distant
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;minor;major;underground;rare;frequent;violent;shaking
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,fog,thick;light;morning;evening;cold;wet;mysterious;dense;rolling;sudden
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;sudden;electric;distant;frequent;powerful;night;forked
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;sudden;cold;warm;seasonal;gentle;pouring;fresh
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;beautiful;rare;double;fading;wide;low;high;natural
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,snow,white;fresh;heavy;light;falling;deep;wet;cold;powdery;seasonal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,storm,violent;strong;sudden;tropical;winter;electrical;fierce;long;short;destructive
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,thunder,loud;distant;rolling;sudden;powerful;echoing;frightening;constant;light;deep
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,tide,high;low;strong;weak;rising;falling;ocean;daily;rough;calm
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,volcano,active;dormant;large;dangerous;explosive;ancient;smoking;fiery;mountainous;nearby
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;blowing;steady;gusty;northern;eastern;seasonal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,apple,red;green;fresh;ripe;sweet;sour;small;large;juicy;organic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,banana,yellow;ripe;green;long;sweet;fresh;peeled;small;large;tropical
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,beef,fresh;cooked;tender;tough;lean;fatty;grilled;raw;cheap;expensive
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,bread,fresh;soft;hard;white;whole;warm;sliced;toasted;cheap;homemade
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;frozen;organic;small;large;healthy
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,cheese,soft;hard;fresh;aged;yellow;white;creamy;sharp;mild;expensive
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,chicken,fresh;cooked;grilled;fried;organic;small;large;tender;juicy;free-range
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,egg,fresh;hard-boiled;soft-boiled;white;brown;large;small;cracked;organic;fried
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,fish,fresh;cooked;salty;sweet;large;small;wild;farmed;oily;tasty
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,pasta,cooked;dry;fresh;soft;al dente;wheat;colored;simple;homemade;cheap
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,rice,white;brown;cooked;raw;steamed;fluffy;sticky;long-grain;short-grain;organic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;chicken;creamy;spicy;homemade;quick
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,artist,talented;creative;young;old;famous;struggling;passionate;skilled;local;modern
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,athlete,strong;fast;skilled;young;professional;dedicated;fit;competitive;injured;Olympic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,chef,skilled;famous;young;experienced;creative;busy;professional;talented;local;innovative
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,doctor,skilled;experienced;young;busy;caring;professional;specialized;dedicated;local;respected
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,engineer,skilled;creative;young;experienced;professional;innovative;dedicated;mechanical;electrical;busy
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,farmer,hardworking;local;experienced;young;organic;dedicated;rural;skilled;family;modern
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,lawyer,experienced;sharp;busy;professional;young;successful;corporate;dedicated;ethical;local
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,musician,talented;young;experienced;famous;passionate;skilled;local;classical;rock;dedicated
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;professional;curious;local;respected;environmental
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;strong;professional;heroic;disciplined;loyal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;patient;skilled;passionate;professional;creative;local;inspiring
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,writer,talented;creative;young;experienced;famous;dedicated;local;novel;poetic;skilled
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;popular;educational;fictional;hardcover
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,bridge,old;new;long;short;strong;wooden;metal;busy;famous;modern
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,drums,loud;wooden;small;large;rhythmic;old;new;electronic;traditional;shiny
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,earth,green;blue;vast;ancient;fertile;dry;spinning;living;beautiful;fragile
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,flute,wooden;metal;small;shiny;old;new;sweet-sounding;traditional;simple;professional
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;front;back;secret
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,knife,sharp;dull;small;large;metal;wooden-handled;old;new;kitchen;pocket
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,lock,old;new;metal;secure;broken;simple;complex;electronic;front;padlock
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,moon,full;bright;dark;crescent;distant;beautiful;nightly;silver;waxing;waning
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,pen,black;blue;red;cheap;expensive;smooth-writing;old;new;ballpoint;fountain
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;daily;powerful;warm;distant;golden
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,sword,sharp;old;metal;long;short;ancient;decorative;battle-ready;heavy;shiny
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,cat,black;white;fluffy;playful;lazy;wild;domestic;small;large;curious
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,dog,loyal;friendly;big;small;energetic;lazy;trained;wild;fluffy;smart
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;fast;graceful;wild;marine;large;social;curious;friendly
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,elephant,large;gray;wild;tame;strong;intelligent;endangered;gentle;trunked;majestic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,hamster,small;furry;playful;quick;tame;wild;cute;nocturnal;active;brown
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,monkey,playful;clever;wild;tame;small;large;noisy;agile;curious;furry
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,mouse,small;gray;quick;timid;wild;tame;furry;nocturnal;common;sneaky
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;tame;large;beautiful;noisy;elegant;feathered;exotic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,rabbit,white;fluffy;quick;tame;wild;small;large;furry;cute;hopping
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,shark,dangerous;large;fast;wild;marine;gray;predatory;fierce;solitary;powerful
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,snake,long;venomous;wild;tame;slippery;colorful;dangerous;small;large;coiled
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,whale,massive;gentle;wild;marine;blue;singing;endangered;deep-diving;graceful;ancient
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,city,busy;large;modern;old;crowded;clean;dirty;vibrant;historic;coastal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,desert,dry;vast;sandy;hot;empty;rocky;remote;beautiful;harsh;golden
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,forest,dense;green;ancient;dark;wild;quiet;tropical;temperate;lush;mysterious
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,island,small;large;tropical;remote;beautiful;volcanic;sandy;green;deserted;coastal
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,lake,deep;blue;calm;frozen;large;small;fresh;mountain;quiet;scenic
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,mountain,high;snowy;rocky;steep;green;ancient;majestic;volcanic;rugged;distant
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;wild;mysterious;warm
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,plain,flat;vast;green;dry;open;fertile;empty;grassy;endless;rural
grok-3-mini,basic,1.0,ES # Spanish,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;ancient;remote;scenic;elevated
