Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,1.0,PS # Pashto,B1,most frequent,Abstract Concepts,anger,strong;deep;red;hot;wild;bitter;quick;dark;fierce;loud
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Food Items,egg,white;fresh;boiled;fried;small;brown;round;hard;soft;raw
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Food Items,fish,fresh;small;big;tasty;cooked;silver;raw;grilled;white;salty
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Food Items,pasta,soft;tasty;long;yellow;cooked;spicy;fresh;hot;simple;creamy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Food Items,rice,white;brown;cooked;soft;tasty;hot;sticky;simple;plain;fresh
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Food Items,soup,hot;tasty;warm;thick;spicy;clear;fresh;creamy;light;healthy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,artist,creative;talented;famous;young;old;skilled;passionate;unique;busy;inspired
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,athlete,strong;fast;fit;young;talented;hard-working;famous;active;powerful;dedicated
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,chef,skilled;famous;busy;creative;talented;experienced;friendly;professional;passionate;careful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,doctor,kind;skilled;busy;helpful;experienced;friendly;smart;caring;professional;trusted
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,engineer,smart;skilled;busy;creative;talented;hard-working;experienced;professional;innovative;practical
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,farmer,hard-working;simple;kind;busy;strong;experienced;early;tough;friendly;dedicated
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,lawyer,smart;strict;busy;experienced;professional;tough;skilled;honest;confident;successful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,musician,talented;famous;creative;passionate;skilled;young;busy;amazing;inspired;unique
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,scientist,smart;curious;busy;talented;experienced;innovative;careful;dedicated;serious;brilliant
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,soldier,brave;strong;tough;loyal;young;dedicated;fearless;disciplined;proud;heroic
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,teacher,kind;patient;smart;helpful;experienced;friendly;strict;caring;wise;inspiring
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Human Roles,writer,creative;talented;famous;busy;inspired;skilled;young;passionate;unique;thoughtful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,book,old;new;thick;interesting;heavy;small;colorful;famous;useful;boring
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,bridge,long;old;strong;high;beautiful;narrow;wide;wooden;modern;famous
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,drums,loud;big;heavy;wooden;round;noisy;colorful;old;strong;traditional
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,earth,vast;green;blue;beautiful;old;round;alive;rich;warm;precious
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,flute,small;wooden;sweet;old;shiny;light;beautiful;soft;simple;delicate
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,key,small;shiny;old;metal;heavy;important;silver;golden;useful;tiny
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,knife,sharp;small;heavy;metal;dangerous;useful;shiny;old;long;strong
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,lock,heavy;old;strong;metal;small;secure;shiny;rusty;big;tight
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,moon,bright;white;full;beautiful;round;pale;mysterious;high;soft;glowing
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,pen,small;black;blue;useful;cheap;shiny;thin;old;simple;plastic
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;big;warm;shining;high;golden;powerful;clear
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Inanimate Objects,sword,sharp;long;heavy;old;shiny;strong;metal;dangerous;ancient;powerful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,cat,small;soft;cute;black;white;lazy;playful;quiet;furry;friendly
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,dog,loyal;big;friendly;brown;active;loud;cute;strong;playful;smart
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,dolphin,smart;friendly;fast;blue;small;playful;beautiful;smooth;amazing;graceful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,elephant,big;gray;strong;heavy;slow;tall;gentle;wise;powerful;majestic
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,hamster,small;cute;soft;brown;tiny;active;furry;quiet;playful;sweet
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,monkey,funny;small;active;brown;smart;naughty;fast;playful;curious;loud
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,mouse,small;gray;tiny;quick;quiet;shy;soft;hidden;fast;cute
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;proud;big;rare;amazing;bright;elegant;loud;stunning
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,rabbit,white;small;cute;soft;fast;shy;furry;quiet;playful;sweet
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,shark,big;dangerous;gray;fast;scary;strong;powerful;silent;sharp;deadly
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,snake,long;dangerous;green;scary;silent;thin;poisonous;slow;cold;sneaky
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Neutral Animals,whale,huge;blue;big;gentle;slow;deep;amazing;powerful;rare;heavy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,city,big;busy;noisy;modern;old;crowded;beautiful;bright;large;famous
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,desert,hot;dry;vast;empty;sandy;quiet;harsh;endless;yellow;lonely
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,forest,green;thick;dark;big;quiet;beautiful;dense;wild;old;mysterious
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,island,small;beautiful;green;quiet;remote;tropical;blue;lonely;warm;peaceful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,lake,blue;clear;deep;calm;beautiful;cold;still;large;quiet;fresh
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,mountain,high;tall;snowy;green;strong;beautiful;rocky;steep;cold;majestic
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,ocean,vast;blue;deep;powerful;cold;endless;beautiful;dark;wild;salty
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,plain,flat;wide;green;open;vast;empty;quiet;simple;brown;peaceful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,plateau,high;flat;wide;dry;cold;rocky;vast;empty;quiet;brown
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,river,long;blue;deep;clear;fast;beautiful;wide;cold;flowing;calm
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,valley,green;deep;beautiful;narrow;quiet;long;peaceful;fertile;hidden;cool
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Places,village,small;quiet;old;simple;friendly;green;peaceful;remote;traditional;calm
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,cactus,green;spiky;tall;dry;tough;small;sharp;desert;strong;strange
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,eggplant,purple;long;fresh;soft;tasty;small;cooked;healthy;shiny;bitter
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,flower,beautiful;colorful;small;sweet;fresh;bright;soft;delicate;red;fragrant
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,grass,green;soft;short;long;wet;fresh;thick;wild;bright;cool
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,lettuce,green;fresh;crispy;light;healthy;soft;raw;small;tender;cool
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,mushroom,small;brown;soft;tasty;white;strange;wild;fresh;round;earthy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,onion,white;strong;small;round;sharp;fresh;raw;yellow;spicy;juicy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,pepper,red;green;spicy;hot;small;fresh;tasty;colorful;sharp;juicy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,potato,brown;small;tasty;soft;fresh;round;cooked;healthy;simple;cheap
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,rose,red;beautiful;sweet;soft;small;thorny;bright;fragrant;delicate;lovely
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,tomato,red;juicy;fresh;small;round;tasty;soft;ripe;healthy;bright
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Plants,tree,tall;green;old;strong;big;beautiful;thick;shady;brown;fruitful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,ally,loyal;trusted;helpful;close;strong;friendly;reliable;supportive;kind;true
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,brother,kind;close;older;younger;strong;funny;caring;protective;friendly;loving
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,enemy,dangerous;strong;cruel;hidden;bitter;powerful;bad;angry;cold;hated
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,father,kind;strong;caring;wise;old;loving;strict;supportive;hard-working;protective
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,follower,loyal;dedicated;young;eager;supportive;quiet;faithful;active;trusting;obedient
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,friend,close;kind;loyal;funny;helpful;true;caring;trusted;old;sweet
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,leader,strong;wise;brave;confident;powerful;smart;kind;strict;inspiring;bold
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,mother,loving;kind;caring;gentle;strong;sweet;warm;wise;protective;patient
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,partner,close;trusted;loyal;helpful;kind;supportive;loving;friendly;reliable;equal
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,rival,strong;tough;dangerous;competitive;angry;close;smart;challenging;bitter;fierce
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,sister,kind;loving;close;funny;younger;older;caring;sweet;helpful;protective
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Social Relationships,stranger,unknown;quiet;mysterious;cold;distant;new;strange;silent;unfamiliar;curious
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,above,high;clear;bright;far;open;wide;visible;distant;blue;empty
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,back,far;hidden;behind;lower;distant;old;dark;quiet;small;unseen
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,below,low;deep;dark;hidden;close;cold;under;quiet;small;unseen
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,east,far;bright;warm;open;distant;early;clear;beautiful;rising;vast
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,front,clear;open;first;near;visible;wide;main;bright;bold;leading
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,inside,warm;safe;hidden;quiet;small;dark;close;soft;secret;comfortable
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,left,near;close;side;other;hidden;small;quiet;lower;distant;opposite
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,north,cold;far;high;dark;distant;wild;clear;quiet;vast;snowy
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,outside,cold;open;wide;bright;far;free;noisy;fresh;big;visible
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,right,near;side;correct;other;close;main;strong;clear;opposite;important
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,south,warm;far;bright;open;distant;sunny;clear;hot;vast;green
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Spatial Concepts,west,far;distant;late;setting;warm;open;clear;quiet;vast;beautiful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,century,old;past;long;ancient;historical;new;important;famous;early;modern
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,day,long;short;bright;busy;warm;cold;rainy;sunny;happy;tired
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,evening,cool;quiet;dark;late;beautiful;calm;soft;peaceful;long;relaxing
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;important;fast;slow;precious
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,minute,quick;short;fast;busy;important;last;small;quiet;precious;passing
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;sunny;important;fast;quiet
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,morning,early;fresh;cool;bright;quiet;beautiful;busy;sunny;cold;peaceful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;late;beautiful;silent;deep;scary;peaceful
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,season,cold;warm;rainy;sunny;long;short;beautiful;dry;green;harsh
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,second,quick;fast;short;small;last;important;precious;passing;tiny;critical
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,week,long;short;busy;fast;slow;hard;easy;rainy;sunny;tiring
grok-3,think-in-native,1.0,PS # Pashto,B2,most frequent,Time Concepts,year,long;short;busy;important;new;old;fast;slow;happy;tough
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,anger,intense;fierce;burning;uncontrollable;deep;hot;sudden;bitter;wild;overwhelming
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,courage,brave;bold;fearless;strong;heroic;daring;valiant;resolute;determined;unwavering
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,fear,intense;paralyzing;deep;overwhelming;dark;sudden;irrational;constant;hidden;gripping
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,freedom,true;complete;absolute;precious;hard-won;essential;liberating;boundless;cherished;empowering
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,happiness,pure;genuine;radiant;endless;warm;contagious;blissful;heartfelt;joyful;bright
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,hate,deep;intense;bitter;fierce;burning;unrelenting;poisonous;dark;consuming;vicious
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,honesty,sincere;genuine;pure;true;absolute;unwavering;transparent;blunt;direct;admirable
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,justice,fair;equal;righteous;impartial;strict;moral;deserved;legal;just;honorable
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,knowledge,deep;vast;profound;extensive;valuable;useful;essential;academic;practical;insightful
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;eternal;warm;tender;sincere;pure;devoted
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,peace,calm;serene;quiet;lasting;inner;harmonious;gentle;tranquil;soothing;stable
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Abstract Concepts,wisdom,deep;profound;ancient;practical;insightful;timeless;valuable;thoughtful;enlightened;mature
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,bell,loud;clear;ringing;small;golden;heavy;ancient;shiny;melodic;brass
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,candle,flickering;warm;small;scented;bright;delicate;white;burning;tall;decorative
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;expensive;traditional;woven;warm;large;patterned;plush
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,coin,old;shiny;small;valuable;rare;silver;golden;ancient;worn;collectible
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;majestic;ornate;symbolic;glittering;ceremonial
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;symbolic;torn;bold;official;historic;bright
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,mask,mysterious;scary;colorful;traditional;wooden;hidden;dark;painted;ceremonial;creepy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,necklace,beautiful;elegant;golden;delicate;expensive;shiny;long;jeweled;silver;precious
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,painting,beautiful;old;famous;colorful;detailed;abstract;realistic;stunning;artistic;framed
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,ring,golden;silver;shiny;small;expensive;elegant;simple;jeweled;wedding;antique
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,statue,tall;ancient;stone;majestic;impressive;detailed;historical;bronze;standing;grand
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Cultural Artifacts,vase,delicate;beautiful;ceramic;tall;ornate;fragile;colorful;ancient;floral;decorative
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;heavy;floating;gray;thick;soft;high;stormy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,earthquake,powerful;destructive;sudden;terrifying;violent;massive;dangerous;strong;deadly;devastating
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;heavy;gray;damp;silent;creeping;obscuring
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;dangerous;striking;intense;electric;vivid;jagged;terrifying
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,rain,heavy;light;cold;gentle;steady;refreshing;sudden;warm;drizzling;torrential
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,rainbow,colorful;beautiful;bright;magical;vibrant;rare;stunning;arched;vivid;fleeting
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,snow,white;soft;cold;heavy;fluffy;pure;thick;falling;icy;silent
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,storm,fierce;violent;powerful;dark;loud;dangerous;raging;wild;destructive;sudden
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,thunder,loud;booming;deep;powerful;sudden;rolling;frightening;echoing;strong;distant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,tide,high;low;strong;powerful;rising;receding;dangerous;steady;rhythmic;coastal
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,volcano,active;dormant;fiery;massive;dangerous;erupting;ancient;smoky;destructive;towering
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Environmental Phenomena,wind,strong;cold;gentle;warm;fierce;howling;breezy;wild;gusty;constant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,apple,red;green;juicy;sweet;crisp;fresh;ripe;small;shiny;tasty
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;fresh;curved;healthy;tropical;creamy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,beef,tender;juicy;fresh;grilled;red;savory;lean;cooked;marinated;flavorful
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;brown;homemade;sliced;toasted;fluffy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,broccoli,green;fresh;healthy;crisp;tender;steamed;raw;small;nutritious;vibrant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,cheese,creamy;sharp;soft;hard;melted;yellow;white;aged;tangy;rich
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,chicken,grilled;roasted;tender;juicy;fresh;spicy;fried;cooked;savory;white
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,egg,fresh;boiled;fried;white;brown;small;cracked;raw;soft;hard
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,fish,fresh;raw;grilled;fried;tasty;silver;small;salty;flaky;smoked
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,pasta,soft;cooked;fresh;homemade;long;short;creamy;cheesy;saucy;warm
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,rice,white;brown;cooked;sticky;fluffy;long;short;plain;fragrant;steamed
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Food Items,soup,hot;warm;creamy;clear;savory;hearty;spicy;thick;comforting;fresh
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,artist,talented;creative;famous;skilled;passionate;innovative;dedicated;unique;inspired;brilliant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,athlete,strong;fast;skilled;dedicated;competitive;fit;powerful;energetic;disciplined;agile
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,chef,skilled;creative;famous;experienced;talented;passionate;innovative;professional;busy;expert
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,doctor,kind;skilled;experienced;caring;dedicated;professional;wise;patient;trusted;busy
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,engineer,skilled;innovative;smart;creative;technical;experienced;dedicated;precise;professional;knowledgeable
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,farmer,hardworking;dedicated;patient;strong;rural;experienced;tough;caring;skilled;honest
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,lawyer,smart;sharp;experienced;confident;professional;persuasive;dedicated;strict;knowledgeable;successful
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,musician,talented;passionate;famous;skilled;creative;dedicated;inspired;gifted;unique;expressive
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,scientist,brilliant;curious;dedicated;smart;innovative;knowledgeable;precise;analytical;experienced;focused
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,soldier,brave;strong;disciplined;loyal;courageous;tough;dedicated;fearless;heroic;determined
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,teacher,kind;patient;wise;dedicated;inspiring;knowledgeable;strict;caring;supportive;experienced
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Human Roles,writer,creative;talented;famous;inspired;skilled;passionate;imaginative;thoughtful;unique;expressive
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;heavy;paperback;hardcover;educational
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,bridge,long;old;strong;narrow;high;wooden;stone;modern;suspended;iconic
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;large;small;traditional;powerful;beaten;tribal;wooden;resonant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,earth,vast;beautiful;green;blue;ancient;rich;fertile;living;precious;fragile
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,flute,delicate;melodic;small;wooden;silver;soft;ancient;traditional;sweet;clear
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,key,small;shiny;old;golden;silver;rusty;important;heavy;hidden;vital
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,knife,sharp;small;long;dangerous;rusty;shiny;steel;heavy;useful;pointed
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,lock,strong;old;rusty;heavy;secure;small;broken;metal;tight;ancient
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,moon,bright;full;crescent;pale;mysterious;glowing;silver;distant;beautiful;round
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,pen,black;blue;small;cheap;expensive;shiny;smooth;old;useful;elegant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,sun,bright;hot;golden;warm;shining;blazing;yellow;powerful;distant;radiant
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Inanimate Objects,sword,sharp;long;heavy;ancient;rusty;shiny;deadly;strong;ceremonial;legendary
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,cat,cute;fluffy;small;black;white;playful;lazy;curious;soft;independent
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,dog,loyal;friendly;big;small;brown;black;playful;protective;energetic;loving
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,dolphin,intelligent;friendly;sleek;playful;fast;graceful;curious;social;blue;charming
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,elephant,huge;gray;strong;gentle;wise;heavy;slow;majestic;powerful;ancient
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,hamster,small;cute;fluffy;active;tiny;brown;white;playful;soft;curious
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,monkey,playful;clever;small;brown;naughty;fast;curious;funny;wild;agile
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,mouse,small;tiny;gray;quick;quiet;sneaky;cute;timid;little;fast
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;vibrant;elegant;stunning;majestic;bright;unique;striking
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,rabbit,cute;soft;small;white;fluffy;fast;timid;gentle;playful;brown
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,shark,dangerous;large;fierce;gray;fast;deadly;powerful;scary;sleek;predatory
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,snake,long;dangerous;slimy;green;deadly;silent;venomous;coiled;scary;sleek
grok-3,think-in-native,1.0,PS # Pashto,C1,most frequent,Neutral Animals,whale,huge;gentle;blue;massive;slow;majestic;deep;powerful;mysterious;enormous
